base_date,emd_cd,visit_pop_cnt,total_pop
580,2020-11-30,50110570,107.54270000000042,7163
581,2020-12-31,50110570,545.4853000000039,7140
582,2021-01-31,50110570,17.85210000000003,7078
583,2021-02-28,50110570,17.81330000000002,7080
584,2021-03-31,50110570,222.4830000000002,7024
585,2021-04-30,50110570,41.513299999999965,7047
586,2021-05-31,50110570,298.69780000000327,7037
587,2021-06-30,50110570,151.41080000000096,7025
588,2018-01-31,50110580,578045.3209999964,15916
589,2018-02-28,50110580,568083.7208000027,15843
590,2018-03-31,50110580,784111.9682999944,15791
591,2018-04-30,50110580,824314.7886000015,15813
592,2018-05-31,50110580,901957.553900001,15833
593,2018-06-30,50110580,875382.2766000025,15802
594,2018-07-31,50110580,1038483.5302999966,15806
595,2018-08-31,50110580,1356688.8466999887,15783
596,2018-09-30,50110580,920013.9907999943,15772
597,2018-10-31,50110580,1240575.5288999977,15774
598,2018-11-30,50110580,1001192.1969999931,15697
599,2018-12-31,50110580,971386.4447999893,15673
600,2019-01-31,50110580,1036293.7758000025,15620
601,2019-02-28,50110580,1007191.4652999964,15606
602,2019-03-31,50110580,956900.9652000096,15565
603,2019-04-30,50110580,1048393.0788999915,15543
604,2019-05-31,50110580,1190762.573099999,15543
605,2019-06-30,50110580,1113339.5123000054,15523
606,2019-07-31,50110580,1098405.6191000112,15513
607,2019-08-31,50110580,1224635.177199989,15497
608,2019-09-30,50110580,1086063.6050999938,15454
609,2019-10-31,50110580,1222612.8912999916,15387
610,2019-11-30,50110580,991910.5453999852,15343
611,2019-12-31,50110580,1094589.7571999913,15328
612,2020-01-31,50110580,996965.8199999807,15309
613,2020-02-29,50110580,162267.99520000315,15304
614,2020-03-31,50110580,14374.56439999975,15289
615,2020-04-30,50110580,3465.6615999999767,15258
616,2020-05-31,50110580,427.318300000002,15228
617,2020-06-30,50110580,579.396399999999,15204
618,2020-07-31,50110580,1366.3442000000073,15188
619,2020-08-31,50110580,2246.2032000000136,15148
620,2020-09-30,50110580,1402.1680999999842,15075
621,2020-10-31,50110580,1591.773799999996,15035
622,2020-11-30,50110580,771.5977999999994,15010
623,2020-12-31,50110580,1141.880099999999,15014
624,2021-01-31,50110580,301.1368999999972,14957
625,2021-02-28,50110580,382.7560999999961,14911
626,2021-03-31,50110580,786.6354999999995,14830
627,2021-04-30,50110580,699.2233999999878,14831
628,2021-05-31,50110580,431.5063000000025,14796
629,2021-06-30,50110580,1013.0971000000002,14772
630,2018-01-31,50110590,78223.07960000046,10028
631,2018-02-28,50110590,83742.48949999991,10038
632,2018-03-31,50110590,112258.85439999937,10005
633,2018-04-30,50110590,151971.77359999705,10017
634,2018-05-31,50110590,148825.12159999833,10038
635,2018-06-30,50110590,189059.59619999822,10031
636,2018-07-31,50110590,139404.6412000024,10033
637,2018-08-31,50110590,192700.78859999962,10020
638,2018-09-30,50110590,218343.76960000006,9992
639,2018-10-31,50110590,263845.4196000019,9953
640,2018-11-30,50110590,188237.1283999977,9906
641,2018-12-31,50110590,177013.88940000182,9857
642,2019-01-31,50110590,146051.71960000036,9760
643,2019-02-28,50110590,182875.78510000042,9713
644,2019-03-31,50110590,171055.89730000062,9711
645,2019-04-30,50110590,223433.48850000248,9717
646,2019-05-31,50110590,229049.59469999518,9673
647,2019-06-30,50110590,225132.5986999998,9676
648,2019-07-31,50110590,234677.97980000073,9668
649,2019-08-31,50110590,259322.69090000095,9640
650,2019-09-30,50110590,198286.63470000404,9643
651,2019-10-31,50110590,226610.73720000128,9620
652,2019-11-30,50110590,153858.61960000164,9587
653,2019-12-31,50110590,163726.81970000247,9571
654,2020-01-31,50110590,159082.96760000227,9496
655,2020-02-29,50110590,35544.70160000053,9482
656,2020-03-31,50110590,5275.327099999976,9465
657,2020-04-30,50110590,5146.694299999904,9420
658,2020-05-31,50110590,714.0262999999932,9409
659,2020-06-30,50110590,979.6173000000141,9396
660,2020-07-31,50110590,1655.8007000000212,9380
661,2020-08-31,50110590,2260.576400000004,9356
662,2020-09-30,50110590,3134.089900000038,9336
663,2020-10-31,50110590,2295.890100000006,9349
664,2020-11-30,50110590,1511.646599999981,9337
665,2020-12-31,50110590,2083.2764999999927,9325
666,2021-01-31,50110590,507.1044999999961,9279
667,2021-02-28,50110590,686.2704999999966,9215
668,2021-03-31,50110590,1460.9462000000046,9148
669,2021-04-30,50110590,1175.079800000002,9148
670,2021-05-31,50110590,1206.5513999999957,9127
671,2021-06-30,50110590,1079.3994000000048,9110
672,2018-01-31,50110600,8625.800899999962,25516
673,2018-02-28,50110600,4024.3313000000094,25429
674,2018-03-31,50110600,17238.999700000004,25466
675,2018-04-30,50110600,12149.814000000057,25430
676,2018-05-31,50110600,13191.296800000071,25451
677,2018-06-30,50110600,10294.35520000002,25465
678,2018-07-31,50110600,8313.63519999999,25459
679,2018-08-31,50110600,19526.97289999999,25404
680,2018-09-30,50110600,12795.149300000016,25410
681,2018-10-31,50110600,24555.737800000083,25366
682,2018-11-30,50110600,25433.452100000246,25369
683,2018-12-31,50110600,14728.048299999831,25391
684,2019-01-31,50110600,10317.162800000102,25348
685,2019-02-28,50110600,10626.08420000001,25315
686,2019-03-31,50110600,22211.676599999926,25340
687,2019-04-30,50110600,30638.482900000316,25310
688,2019-05-31,50110600,22866.598700000122,25368
689,2019-06-30,50110600,16191.632399999808,25369
690,2019-07-31,50110600,14644.10300000001,25379
691,2019-08-31,50110600,19738.46839999985,25321
692,2019-09-30,50110600,13882.284099999913,25293
693,2019-10-31,50110600,17524.928499999733,25303
694,2019-11-30,50110600,8606.767400000004,25323
695,2019-12-31,50110600,11514.850799999718,25271
696,2020-01-31,50110600,13557.931499999619,25268
697,2020-02-29,50110600,5260.080699999944,25213
698,2020-03-31,50110600,4516.1202999999305,25142
699,2020-04-30,50110600,1549.4342000000117,25153
700,2020-05-31,50110600,169.43650000000045,25101
701,2020-06-30,50110600,417.3807999999994,25064
702,2020-07-31,50110600,1522.7730000000138,25069
703,2020-08-31,50110600,388.01219999999233,25024
704,2020-09-30,50110600,904.3702,24969
705,2020-10-31,50110600,896.6122999999985,24922
706,2020-11-30,50110600,873.5654000000012,24870
707,2020-12-31,50110600,374.3854000000012,24819
708,2021-01-31,50110600,176.2881999999975,24799
709,2021-02-28,50110600,131.6062000000001,24791
710,2021-03-31,50110600,1817.2016999999898,24765
711,2021-04-30,50110600,829.0337999999882,24716
712,2021-05-31,50110600,185.99420000000157,24639
713,2021-06-30,50110600,324.87980000000243,24630
714,2018-01-31,50110610,9167.726399999972,24080
715,2018-02-28,50110610,10574.701599999922,24313
716,2018-03-31,50110610,11136.649299999883,24355
717,2018-04-30,50110610,13082.734500000088,24392
718,2018-05-31,50110610,17218.096000000274,24455
719,2018-06-30,50110610,20224.021799999864,24546
720,2018-07-31,50110610,18864.215999999942,24706
721,2018-08-31,50110610,13681.614400000082,24808
722,2018-09-30,50110610,14393.412700000032,24870
723,2018-10-31,50110610,18256.957799999927,25030
724,2018-11-30,50110610,19141.426400000197,25157
725,2018-12-31,50110610,14553.324999999957,25153
726,2019-01-31,50110610,17024.806400000016,25282
727,2019-02-28,50110610,18016.32740000004,25295
728,2019-03-31,50110610,26202.80929999994,25362
729,2019-04-30,50110610,39623.86360000005,25415
730,2019-05-31,50110610,56826.31160000148,25459
731,2019-06-30,50110610,43280.14159999985,25580
732,2019-07-31,50110610,43762.17099999977,25646
733,2019-08-31,50110610,41346.015100000266,25703
734,2019-09-30,50110610,27700.27970000026,25720
735,2019-10-31,50110610,25256.65000000012,25801
736,2019-11-30,50110610,30974.29449999994,25873
737,2019-12-31,50110610,27812.22090000046,25965
738,2020-01-31,50110610,18344.633099999675,25972
739,2020-02-29,50110610,5536.027899999983,25989
740,2020-03-31,50110610,3574.415799999935,26013
741,2020-04-30,50110610,3622.9871999999864,25980
742,2020-05-31,50110610,216.33419999999836,25993
743,2020-06-30,50110610,478.14099999999286,25976
744,2020-07-31,50110610,1261.8835000000133,25992
745,2020-08-31,50110610,937.1330999999972,26039
746,2020-09-30,50110610,801.8659999999956,26022
747,2020-10-31,50110610,853.1418000000069,26020
748,2020-11-30,50110610,412.64000000000095,26002
749,2020-12-31,50110610,1260.681499999995,26079
750,2021-01-31,50110610,242.16820000000058,26079
751,2021-02-28,50110610,68.49299999999988,26084
752,2021-03-31,50110610,244.4038000000011,25994
753,2021-04-30,50110610,559.8949999999938,25993
754,2021-05-31,50110610,387.02890000000133,26028
755,2021-06-30,50110610,283.5824000000011,26021
756,2018-01-31,50110620,15134.504200000069,4003
757,2018-02-28,50110620,18190.421300000027,4037
758,2018-03-31,50110620,29082.836999999956,4052
759,2018-04-30,50110620,39378.26709999974,4057
760,2018-05-31,50110620,55713.01089999963,4056
761,2018-06-30,50110620,42904.15710000025,4054
762,2018-07-31,50110620,60035.40289999929,4086
763,2018-08-31,50110620,80972.44110000039,4101
764,2018-09-30,50110620,69952.8884999996,4127
765,2018-10-31,50110620,73343.81520000078,4146
766,2018-11-30,50110620,75792.24440000068,4365
767,2018-12-31,50110620,60154.21980000082,4936
768,2019-01-31,50110620,51945.28169999964,5093
769,2019-02-28,50110620,47214.949100000464,5191
770,2019-03-31,50110620,70946.02159999998,5257
771,2019-04-30,50110620,63234.69869999936,5283
772,2019-05-31,50110620,50610.771400000565,5306
773,2019-06-30,50110620,60317.60169999903,5322
774,2019-07-31,50110620,66609.99060000044,5303
775,2019-08-31,50110620,92720.19320000098,5306
776,2019-09-30,50110620,91592.444400001,5328
777,2019-10-31,50110620,57765.0264000003,5325
778,2019-11-30,50110620,47746.704300000194,5347
779,2019-12-31,50110620,44989.037900000476,5363
780,2020-01-31,50110620,30543.01900000009,5366
781,2020-02-29,50110620,16835.841899999945,5361
782,2020-03-31,50110620,13951.033799999828,5353
783,2020-04-30,50110620,11398.762699999883,5364
784,2020-05-31,50110620,1364.9765999999886,5337
785,2020-06-30,50110620,1799.4518999999962,5354
786,2020-07-31,50110620,2826.9035000000194,5364
787,2020-08-31,50110620,3859.3250000000053,5361
788,2020-09-30,50110620,6400.507900000028,5328
789,2020-10-31,50110620,5647.868100000026,5330
790,2020-11-30,50110620,4712.119599999978,5320
791,2020-12-31,50110620,5352.692599999958,5372
792,2021-01-31,50110620,2186.1283999999996,5372
793,2021-02-28,50110620,2009.8022000000221,5389
794,2021-03-31,50110620,3411.7536999999597,5362
795,2021-04-30,50110620,3564.8941999999606,5353
796,2021-05-31,50110620,2788.9420999999475,5337
797,2021-06-30,50110620,3436.308000000065,5327
798,2018-01-31,50110630,29959.18520000052,31467
799,2018-02-28,50110630,30298.922600000016,31973
800,2018-03-31,50110630,59371.670000000726,32551
801,2018-04-30,50110630,41206.741399999584,32881
802,2018-05-31,50110630,41761.07769999989,33097
803,2018-06-30,50110630,58670.10030000003,33341
804,2018-07-31,50110630,60226.6712999988,33649
805,2018-08-31,50110630,75553.21439999969,33811
806,2018-09-30,50110630,76632.08329999993,34103
807,2018-10-31,50110630,63811.824500000104,34211
808,2018-11-30,50110630,75325.73270000123,34325
809,2018-12-31,50110630,60870.26200000093,34321
810,2019-01-31,50110630,48145.42189999947,34554
811,2019-02-28,50110630,68537.83740000031,34667
812,2019-03-31,50110630,87191.80220000038,34872
813,2019-04-30,50110630,70803.39699999917,34963
814,2019-05-31,50110630,59199.07230000097,35059
815,2019-06-30,50110630,65849.75779999915,35133
816,2019-07-31,50110630,62712.580699999766,35276
817,2019-08-31,50110630,84223.95150000075,35427
818,2019-09-30,50110630,66090.94710000072,35637
819,2019-10-31,50110630,74397.66519999946,35854
820,2019-11-30,50110630,58594.93680000013,35997
821,2019-12-31,50110630,56784.20310000145,36024
822,2020-01-31,50110630,46608.73510000014,36097
823,2020-02-29,50110630,21031.771100000187,36141
824,2020-03-31,50110630,11423.88989999985,36167
825,2020-04-30,50110630,6895.870000000002,36227
826,2020-05-31,50110630,957.9901999999897,36350
827,2020-06-30,50110630,819.4759000000112,36521
828,2020-07-31,50110630,1644.5603000000044,36554
829,2020-08-31,50110630,7024.559199999971,36954
830,2020-09-30,50110630,4350.124299999997,37708
831,2020-10-31,50110630,3086.713299999981,37869
832,2020-11-30,50110630,3285.3116000000045,38007
833,2020-12-31,50110630,2406.811199999993,38137
834,2021-01-31,50110630,505.7502999999928,38461
835,2021-02-28,50110630,1816.4797999999855,38849
836,2021-03-31,50110630,2679.6958999999392,39101
837,2021-04-30,50110630,1949.0788999999904,39213
838,2021-05-31,50110630,1462.8638999999926,39285
839,2021-06-30,50110630,4168.940299999966,39396
840,2018-01-31,50110640,23681.90010000025,13829
841,2018-02-28,50110640,18324.05289999994,13921
842,2018-03-31,50110640,39148.30000000004,14026
843,2018-04-30,50110640,41981.532599999424,14123
844,2018-05-31,50110640,41632.494999999806,14192
845,2018-06-30,50110640,41869.9789999995,14423
846,2018-07-31,50110640,71522.08929999979,14504
847,2018-08-31,50110640,69810.20550000021,14587
848,2018-09-30,50110640,44499.76609999978,14648
849,2018-10-31,50110640,63509.98370000015,14749
850,2018-11-30,50110640,57716.14650000016,14821
851,2018-12-31,50110640,53103.89830000069,14906
852,2019-01-31,50110640,48274.52629999963,15020
853,2019-02-28,50110640,56365.86660000052,15064
854,2019-03-31,50110640,63063.40219999944,15139
855,2019-04-30,50110640,81296.52529999985,15282
856,2019-05-31,50110640,100033.39640000058,15385
857,2019-06-30,50110640,75534.28679999997,15436
858,2019-07-31,50110640,84461.42720000002,15439
859,2019-08-31,50110640,117804.80649999989,15487
860,2019-09-30,50110640,81695.39859999978,15515
861,2019-10-31,50110640,91076.08199999969,15535
862,2019-11-30,50110640,76561.63800000057,15550
863,2019-12-31,50110640,83019.50330000019,15588
864,2020-01-31,50110640,84703.65340000129,15654
865,2020-02-29,50110640,37383.57830000022,15683
866,2020-03-31,50110640,6261.841199999998,15769
867,2020-04-30,50110640,1931.4313000000127,15859
868,2020-05-31,50110640,645.3640999999988,15953
869,2020-06-30,50110640,2637.876800000035,15987
870,2020-07-31,50110640,1708.8841000000143,15996
871,2020-08-31,50110640,1874.1633000000097,16038
872,2020-09-30,50110640,1267.4669999999971,15992
873,2020-10-31,50110640,1412.495799999994,15988
874,2020-11-30,50110640,2527.905699999998,15962
875,2020-12-31,50110640,2152.5696000000025,15966
876,2021-01-31,50110640,245.57489999999726,15941
877,2021-02-28,50110640,111.92089999999995,15979
878,2021-03-31,50110640,478.31600000000196,15986
879,2021-04-30,50110640,903.3037999999951,16007
880,2021-05-31,50110640,671.2004999999866,16020
881,2021-06-30,50110640,609.4127000000007,15964
882,2018-01-31,50110650,829435.4618999887,43238
883,2018-02-28,50110650,822859.3176999965,43132
884,2018-03-31,50110650,1229356.8001999888,43104
885,2018-04-30,50110650,1173260.8453000018,43115
886,2018-05-31,50110650,1128432.5712999948,43163
887,2018-06-30,50110650,1214603.3462000103,43114
888,2018-07-31,50110650,1458260.7278000084,43183
889,2018-08-31,50110650,1852132.4909999934,43241
890,2018-09-30,50110650,1459932.8087999912,43219
891,2018-10-31,50110650,2017345.5662999952,43199
892,2018-11-30,50110650,1705942.2756000124,43220
893,2018-12-31,50110650,1721029.03519999,43217
894,2019-01-31,50110650,1698053.1232999929,43317
895,2019-02-28,50110650,1955998.1510999827,43295
896,2019-03-31,50110650,1820686.6835999964,43432
897,2019-04-30,50110650,1708541.2589000007,43437
898,2019-05-31,50110650,1880428.0507000121,43480
899,2019-06-30,50110650,1612020.0433000168,43482
900,2019-07-31,50110650,1862081.2907000221,43626
901,2019-08-31,50110650,2146021.2803999735,43685
902,2019-09-30,50110650,1919405.197200013,43693
903,2019-10-31,50110650,2056098.8803999894,43662
904,2019-11-30,50110650,1839666.5634999797,43682
905,2019-12-31,50110650,1936332.3105999897,43708
906,2020-01-31,50110650,1854597.8215000045,43711
907,2020-02-29,50110650,275416.9151000048,43735
908,2020-03-31,50110650,60334.905600000624,43648
909,2020-04-30,50110650,28472.840500000348,43651
910,2020-05-31,50110650,2155.201999999998,43657
911,2020-06-30,50110650,3353.72409999995,43772
912,2020-07-31,50110650,5839.179300000033,43860
913,2020-08-31,50110650,5011.652499999934,43756
914,2020-09-30,50110650,4933.451600000003,43800
915,2020-10-31,50110650,5598.834000000006,43858
916,2020-11-30,50110650,5193.671499999893,43846
917,2020-12-31,50110650,5575.801700000034,43916
918,2021-01-31,50110650,1955.3208000000136,43899
919,2021-02-28,50110650,1008.9297999999942,43908
920,2021-03-31,50110650,4922.372200000055,43901
921,2021-04-30,50110650,5900.511400000077,43883
922,2021-05-31,50110650,4841.826699999975,43864
923,2021-06-30,50110650,5263.160700000047,43785
924,2018-01-31,50110660,199557.9399999979,54958
925,2018-02-28,50110660,241704.10169999997,55033
926,2018-03-31,50110660,318642.44500000484,55000
927,2018-04-30,50110660,275911.47479999834,55138
928,2018-05-31,50110660,278876.70730000146,55445
929,2018-06-30,50110660,289286.4255000005,55580
930,2018-07-31,50110660,313681.3607000027,55618
931,2018-08-31,50110660,484110.44099999435,55695
932,2018-09-30,50110660,350172.6166999961,55759
933,2018-10-31,50110660,518686.68749999895,56008
934,2018-11-30,50110660,385166.84659999586,56099
935,2018-12-31,50110660,414260.0906000022,56223
936,2019-01-31,50110660,449902.0946999985,56213
937,2019-02-28,50110660,571739.2697999886,56106
938,2019-03-31,50110660,500013.9146000088,56105
939,2019-04-30,50110660,491115.9029999987,56276
940,2019-05-31,50110660,574207.8548000022,56319
941,2019-06-30,50110660,491718.80220000545,56310
942,2019-07-31,50110660,556160.982100013,56268
943,2019-08-31,50110660,718787.4653000054,56333
944,2019-09-30,50110660,614572.4184999925,56416
945,2019-10-31,50110660,682897.8579999922,56527
946,2019-11-30,50110660,617075.2741999893,56632
947,2019-12-31,50110660,685454.7350999903,56611
948,2020-01-31,50110660,657902.6525999898,56548
949,2020-02-29,50110660,115799.81809999942,56636
950,2020-03-31,50110660,23980.351500000183,56546
951,2020-04-30,50110660,16389.712699999796,56585
952,2020-05-31,50110660,1471.6965000000084,56615
953,2020-06-30,50110660,1831.3208999999802,56635
954,2020-07-31,50110660,3037.099800000056,56680
955,2020-08-31,50110660,4201.391000000011,56746
956,2020-09-30,50110660,4424.71250000001,56684
957,2020-10-31,50110660,5059.806100000004,56900
958,2020-11-30,50110660,4665.042499999968,57033
959,2020-12-31,50110660,3590.0627999999438,57190
960,2021-01-31,50110660,1206.8708000000017,57183
961,2021-02-28,50110660,1486.2332000000104,57203
962,2021-03-31,50110660,2979.887200000009,57155
963,2021-04-30,50110660,3319.9753999999803,57312
964,2021-05-31,50110660,2974.2631999999694,57395
965,2021-06-30,50110660,3330.2381999999643,57473
966,2018-01-31,50110670,32162.661700000317,21105
967,2018-02-28,50110670,12428.520499999915,21142
968,2018-03-31,50110670,25193.124500000155,21264
969,2018-04-30,50110670,39080.828899999586,21318
970,2018-05-31,50110670,47180.41370000017,21355
971,2018-06-30,50110670,57676.8945999995,21436
972,2018-07-31,50110670,24790.761099999952,21523
973,2018-08-31,50110670,30897.383600000056,21655
974,2018-09-30,50110670,37830.08469999969,21703
975,2018-10-31,50110670,65113.420200000684,21729
976,2018-11-30,50110670,63973.65609999992,21729
977,2018-12-31,50110670,63442.17330000181,21741
978,2019-01-31,50110670,57603.283099999666,21742
979,2019-02-28,50110670,71177.87540000064,21755
980,2019-03-31,50110670,51326.57149999956,21778
981,2019-04-30,50110670,52092.50949999948,21794
982,2019-05-31,50110670,54335.14150000032,21826
983,2019-06-30,50110670,42461.35739999952,21863
984,2019-07-31,50110670,66105.35220000052,21923
985,2019-08-31,50110670,63208.158299999785,21959
986,2019-09-30,50110670,55057.22219999997,21955
987,2019-10-31,50110670,52471.82990000036,21995
988,2019-11-30,50110670,46966.26370000017,22020
989,2019-12-31,50110670,53922.89210000027,22108
990,2020-01-31,50110670,60637.2991999995,22058
991,2020-02-29,50110670,26081.972599999965,22066
992,2020-03-31,50110670,2755.4732999999765,22076
993,2020-04-30,50110670,2351.8788999999956,22110
994,2020-05-31,50110670,345.59309999999994,22167
995,2020-06-30,50110670,231.50619999999975,22164
996,2020-07-31,50110670,984.2434999999912,22233
997,2020-08-31,50110670,1036.5701999999856,22224
998,2020-09-30,50110670,1416.871599999992,22243
999,2020-10-31,50110670,482.89799999999684,22255
1000,2020-11-30,50110670,364.60350000000216,22313
1001,2020-12-31,50110670,745.8687999999904,22353
1002,2021-01-31,50110670,35.41170000000017,22383
1003,2021-02-28,50110670,291.59059999999727,22345
1004,2021-03-31,50110670,841.8561999999968,22290
1005,2021-04-30,50110670,314.27469999999795,22253
1006,2021-05-31,50110670,126.48009999999984,22307
1007,2021-06-30,50110670,264.8095000000004,22360
1008,2018-01-31,50110680,40426.20660000052,4305
1009,2018-02-28,50110680,35059.34970000006,4316
1010,2018-03-31,50110680,61700.7245999998,4402
1011,2018-04-30,50110680,50025.0709999993,4430
1012,2018-05-31,50110680,56628.477899999925,4459
1013,2018-06-30,50110680,36420.16919999954,4501
1014,2018-07-31,50110680,33263.68799999994,4539
1015,2018-08-31,50110680,41517.804900000105,4590
1016,2018-09-30,50110680,43397.73329999991,4638
1017,2018-10-31,50110680,43393.11420000026,4620
1018,2018-11-30,50110680,57838.942900000315,4629
1019,2018-12-31,50110680,63002.618700001294,4654
1020,2019-01-31,50110680,65376.25540000004,4683
1021,2019-02-28,50110680,81551.3826000015,4679
1022,2019-03-31,50110680,61055.62619999988,4698
1023,2019-04-30,50110680,57802.88719999948,4715
1024,2019-05-31,50110680,67044.57670000053,4737
1025,2019-06-30,50110680,65630.77699999952,4724
1026,2019-07-31,50110680,75762.80029999983,4737
1027,2019-08-31,50110680,86026.00389999915,4751
1028,2019-09-30,50110680,58798.253000000135,4720
1029,2019-10-31,50110680,64230.22150000018,4749
1030,2019-11-30,50110680,64290.35000000018,4731
1031,2019-12-31,50110680,71511.46500000046,4764
1032,2020-01-31,50110680,65220.675900000475,4770
1033,2020-02-29,50110680,17812.52999999993,4746
1034,2020-03-31,50110680,3202.3984999999884,4752
1035,2020-04-30,50110680,706.2325000000042,4767
1036,2020-05-31,50110680,167.10389999999728,4767
1037,2020-06-30,50110680,192.64219999999833,4789
1038,2020-07-31,50110680,429.16769999999485,4780
1039,2020-08-31,50110680,287.10619999999835,4765
1040,2020-09-30,50110680,227.11529999999777,4776
1041,2020-10-31,50110680,351.7408999999984,4780
1042,2020-11-30,50110680,316.77149999999466,4758
1043,2020-12-31,50110680,239.0646000000004,4746
1044,2021-01-31,50110680,96.2807,4740
1045,2021-02-28,50110680,139.73849999999925,4723
1046,2021-03-31,50110680,88.2539,4730
1047,2021-04-30,50110680,343.3449000000008,4732
1048,2021-05-31,50110680,133.7641000000003,4692
1049,2021-06-30,50110680,123.77410000000008,4675
1050,2018-01-31,50110690,103325.56859999977,3124
1051,2018-02-28,50110690,94725.42270000023,3134
1052,2018-03-31,50110690,118383.54620000128,3150
1053,2018-04-30,50110690,143119.20779999928,3133
1054,2018-05-31,50110690,160577.52120000144,3131
1055,2018-06-30,50110690,163720.17300000048,3150
1056,2018-07-31,50110690,218824.98600000166,3201
1057,2018-08-31,50110690,293229.61059999967,3210
1058,2018-09-30,50110690,246910.7216000022,3213
1059,2018-10-31,50110690,380033.55989999505,3253
1060,2018-11-30,50110690,354609.83250000066,3265
1061,2018-12-31,50110690,350728.41469999973,3257
1062,2019-01-31,50110690,364390.4902999998,3231
1063,2019-02-28,50110690,470769.9123999985,3240
1064,2019-03-31,50110690,405639.96459999774,3273
1065,2019-04-30,50110690,442873.48309999774,3279
1066,2019-05-31,50110690,489079.3428000009,3279
1067,2019-06-30,50110690,422785.95090000296,3298
1068,2019-07-31,50110690,475954.81540000485,3277
1069,2019-08-31,50110690,524794.355400004,3303
1070,2019-09-30,50110690,386215.0439000025,3296
1071,2019-10-31,50110690,410635.72809999797,3315
1072,2019-11-30,50110690,390059.27939999907,3307
1073,2019-12-31,50110690,406861.5581000009,3314
1074,2020-01-31,50110690,375997.9116999996,3330
1075,2020-02-29,50110690,52420.65210000058,3351
1076,2020-03-31,50110690,5387.049399999933,3327
1077,2020-04-30,50110690,2220.6320000000023,3336
1078,2020-05-31,50110690,127.82779999999923,3333
1079,2020-06-30,50110690,291.2793999999984,3352
1080,2020-07-31,50110690,757.2043999999939,3364
1081,2020-08-31,50110690,418.3602999999959,3350
1082,2020-09-30,50110690,305.06789999999745,3355
1083,2020-10-31,50110690,514.0392999999941,3355
1084,2020-11-30,50110690,865.4973000000033,3365
1085,2020-12-31,50110690,900.1336999999955,3367
1086,2021-01-31,50110690,74.90010000000008,3370
1087,2021-02-28,50110690,150.5692999999994,3362
1088,2021-03-31,50110690,490.59460000000684,3367
1089,2021-04-30,50110690,340.7604000000012,3381
1090,2021-05-31,50110690,83.54699999999995,3385
1091,2021-06-30,50110690,58.37160000000014,3403
1092,2018-01-31,50130250,41087.25770000101,22603
1093,2018-02-28,50130250,30702.342700000136,22630
1094,2018-03-31,50130250,77385.70570000076,22670
1095,2018-04-30,50130250,90099.65979999934,22720
1096,2018-05-31,50130250,69000.56410000005,22816
1097,2018-06-30,50130250,61410.48209999934,22772
1098,2018-07-31,50130250,29305.126599999898,22794
1099,2018-08-31,50130250,61669.174699999414,23187
1100,2018-09-30,50130250,36343.84610000027,23157
1101,2018-10-31,50130250,46791.43480000005,23131
1102,2018-11-30,50130250,59734.08080000062,23119
1103,2018-12-31,50130250,69836.15820000188,23094
1104,2019-01-31,50130250,50163.78289999999,23083
1105,2019-02-28,50130250,55913.64600000054,23084
1106,2019-03-31,50130250,74495.0986000003,23115
1107,2019-04-30,50130250,69379.46409999888,23155
1108,2019-05-31,50130250,82275.87280000135,23136
1109,2019-06-30,50130250,41371.65869999952,22964
1110,2019-07-31,50130250,43389.78109999949,22944
1111,2019-08-31,50130250,57993.44690000081,23221
1112,2019-09-30,50130250,46199.30620000068,23162
1113,2019-10-31,50130250,48992.597100000414,23132
1114,2019-11-30,50130250,38607.63500000045,23151
1115,2019-12-31,50130250,39740.99980000009,23105
1116,2020-01-31,50130250,46314.7951000003,23138
1117,2020-02-29,50130250,18775.85649999998,23112
1118,2020-03-31,50130250,12464.81269999984,23106
1119,2020-04-30,50130250,8853.288099999876,23078
1120,2020-05-31,50130250,1070.8794999999993,23053
1121,2020-06-30,50130250,823.1514000000107,22970
1122,2020-07-31,50130250,2155.032299999998,22959
1123,2020-08-31,50130250,3529.973200000017,23162
1124,2020-09-30,50130250,1825.435699999987,23263
1125,2020-10-31,50130250,709.3900999999938,23336
1126,2020-11-30,50130250,2558.335699999962,23428
1127,2020-12-31,50130250,2256.163199999981,23451
1128,2021-01-31,50130250,238.16389999999905,23503
1129,2021-02-28,50130250,230.41739999999925,23643
1130,2021-03-31,50130250,1293.4048999999836,23570
1131,2021-04-30,50130250,2144.6517000000104,23541
1132,2021-05-31,50130250,583.4409999999962,23597
1133,2021-06-30,50130250,1268.9939999999935,23530
1134,2018-01-31,50130253,255565.15989999857,19740
1135,2018-02-28,50130253,160098.5424999995,19777
1136,2018-03-31,50130253,167708.2054000022,19806
1137,2018-04-30,50130253,194940.54459999525,19836
1138,2018-05-31,50130253,222367.74300000028,19890
1139,2018-06-30,50130253,409692.21949999663,19930
1140,2018-07-31,50130253,293531.7650000009,19890
1141,2018-08-31,50130253,263867.1323000034,19877
1142,2018-09-30,50130253,452093.2837999959,19874
1143,2018-10-31,50130253,245423.27479999914,19831
1144,2018-11-30,50130253,187729.11449999863,19822
1145,2018-12-31,50130253,135609.04860000225,19778
1146,2019-01-31,50130253,145043.72419999805,19793
1147,2019-02-28,50130253,113166.03130000104,19782
1148,2019-03-31,50130253,112023.58470000092,19797
1149,2019-04-30,50130253,140697.21060000075,19856
1150,2019-05-31,50130253,131525.0270999997,19896
1151,2019-06-30,50130253,191646.4278999964,19915
