base_date,emd_cd,korean,long_term_frgn,short_term_frgn,resident,card_cnt,card_amt,waste_cnt,detached,apt,town,multiplex,commercial_building,distancing,waste_amt
425,2018-10-31,50110580,10524326.745000038,197316.93280000106,1240575.5288999977,15774.0,308.23384619999996,10364154.26,35463.0,59279,56760,17641,27893,3647,0.0,65808900.0
426,2018-11-30,50110580,9877913.798000004,172126.22919999924,1001192.1969999932,15697.0,309.4827586,10223137.37,32192.0,59279,56760,17641,27893,3647,0.0,64771150.0
427,2018-12-31,50110580,9555050.554300033,185979.56820000013,971386.4447999892,15673.0,321.9133127,10904293.54,31274.0,59279,56760,17641,27893,3647,0.0,70913350.0
428,2019-01-31,50110580,10578733.194700023,227946.29940000077,1036293.7758000024,15620.0,308.752322,10146719.13,30372.0,60578,58244,18880,28829,3900,0.0,68830800.0
429,2019-02-28,50110580,10179195.331899934,238171.58339999872,1007191.4652999964,15606.0,309.56055360000005,10541777.62,29522.0,60578,58244,18880,28829,3900,0.0,66050350.0
430,2019-03-31,50110580,10298890.5195,225982.9950000009,956900.9652000095,15565.0,311.212963,10049489.8,29796.0,60578,58244,18880,28829,3900,0.0,65200500.0
431,2019-04-30,50110580,10950053.453399992,252722.77750000078,1048393.0788999916,15543.0,321.37942119999997,10191613.6,29760.0,60578,58244,18880,28829,3900,0.0,63115600.0
432,2019-05-31,50110580,12502005.121600047,309635.3634000005,1190762.573099999,15543.0,322.9691358,10584840.81,34096.0,60578,58244,18880,28829,3900,0.0,67551750.0
433,2019-06-30,50110580,11853326.72049996,353738.68620000134,1113339.5123000054,15523.0,343.80065360000015,10647073.22,36485.0,60578,58244,18880,28829,3900,0.0,69787550.0
434,2019-07-31,50110580,12097516.712099954,324762.1968999992,1098405.6191000112,15513.0,333.64174449999996,10482621.58,41712.0,60578,58244,18880,28829,3900,0.0,80724950.0
435,2019-08-31,50110580,12358219.908800052,334003.3370999995,1224635.177199989,15497.0,350.4797508,10841786.11,41736.0,60578,58244,18880,28829,3900,0.0,78100000.0
436,2019-09-30,50110580,10430180.22450002,265488.37739999953,1086063.6050999938,15454.0,323.38338660000005,10846364.99,37849.0,60578,58244,18880,28829,3900,0.0,69717350.0
437,2019-10-31,50110580,12176983.181299984,271831.1753999992,1222612.8912999916,15387.0,332.0861538000001,10083529.13,34583.0,60578,58244,18880,28829,3900,0.0,63211900.0
438,2019-11-30,50110580,11343389.083100004,261006.70009999964,991910.5453999852,15343.0,324.327044,9625007.711000001,31786.0,60578,58244,18880,28829,3900,0.0,63714550.0
439,2019-12-31,50110580,11533325.00649997,254847.9349999989,1094589.7571999913,15328.0,321.8328267,10239170.26,29930.0,60578,58244,18880,28829,3900,0.0,65067300.0
440,2020-01-31,50110580,12197920.382700032,262932.76800000924,996965.8199999807,15309.0,322.04375,10451887.39,30237.0,2417,1161,272,716,109,0.0,67781500.0
441,2020-02-29,50110580,7220890.8371999925,129832.89390000133,162267.99520000315,15304.0,305.86577180000006,9012390.466,28910.0,2417,1161,272,716,109,0.0,61018600.0
442,2020-03-31,50110580,6631921.832900011,109429.47260000296,14374.56439999975,15289.0,322.93548389999995,9210214.402999999,31151.0,2417,1161,272,716,109,0.0,61010900.0
443,2020-04-30,50110580,6458795.684499998,120123.7726000005,3465.6615999999767,15258.0,339.70529799999997,9566284.992999999,29818.0,2417,1161,272,716,109,0.0,57175200.0
444,2020-05-31,50110580,8320114.687900005,159612.9494000008,427.318300000002,15228.0,359.1028037,11035086.82,34583.0,2417,1161,272,716,109,0.0,62409650.0
445,2020-06-30,50110580,9299852.507600067,203821.24170000013,579.3963999999993,15204.0,342.2163934,9608602.911,32160.0,2417,1161,272,716,109,0.1,58453350.0
446,2020-07-31,50110580,10548324.1068,285229.48700000014,1366.3442000000073,15188.0,339.8213166000001,9925741.361,40900.0,2417,1161,272,716,109,1.0,71460000.0
447,2020-08-31,50110580,11488732.59490006,259260.29800000013,2246.2032000000136,15148.0,377.247619,11098234.87,40998.0,2417,1161,272,716,109,1.3225806451612905,73913800.0
448,2020-09-30,50110580,8435364.0279,161896.69080000086,1402.1680999999842,15075.0,377.21666669999996,11890379.72,36391.0,2417,1161,272,716,109,2.0,59800000.0
449,2020-10-31,50110580,10118573.115600036,185327.66050000343,1591.773799999996,15035.0,351.9616613,10190712.14,36094.0,2417,1161,272,716,109,2.0,62033400.0
450,2020-11-30,50110580,9500663.124000076,128251.58680000015,771.5977999999994,15010.0,344.2427184,10367119.15,31301.0,2417,1161,272,716,109,1.2,57733300.0
451,2020-12-31,50110580,6917063.092400015,106195.5762000018,1141.880099999999,15014.0,344.36601310000015,9895650.699,30475.0,2417,1161,272,716,109,1.6774193548387095,61444900.0
452,2021-01-31,50110580,6078860.47560001,88173.55510000137,301.1368999999972,14957.0,330.2350993,9640153.546,28266.0,2417,1161,272,716,109,2.0,57256400.0
453,2021-02-28,50110580,7344329.169399949,112268.43620000096,382.7560999999961,14911.0,334.0507246,10154016.8,24419.0,2417,1161,272,716,109,1.75,49429650.0
454,2021-03-31,50110580,8446769.756899994,113846.70509999961,786.6354999999995,14830.0,323.5063291,9802252.763,28065.0,2417,1161,272,716,109,1.5,56587400.0
455,2021-04-30,50110580,9133480.99949994,124859.84669999982,699.2233999999878,14831.0,334.6970684,10277176.89,28990.0,2417,1161,272,716,109,1.5,58446350.0
456,2021-05-31,50110580,9304016.653600022,142354.30509999985,431.5063000000025,14796.0,348.952381,10584758.72,33544.0,2417,1161,272,716,109,1.5322580645161292,61815700.0
457,2021-06-30,50110580,9219675.7454,162056.0080000007,1013.0971000000003,14772.0,336.8741722000001,10019904.53,35913.0,2417,1161,272,716,109,2.0,62862000.0
458,2018-01-31,50110590,5642832.340899987,132210.75960000028,78223.07960000046,10028.0,183.12063490000003,6427583.086,18416.0,59279,56760,17641,27893,3647,0.0,45646550.0
459,2018-02-28,50110590,5025689.67800001,110256.50179999995,83742.48949999991,10038.0,176.3992933,7093306.714,17491.0,59279,56760,17641,27893,3647,0.0,42953550.0
460,2018-03-31,50110590,5504110.00199999,126286.01430000033,112258.85439999936,10005.0,193.9679487,6535422.404,19396.0,59279,56760,17641,27893,3647,0.0,46422450.0
461,2018-04-30,50110590,5584408.383100018,161128.00460000054,151971.77359999705,10017.0,200.8,7058735.86,19179.0,59279,56760,17641,27893,3647,0.0,42438700.0
462,2018-05-31,50110590,5794607.354199967,135308.2614000001,148825.12159999833,10038.0,208.1265432,7137440.102000001,21277.0,59279,56760,17641,27893,3647,0.0,44893300.0
463,2018-06-30,50110590,5584661.92610004,156514.08609999975,189059.59619999825,10031.0,209.4222222,7122696.619,23311.0,59279,56760,17641,27893,3647,0.0,48187900.0
464,2018-07-31,50110590,5370580.073399998,177480.19470000017,139404.6412000024,10033.0,215.71165640000004,7097270.377,28626.0,59279,56760,17641,27893,3647,0.0,57478250.0
465,2018-08-31,50110590,5236079.735800033,168527.49270000012,192700.78859999962,10020.0,216.635514,7368595.692000003,26842.0,59279,56760,17641,27893,3647,0.0,52553750.0
466,2018-09-30,50110590,5342667.149299983,210319.3944999998,218343.7696000001,9992.0,203.089172,7489929.828,25510.0,59279,56760,17641,27893,3647,0.0,49888000.0
467,2018-10-31,50110590,5230557.221499982,150495.30810000017,263845.4196000019,9953.0,203.65930600000002,7048994.647000001,23042.0,59279,56760,17641,27893,3647,0.0,45417700.0
468,2018-11-30,50110590,4985038.328599993,160436.00029999905,188237.1283999977,9906.0,202.4222222,6943001.686000003,20791.0,59279,56760,17641,27893,3647,0.0,42954200.0
469,2018-12-31,50110590,4975335.348400006,164054.77130000017,177013.88940000185,9857.0,206.93125,7249405.909,20161.0,59279,56760,17641,27893,3647,0.0,47652200.0
470,2019-01-31,50110590,5149016.106400015,175572.33269999994,146051.71960000036,9760.0,200.26397519999998,7320316.45,19741.0,60578,58244,18880,28829,3900,0.0,46571200.0
471,2019-02-28,50110590,4620102.266400007,163244.5104000005,182875.7851000004,9713.0,202.40972219999998,6937069.524,18910.0,60578,58244,18880,28829,3900,0.0,46934900.0
472,2019-03-31,50110590,5129891.193599958,214085.21910000005,171055.89730000062,9711.0,205.88328080000002,6592651.886,18966.0,60578,58244,18880,28829,3900,0.0,43272850.0
473,2019-04-30,50110590,4914293.044700024,161316.62000000026,223433.48850000245,9717.0,209.66019419999998,7066497.887,18991.0,60578,58244,18880,28829,3900,0.0,41103100.0
474,2019-05-31,50110590,5267786.42460002,186379.03550000105,229049.59469999518,9673.0,215.8670886,7191481.472,21797.0,60578,58244,18880,28829,3900,0.0,45366000.0
475,2019-06-30,50110590,5107077.918999992,177703.1091000002,225132.5986999998,9676.0,209.1423948,6627613.7179999985,23387.0,60578,58244,18880,28829,3900,0.0,47155800.0
476,2019-07-31,50110590,5501793.698199981,205842.19579999946,234677.97980000073,9668.0,216.3239875,6998203.4920000015,26082.0,60578,58244,18880,28829,3900,0.0,54400500.0
477,2019-08-31,50110590,5733600.340799985,234873.00250000056,259322.6909000009,9640.0,224.4018692,7403844.972,26561.0,60578,58244,18880,28829,3900,0.0,50759250.0
478,2019-09-30,50110590,4857266.297800024,218430.80140000003,198286.63470000407,9643.0,210.32903230000002,7254197.79,24806.0,60578,58244,18880,28829,3900,0.0,47534600.0
479,2019-10-31,50110590,5212065.53870005,204594.41590000046,226610.73720000128,9620.0,212.59375,6884212.1,22040.0,60578,58244,18880,28829,3900,0.0,40734600.0
480,2019-11-30,50110590,5285908.95969998,234758.74630000032,153858.61960000164,9587.0,218.1566667,7159711.81,20387.0,60578,58244,18880,28829,3900,0.0,40990100.0
481,2019-12-31,50110590,5470598.622699998,293002.40810000076,163726.81970000247,9571.0,209.5669782,7246135.4860000005,19300.0,60578,58244,18880,28829,3900,0.0,43076900.0
482,2020-01-31,50110590,5854405.1025000075,203853.1370000057,159082.96760000227,9496.0,204.4018987,6960052.2310000025,20359.0,1049,1145,233,665,56,0.0,45356150.0
483,2020-02-29,50110590,4404998.5952,172804.46900000414,35544.70160000053,9482.0,194.25083610000001,6462656.054,18554.0,1049,1145,233,665,56,0.0,40314100.0
484,2020-03-31,50110590,4278005.972199998,183510.17600000816,5275.327099999976,9465.0,206.2175325,6825177.857000003,19812.0,1049,1145,233,665,56,0.0,40335450.0
485,2020-04-30,50110590,4070332.698100019,150007.52650000353,5146.694299999905,9420.0,214.3120805,6898611.6170000015,18703.0,1049,1145,233,665,56,0.0,36668950.0
486,2020-05-31,50110590,4791864.738300002,169099.21639999992,714.0262999999933,9409.0,224.765625,7522743.9470000025,21611.0,1049,1145,233,665,56,0.0,40943550.0
487,2020-06-30,50110590,4983813.023100025,212064.29670000006,979.617300000014,9396.0,225.5940594,7317869.924,20591.0,1049,1145,233,665,56,0.1,40283450.0
488,2020-07-31,50110590,5431176.743900014,214155.7827,1655.8007000000214,9380.0,221.2151899,7019030.544,25261.0,1049,1145,233,665,56,1.0,46323350.0
489,2020-08-31,50110590,5596834.757999997,196570.7829000011,2260.576400000004,9356.0,240.5664557,7694895.661,25377.0,1049,1145,233,665,56,1.3225806451612905,45467600.0
490,2020-09-30,50110590,4840350.144500019,140400.68910000304,3134.0899000000372,9336.0,244.93939390000003,8306675.545,21173.0,1049,1145,233,665,56,2.0,35693200.0
491,2020-10-31,50110590,5271388.146599993,164257.3890999998,2295.890100000006,9349.0,216.7539432,7305687.035,21072.0,1049,1145,233,665,56,2.0,36567550.0
492,2020-11-30,50110590,5438664.61319999,224856.49109999905,1511.6465999999814,9337.0,226.65562909999997,7392555.404,18837.0,1049,1145,233,665,56,1.2,35796000.0
493,2020-12-31,50110590,4852127.474099978,184189.47599999988,2083.2764999999927,9325.0,212.7687296,6983300.71,18178.0,1049,1145,233,665,56,1.6774193548387095,37884150.0
494,2021-01-31,50110590,4549075.416100003,187566.42010000398,507.1044999999961,9279.0,218.6587031,7019931.164,17467.0,1049,1145,233,665,56,2.0,36737750.0
495,2021-02-28,50110590,4517249.105000022,131104.00959999984,686.2704999999967,9215.0,220.55474449999997,7425793.547,13784.0,1049,1145,233,665,56,1.75,29397850.0
496,2021-03-31,50110590,5176291.180600048,141642.7653000002,1460.9462000000046,9148.0,216.5645161,6889986.674,16998.0,1049,1145,233,665,56,1.5,34167750.0
497,2021-04-30,50110590,5297163.727399998,142047.62009999985,1175.079800000002,9148.0,217.4768212,6735244.791,17780.0,1049,1145,233,665,56,1.5,35386850.0
498,2021-05-31,50110590,5542439.60060004,165596.10299999735,1206.5513999999955,9127.0,222.7524116,7304444.859,20131.0,1049,1145,233,665,56,1.5322580645161292,38047500.0
499,2021-06-30,50110590,5577236.1013000235,167607.31309999852,1079.3994000000048,9110.0,223.4113712,7059453.512,20296.0,1049,1145,233,665,56,2.0,36493300.0
500,2018-01-31,50110600,7933222.281799988,52634.48980000012,8625.800899999962,25516.0,458.3281734,14101775.48,51690.0,59279,56760,17641,27893,3647,0.0,114334400.0
501,2018-02-28,50110600,6674262.9767999565,59151.21220000004,4024.33130000001,25429.0,449.3172414,14817474.91,47688.0,59279,56760,17641,27893,3647,0.0,105830050.0
502,2018-03-31,50110600,8163426.559400046,65994.19400000015,17238.999700000004,25466.0,468.55828219999995,14079860.85,53401.0,59279,56760,17641,27893,3647,0.0,114024100.0
503,2018-04-30,50110600,7752492.986999971,48766.739399999846,12149.814000000057,25430.0,488.6006289,14195809.35,52710.0,59279,56760,17641,27893,3647,0.0,105834250.0
504,2018-05-31,50110600,7884976.002599987,46068.352299999824,13191.296800000071,25451.0,506.06325300000003,15367829.03,58072.0,59279,56760,17641,27893,3647,0.0,107752200.0
505,2018-06-30,50110600,7498587.551599974,67194.40860000017,10294.35520000002,25465.0,517.8213166,14904497.5,62458.0,59279,56760,17641,27893,3647,0.0,114111850.0
506,2018-07-31,50110600,8179372.6381,69399.44489999983,8313.63519999999,25459.0,531.0825688,15717313.48,76276.0,59279,56760,17641,27893,3647,0.0,142231050.0
507,2018-08-31,50110600,7949378.041999994,73117.77610000088,19526.97289999999,25404.0,527.7259036,15532271.34,72639.0,59279,56760,17641,27893,3647,0.0,130959050.0
508,2018-09-30,50110600,7935168.477799998,60981.71350000001,12795.149300000017,25410.0,507.90851739999994,15986767.8,66343.0,59279,56760,17641,27893,3647,0.0,112172300.0
509,2018-10-31,50110600,8167213.272400003,76410.69560000022,24555.737800000083,25366.0,498.09230769999994,14278839.22,59991.0,59279,56760,17641,27893,3647,0.0,103716450.0
510,2018-11-30,50110600,7835971.180099996,79629.5311,25433.45210000025,25369.0,496.40694010000004,14275328.04,55212.0,59279,56760,17641,27893,3647,0.0,104840400.0
511,2018-12-31,50110600,7868521.929200001,62882.14159999986,14728.048299999831,25391.0,493.6820988,15411642.8,54869.0,59279,56760,17641,27893,3647,0.0,116152300.0
512,2019-01-31,50110600,7660774.829199991,81601.78519999987,10317.162800000102,25348.0,476.97553519999997,14227250.17,52878.0,60578,58244,18880,28829,3900,0.0,110709600.0
513,2019-02-28,50110600,6880080.70959996,77170.98120000017,10626.08420000001,25315.0,469.7373737,14274052.62,50778.0,60578,58244,18880,28829,3900,0.0,108215250.0
514,2019-03-31,50110600,8276328.846500019,82876.19970000038,22211.676599999926,25340.0,484.0029851,13916243.61,52028.0,60578,58244,18880,28829,3900,0.0,105681200.0
515,2019-04-30,50110600,8034960.729000025,95555.00939999992,30638.482900000323,25310.0,506.5825545,14243343.79,51843.0,60578,58244,18880,28829,3900,0.0,98866950.0
516,2019-05-31,50110600,8033692.70619999,106183.54519999985,22866.598700000122,25368.0,529.7883436000002,15542962.14,60377.0,60578,58244,18880,28829,3900,0.0,109625250.0
517,2019-06-30,50110600,7753975.8847,106111.24229999947,16191.632399999808,25369.0,536.625,14936909.42,66830.0,60578,58244,18880,28829,3900,0.0,116664200.0
518,2019-07-31,50110600,8211883.108999956,97820.6775,14644.10300000001,25379.0,530.0903614,14975448.57,74129.0,60578,58244,18880,28829,3900,0.0,134815950.0
519,2019-08-31,50110600,7860152.5023000175,113886.7093999997,19738.468399999852,25321.0,559.5321101,16272270.43,75355.0,60578,58244,18880,28829,3900,0.0,130354050.0
520,2019-09-30,50110600,7878357.774300024,91916.5127,13882.284099999912,25293.0,519.3829114,16233564.87,68654.0,60578,58244,18880,28829,3900,0.0,117706750.0
521,2019-10-31,50110600,7927514.350500002,103406.5094000001,17524.928499999733,25303.0,530.4638553999998,14720986.55,62491.0,60578,58244,18880,28829,3900,0.0,101150900.0
522,2019-11-30,50110600,8209251.25379999,101058.27749999976,8606.767400000004,25323.0,528.7350157999998,15510734.15,59138.0,60578,58244,18880,28829,3900,0.0,104822800.0
523,2019-12-31,50110600,9949904.03919997,118946.05089999994,11514.850799999716,25271.0,524.9235474,16177780.93,57709.0,60578,58244,18880,28829,3900,0.0,113107650.0
524,2020-01-31,50110600,9748663.966600066,123116.02790000278,13557.931499999619,25268.0,499.46749230000006,16034441.43,58976.0,1156,5510,612,1411,105,0.0,119860500.0
525,2020-02-29,50110600,8774333.51989999,108502.75040000072,5260.080699999944,25213.0,495.62790700000005,14869489.01,57567.0,1156,5510,612,1411,105,0.0,114810400.0
526,2020-03-31,50110600,7180110.024199973,106206.51530000256,4516.12029999993,25142.0,531.0191083000002,15606236.97,62259.0,1156,5510,612,1411,105,0.0,119211150.0
527,2020-04-30,50110600,6683971.976800008,84201.75880000097,1549.4342000000115,25153.0,545.6895425,16579171.8,58277.0,1156,5510,612,1411,105,0.0,105266900.0
528,2020-05-31,50110600,7078120.864400025,81375.54679999975,169.43650000000045,25101.0,580.25,17274181.33,67119.0,1156,5510,612,1411,105,0.0,117300450.0
529,2020-06-30,50110600,7619818.915700028,78683.36319999986,417.3807999999994,25064.0,560.9805825,16292211.16,64976.0,1156,5510,612,1411,105,0.1,116089950.0
530,2020-07-31,50110600,8464508.986,86948.86899999988,1522.7730000000138,25069.0,557.9345794,16134601.24,75061.0,1156,5510,612,1411,105,1.0,127929850.0
531,2020-08-31,50110600,7720841.329800044,86734.42129999999,388.0121999999923,25024.0,586.3869969,18171192.08,73520.0,1156,5510,612,1411,105,1.3225806451612905,126103400.0
532,2020-09-30,50110600,7512405.102799962,84173.93269999807,904.3702,24969.0,593.4072848,18943114.79,62448.0,1156,5510,612,1411,105,2.0,100829150.0
533,2020-10-31,50110600,8089999.522999974,88510.31479999832,896.6122999999985,24922.0,560.8081761,16693248.79,62294.0,1156,5510,612,1411,105,2.0,101544850.0
534,2020-11-30,50110600,7975432.632400004,77344.53699999975,873.5654000000012,24870.0,541.0961538,16075741.63,56011.0,1156,5510,612,1411,105,1.2,98963800.0
535,2020-12-31,50110600,7721083.337200047,83475.83379999935,374.3854000000012,24819.0,537.433121,16574529.55,57705.0,1156,5510,612,1411,105,1.6774193548387095,110165700.0
536,2021-01-31,50110600,7243567.912799981,91591.1066999998,176.2881999999975,24799.0,520.9225806,15386471.86,55138.0,1156,5510,612,1411,105,2.0,106196950.0
537,2021-02-28,50110600,6851776.136999979,78938.7294000019,131.6062000000001,24791.0,524.0071174,17279942.32,40817.0,1156,5510,612,1411,105,1.75,79066250.0
538,2021-03-31,50110600,8146379.276899957,79397.50330000023,1817.2016999999896,24765.0,521.7610063,15567218.52,53509.0,1156,5510,612,1411,105,1.5,101663700.0
539,2021-04-30,50110600,8052289.08449999,82946.79139999983,829.0337999999882,24716.0,528.3536977,16142123.95,55664.0,1156,5510,612,1411,105,1.5,99636900.0
540,2021-05-31,50110600,7663856.229900017,86477.14560000006,185.9942000000016,24639.0,546.090625,16609196.69,62978.0,1156,5510,612,1411,105,1.5322580645161292,109316800.0
541,2021-06-30,50110600,7849902.721800009,79065.11709999968,324.87980000000243,24630.0,540.0419355,16072003.81,66088.0,1156,5510,612,1411,105,2.0,110750050.0
542,2018-01-31,50110610,4197739.322400012,52929.0324000001,9167.726399999972,24080.0,398.12383900000003,12176308.59,42726.0,59279,56760,17641,27893,3647,0.0,102218000.0
543,2018-02-28,50110610,3844915.461799992,36568.06920000002,10574.701599999922,24313.0,395.9446367,13215383.6,40524.0,59279,56760,17641,27893,3647,0.0,96713450.0
544,2018-03-31,50110610,3963245.3612000006,48765.57870000004,11136.649299999883,24355.0,421.3527607,12631163.02,44644.0,59279,56760,17641,27893,3647,0.0,102398050.0
545,2018-04-30,50110610,3955367.3199000033,56104.30110000004,13082.734500000088,24392.0,446.68138799999997,13056149.88,43448.0,59279,56760,17641,27893,3647,0.0,92406800.0
546,2018-05-31,50110610,4110645.3512,51848.30629999985,17218.096000000274,24455.0,460.60303030000006,13437119.79,48141.0,59279,56760,17641,27893,3647,0.0,97071900.0
547,2018-06-30,50110610,3959788.7021000218,47259.3437,20224.021799999864,24546.0,478.47352019999994,13500183.78,52339.0,59279,56760,17641,27893,3647,0.0,104939850.0
548,2018-07-31,50110610,4524808.787599993,52554.98019999993,18864.215999999942,24706.0,479.71084339999993,13496940.2,64273.0,59279,56760,17641,27893,3647,0.0,132845050.0
549,2018-08-31,50110610,4352553.840299995,57281.152200000186,13681.614400000082,24808.0,506.19266060000007,14777166.29,61645.0,59279,56760,17641,27893,3647,0.0,121738500.0
550,2018-09-30,50110610,3825835.3141999636,42601.01960000015,14393.412700000032,24870.0,487.2971246,14921063.55,56783.0,59279,56760,17641,27893,3647,0.0,103698750.0
551,2018-10-31,50110610,3720514.482600008,43637.93040000007,18256.95779999993,25030.0,470.2787879,13400032.23,51684.0,59279,56760,17641,27893,3647,0.0,95545200.0
552,2018-11-30,50110610,3709845.9106999873,45395.04150000022,19141.4264000002,25157.0,482.4952381,13716634.37,48542.0,59279,56760,17641,27893,3647,0.0,97723950.0
553,2018-12-31,50110610,3929810.607499976,44475.780500000095,14553.324999999955,25153.0,478.0674847,14449511.71,47484.0,59279,56760,17641,27893,3647,0.0,106564050.0
554,2019-01-31,50110610,4219129.14190003,58062.24080000001,17024.806400000016,25282.0,458.5800603999999,13635360.32,46268.0,60578,58244,18880,28829,3900,0.0,102886400.0
555,2019-02-28,50110610,3709217.972499983,41265.40580000014,18016.327400000042,25295.0,456.05704699999995,13828176.26,44277.0,60578,58244,18880,28829,3900,0.0,100438200.0
556,2019-03-31,50110610,3842790.832200002,45725.54229999997,26202.809299999946,25362.0,475.9577039,14067896.66,45290.0,60578,58244,18880,28829,3900,0.0,98265650.0
557,2019-04-30,50110610,3705060.121900008,48037.52119999989,39623.86360000005,25415.0,484.925,13995822.69,44832.0,60578,58244,18880,28829,3900,0.0,91513250.0
558,2019-05-31,50110610,3931999.383099995,54534.3718,56826.31160000148,25459.0,500.64831799999996,14618781.43,51980.0,60578,58244,18880,28829,3900,0.0,101518950.0
559,2019-06-30,50110610,3649177.247399988,39525.88319999985,43280.14159999985,25580.0,521.4,14542653.76,56050.0,60578,58244,18880,28829,3900,0.0,109558700.0
560,2019-07-31,50110610,4249172.047299987,48748.44720000018,43762.17099999977,25646.0,522.0672783,14441353.13,63531.0,60578,58244,18880,28829,3900,0.0,127378250.0
561,2019-08-31,50110610,4154667.4214,54112.8722000003,41346.015100000266,25703.0,542.126506,15833774.3,63800.0,60578,58244,18880,28829,3900,0.0,118668400.0
562,2019-09-30,50110610,3602306.487900004,36227.09170000005,27700.279700000254,25720.0,497.631746,14686824.39,58756.0,60578,58244,18880,28829,3900,0.0,108093245.0
563,2019-10-31,50110610,3647830.6290999968,52358.540800000075,25256.650000000118,25801.0,531.7835366,14568139.06,53732.0,60578,58244,18880,28829,3900,0.0,92665885.0
564,2019-11-30,50110610,3287086.723799998,26873.59510000005,30974.294499999938,25873.0,518.117284,14674200.67,50101.0,60578,58244,18880,28829,3900,0.0,93866750.0
565,2019-12-31,50110610,5047524.185900019,35167.3622,27812.22090000046,25965.0,533.2090909,15505042.96,49182.0,60578,58244,18880,28829,3900,0.0,102451450.0
566,2020-01-31,50110610,4918793.41119998,37069.17570000032,18344.633099999675,25972.0,500.10179639999996,14699062.24,49621.0,1494,5778,613,918,111,0.0,108895450.0
567,2020-02-29,50110610,5124987.1569999885,48762.34629999999,5536.027899999983,25989.0,525.2214765,14904765.86,47844.0,1494,5778,613,918,111,0.0,103103700.0
568,2020-03-31,50110610,3759726.615600001,45258.07890000063,3574.415799999935,26013.0,542.6273884999998,15325352.61,53093.0,1494,5778,613,918,111,0.0,109838850.0
569,2020-04-30,50110610,3412217.735900008,39109.459699999934,3622.9871999999855,25980.0,565.6807818,15699130.46,48902.0,1494,5778,613,918,111,0.0,95539210.0
570,2020-05-31,50110610,3747153.1300000073,35597.495400000065,216.3341999999984,25993.0,603.5090909,17488085.92,55436.0,1494,5778,613,918,111,0.0,104476200.0
571,2020-06-30,50110610,3654599.8731000233,28156.875200000068,478.1409999999929,25976.0,579.0548387,16045146.75,47912.0,1494,5778,613,918,111,0.1,89653250.0
572,2020-07-31,50110610,4120127.668499997,49277.57459999999,1261.8835000000133,25992.0,566.7368421,15887642.22,60173.0,1494,5778,613,918,111,1.0,110306150.0
573,2020-08-31,50110610,4314031.8936999915,52461.10320000008,937.1330999999973,26039.0,593.5871559999998,17264381.47,60258.0,1494,5778,613,918,111,1.3225806451612905,110548100.0
574,2020-09-30,50110610,3781301.876999987,42330.26279999927,801.8659999999956,26022.0,604.1848185,18435152.71,52094.0,1494,5778,613,918,111,2.0,88975450.0
575,2020-10-31,50110610,4035862.6911000083,39573.49979999909,853.1418000000067,26020.0,568.0536278,16534422.82,49636.0,1494,5778,613,918,111,2.0,86136310.0
576,2020-11-30,50110610,3973692.2076999824,37090.54119999995,412.64000000000084,26002.0,564.0357142999999,16463253.17,43932.0,1494,5778,613,918,111,1.2,84711750.0
577,2020-12-31,50110610,3983778.4819000037,33901.87969999988,1260.681499999995,26079.0,567.2857142999999,16364225.29,46912.0,1494,5778,613,918,111,1.6774193548387095,97844950.0
578,2021-01-31,50110610,3974650.587399997,34544.38929999998,242.16820000000058,26079.0,537.0,15623461.89,45538.0,1494,5778,613,918,111,2.0,94467640.0
579,2021-02-28,50110610,3770708.7699000025,39282.9832000009,68.49299999999988,26084.0,551.4148936,16740204.67,38048.0,1494,5778,613,918,111,1.75,80428320.0
580,2021-03-31,50110610,4049552.5414000126,47319.72269999996,244.4038000000011,25994.0,548.4627329,15892926.61,42531.0,1494,5778,613,918,111,1.5,87197200.0
581,2021-04-30,50110610,3862019.451199989,38461.730299999916,559.8949999999938,25993.0,570.2269737,16481380.05,43813.0,1494,5778,613,918,111,1.5,84829840.0
582,2021-05-31,50110610,4068499.495000006,39139.23619999968,387.0289000000012,26028.0,581.4984326,17159663.95,49969.0,1494,5778,613,918,111,1.5322580645161292,93122870.0
583,2021-06-30,50110610,4012373.886700017,49175.91720000046,283.5824000000011,26021.0,570.4115756,16083889.36,52430.0,1494,5778,613,918,111,2.0,96172500.0
584,2018-01-31,50110620,3062296.408999995,109006.19699999967,15134.504200000069,4003.0,55.649606299999995,1944453.9719999998,3709.0,59279,56760,17641,27893,3647,0.0,10390450.0
585,2018-02-28,50110620,2326046.6194,77626.20629999986,18190.421300000027,4037.0,54.95217391,2079515.217,3511.0,59279,56760,17641,27893,3647,0.0,9991650.0
586,2018-03-31,50110620,3673049.809400013,84364.36189999965,29082.83699999996,4052.0,56.46792453,1889760.2980000002,3851.0,59279,56760,17641,27893,3647,0.0,10577250.0
587,2018-04-30,50110620,4380624.406300022,66239.50729999995,39378.267099999735,4057.0,64.34412955,2214240.7,3984.0,59279,56760,17641,27893,3647,0.0,10487400.0
588,2018-05-31,50110620,4352887.619899968,57599.38449999997,55713.01089999963,4056.0,64.76102941,2441870.941,4727.0,59279,56760,17641,27893,3647,0.0,11513550.0
589,2018-06-30,50110620,3747271.789600005,59147.13680000014,42904.15710000025,4054.0,65.1124031,2271891.655,5177.0,59279,56760,17641,27893,3647,0.0,11721950.0
