base_date,emd_cd,korean_resd_f0,korean_work_f0,korean_visit_f0,korean_resd_f10,korean_work_f10,korean_visit_f10,korean_resd_f20,korean_work_f20,korean_visit_f20,korean_resd_f30,korean_work_f30,korean_visit_f30,korean_resd_f40,korean_work_f40,korean_visit_f40,korean_resd_f50,korean_work_f50,korean_visit_f50,korean_resd_f60,korean_work_f60,korean_visit_f60,korean_resd_f70,korean_work_f70,korean_visit_f70,korean_resd_f80,korean_work_f80,korean_visit_f80,korean_resd_m0,korean_work_m0,korean_visit_m0,korean_resd_m10,korean_work_m10,korean_visit_m10,korean_resd_m20,korean_work_m20,korean_visit_m20,korean_resd_m30,korean_work_m30,korean_visit_m30,korean_resd_m40,korean_work_m40,korean_visit_m40,korean_resd_m50,korean_work_m50,korean_visit_m50,korean_resd_m60,korean_work_m60,korean_visit_m60,korean_resd_m70,korean_work_m70,korean_visit_m70,korean_resd_m80,korean_work_m80,korean_visit_m80
470,2018-09-30,50110550,293521.35890000017,12911.555400000005,199802.94869999983,368943.3788999999,14222.940500000002,220256.84130000012,297314.9912000001,33065.67950000001,255801.76220000023,293521.35890000017,12911.555400000005,199802.94869999983,548443.6329999997,44526.769199999886,375210.4787000002,493801.1536,58130.11890000005,365080.1411999993,384285.00939999975,36680.16909999997,242282.28810000067,300041.9521999998,15861.259399999988,169895.26970000035,149586.1325999999,11907.304100000005,125427.85799999998,298417.3131999998,11452.852700000014,178861.53450000024,353981.3715999998,13411.13760000003,210016.6894000001,251510.12069999997,25971.94610000001,296181.6828000003,298375.1023999996,36033.9443,282723.06040000013,514051.8942000007,49352.27480000002,407454.52250000037,515577.10419999977,41181.593299999986,447886.21119999967,279675.5407000001,22813.999000000033,264422.94650000025,233009.8721999999,15616.924900000009,135932.04320000016,91367.84830000011,5953.828599999998,51925.92969999992
471,2018-10-31,50110550,318541.2424000002,21649.30219999999,185351.75479999985,400392.2654000003,23835.070500000005,203924.95009999987,312450.50859999994,46580.39260000006,235084.62930000012,318541.2424000002,21649.30219999999,185351.75479999985,570605.0662999994,52604.93150000002,359397.0402000001,528432.1362000004,60273.60020000008,363523.0924000001,416444.3631999994,36065.28219999998,249077.3036,313576.03429999965,12292.856799999996,178674.0205000002,156333.55889999995,9228.446900000006,130766.76609999988,324175.35319999966,7269.846599999997,175739.26440000016,384535.4499000005,8533.699799999995,206026.27389999974,281120.93719999987,24824.695399999997,265720.42600000004,311746.9785999997,29969.90550000003,277520.85429999954,544038.7710000004,54476.0106,389402.77260000026,543211.6065000001,46489.92239999992,455117.9854999999,305844.39550000033,20480.39540000001,254202.41980000038,253843.87189999977,4496.705999999998,132627.50560000012,99537.27769999986,1716.6037000000015,50678.011200000066
472,2018-11-30,50110550,305080.49529999995,37389.89190000002,178634.28899999984,383472.7003999999,41251.13030000004,196555.80490000005,291318.2698000004,37969.22509999999,224492.20159999985,305080.49529999995,37389.89190000002,178634.28899999984,550619.9541000007,48869.81139999991,347002.6821000001,515302.24320000026,63827.51880000003,332638.0117999994,392776.0882,51690.34540000004,221536.88639999996,322294.8401999997,12014.3068,159267.56970000017,160680.32520000002,8791.874099999995,117558.72409999992,306787.8078999999,11283.557500000004,171902.38619999995,363910.41819999967,13220.612000000012,201681.00649999996,261698.09910000005,25734.91880000001,268943.1392000001,296392.3132999997,34449.4809,256427.05690000023,518743.4559000004,52958.48440000002,366322.2577999996,538024.7640999993,39710.79510000005,429078.3304,288059.23009999987,23389.162300000018,252126.49449999968,241267.82039999988,6974.906100000005,130250.17220000006,94605.95689999996,2670.067699999999,49755.77440000001
473,2018-12-31,50110550,336745.7739,29016.84259999998,190225.48679999996,423274.5575,31971.082500000062,209874.1592000001,303030.7564999998,34722.08779999998,234848.44470000034,336745.7739,29016.84259999998,190225.48679999996,559934.8481999991,50683.82819999998,356441.4654000001,523006.3245999996,67229.3473000001,329437.29580000014,420605.701100001,47330.54989999998,222962.5662000001,320592.2500000001,14700.619099999998,165759.41559999972,159831.49689999994,10991.0035,121743.6989999998,320671.98700000014,7394.515899999998,202187.98549999984,380379.7720000003,8644.864099999992,237749.1697999999,263220.7818,26390.953899999986,273821.7897000003,301246.3157000001,31650.55839999999,258814.47960000022,528380.8905000007,51993.75040000002,408391.51469999953,564785.3387000002,52494.09259999996,423028.0580999997,309506.2029,24367.226000000028,254471.86830000038,257946.16990000004,6387.525999999988,120988.02240000006,101145.8719999999,2445.213399999999,46229.000300000036
474,2019-01-31,50110550,349731.61429999984,15834.15410000001,194453.01149999976,439597.18410000036,17364.840699999975,214883.37749999977,291160.9517000002,43263.612700000034,250643.4298,349731.61429999984,15834.15410000001,194453.01149999976,556221.2420000001,48223.848800000036,357208.26219999936,520148.4711000004,55408.75090000006,333100.5356000004,431499.6661999997,40334.50910000005,262673.3018999999,325610.5815000004,6933.161499999997,177724.5178999998,162333.39020000017,5204.8364999999985,130983.4163000001,334758.6903,11629.6538,225517.3183000004,397089.3614000002,13666.354000000018,265898.4375000001,266313.3266000005,25354.723899999986,288713.9896000001,298795.0029999999,28628.024299999994,245966.30360000048,548814.1796999992,54162.45259999998,363884.08099999937,546909.1532999997,45897.21420000006,442142.40569999925,313125.88869999995,24113.751099999965,271664.09899999964,257779.46929999985,11163.36329999999,143922.08290000018,101080.50410000014,4264.043799999999,54944.92560000003
475,2019-02-28,50110550,314826.7053,14477.475899999983,183819.9898,395723.25880000007,15989.408399999978,203390.30019999962,259772.52289999978,30408.322199999995,252725.59989999962,314826.7053,14477.475899999983,183819.9898,500785.0414999995,46250.72939999995,330775.4334000005,461944.8586000006,49616.29430000001,324036.8495999999,392942.09660000034,40920.29880000001,225123.91999999946,293685.61440000014,8882.631399999998,160912.3943000003,146417.1751000001,6579.5755000000045,117938.65399999994,319603.2009000004,13799.633600000005,206680.18619999997,379111.9830000004,16178.50179999999,243758.75460000025,235436.62590000013,25896.98290000001,289230.2792999999,259483.97580000025,28124.11550000001,243933.13250000004,493504.8341000003,48962.15210000003,358262.9118999997,482637.0956,43411.731500000016,416379.7868999996,277501.79679999966,17885.712300000007,258612.0839000001,249224.56249999985,14970.140399999993,116003.32620000005,97725.95509999992,5705.137500000002,44351.9403
476,2019-03-31,50110550,276334.2408,19655.248000000003,187325.01130000004,347339.92990000016,21804.424099999967,206450.6625,271402.87099999964,37906.960099999975,253552.01339999968,276334.2408,19655.248000000003,187325.01130000004,549595.0888999996,53634.46539999994,368592.95590000023,505381.3667,46971.3285,359612.45459999976,418016.81980000064,38538.7738,251397.20929999996,340229.20670000033,18905.86089999998,162132.90510000006,169621.51710000006,14003.35130000002,119309.17590000012,296262.00629999966,16722.10150000002,195450.4149000001,351424.7534999999,19620.011200000037,230231.7352,246464.26400000023,29620.260999999995,280002.93909999967,283723.44979999977,34185.406500000005,266434.57559999963,528904.6924000003,50579.37529999996,391195.1596000001,545333.0682000004,40956.94350000008,433484.8508999996,303100.3106,23395.927999999996,271552.7851000001,263406.9441999998,14734.317500000032,142641.1751,103287.15099999995,5623.162100000001,54472.3239
477,2019-04-30,50110550,258831.00380000003,28000.6498,157152.04440000007,325339.13189999986,30689.98260000004,172761.0997999999,251906.15410000004,32778.21239999998,219973.33679999973,258831.00380000003,28000.6498,157152.04440000007,548231.6980000007,50160.28260000004,342168.89169999986,495385.2133000007,56541.69080000001,334567.06369999994,396037.47170000063,46262.7135,237811.69249999968,316531.4889000003,17714.111300000008,161761.33169999978,157807.00389999998,13298.270400000005,118672.02940000007,290913.87560000014,8651.561800000005,139722.4018000001,345080.82450000034,10148.987099999988,163820.46990000008,243828.22219999984,31182.996199999994,246540.1169,289049.3988999998,30705.334399999974,246159.9416000004,510995.35920000006,50884.49509999999,369896.7629999992,510188.49339999974,45023.16840000004,418939.96319999977,292752.9248,21695.600100000007,250578.70439999996,255325.147,13556.339499999987,134865.4352999999,100118.11639999993,5174.25739999999,51532.75560000007
478,2019-05-31,50110550,258239.2464999998,31124.008700000035,163026.21300000002,324595.3211000001,34157.88989999998,179608.40690000003,250155.59600000002,31896.651400000013,226702.80319999965,258239.2464999998,31124.008700000035,163026.21300000002,553438.3021999996,53832.114799999945,357748.3739999999,508274.8488000001,50402.05670000001,349202.6553000001,395847.3456999997,40468.23229999993,247349.64040000012,327957.2737000002,17030.078100000028,170565.73270000052,163503.3376000001,12632.680500000017,124531.03509999994,286617.3635000001,13508.269300000007,152988.60979999983,339984.3201000003,15861.0868,179369.06930000015,241013.7284,34610.330999999984,257553.15459999966,292715.8833,27477.27240000001,255892.00980000015,521728.1749999997,58107.878200000036,362397.1496000002,513719.8676000003,52273.00740000007,420469.7090000004,299453.9585,16447.188599999998,260714.34120000017,246719.22090000004,14301.700899999998,144710.11430000016,96743.55870000017,5473.703499999993,55303.46480000009
479,2019-06-30,50110550,259877.3192000001,30123.02060000001,167467.08079999965,326654.30729999987,33012.770999999986,184865.46820000024,236586.93440000011,33049.759500000015,238235.93930000032,259877.3192000001,30123.02060000001,167467.08079999965,528638.1780000003,56723.06339999997,345849.67919999984,502225.16059999994,53583.23149999997,351737.4904000001,391972.2922999995,45383.45670000002,244004.22370000003,339183.27430000034,17511.476399999996,171662.14780000015,169100.068,12720.27010000001,126245.0856,289269.53110000014,16541.606399999993,154931.2855000002,343130.30999999976,19406.869899999994,181906.90059999988,236578.7338000003,29957.081699999933,252890.5946000002,270142.3017,30145.76089999996,253441.5818000003,493577.0764999999,48506.19670000002,365603.09910000046,509385.62050000025,47917.29399999999,415079.3483999999,296071.54830000014,18819.371600000024,259916.7088,241308.38579999984,12108.186299999998,143540.30049999975,94621.8631,4624.633600000005,54855.10859999996
480,2019-07-31,50110550,290192.82469999994,19736.05699999998,201773.81920000003,364759.5578000002,21692.633000000023,223322.45519999988,251362.0254000003,34290.604200000016,264630.6591999998,290192.82469999994,19736.05699999998,201773.81920000003,544328.2016000006,56687.15220000008,357739.96579999954,536108.8638,64415.57939999997,355720.4570000003,422457.9269,48396.44660000002,239266.82349999997,370866.15819999954,21881.15029999999,168572.1728000003,184895.5918,16276.465799999984,123814.99319999984,306617.42299999966,18087.85870000002,187659.10339999985,363708.3075000002,21303.95629999996,220813.0579,237352.1297000004,31060.33279999996,280093.3384000004,277859.51829999976,29565.7696,247598.42539999995,513085.59420000005,42540.45889999994,376578.52390000015,518608.61310000025,55730.95669999995,423966.53450000007,311067.9837999997,21091.2293,269099.9427999999,275259.0489999999,10251.6503,145270.47249999995,107934.59849999992,3914.293099999996,55499.47520000003
481,2019-08-31,50110550,312500.6389999999,18065.87199999998,171041.41610000018,392799.4944,19827.923899999983,188608.13529999988,264510.58959999983,31529.807200000025,263373.7932000003,312500.6389999999,18065.87199999998,171041.41610000018,535893.6537999996,48550.6236000001,349097.10350000014,549966.5235000002,54938.631699999954,343992.9535999999,406299.79450000025,51756.39970000004,235945.26879999976,374992.4946,21382.78640000001,158706.19410000008,186952.78020000007,15324.3576,116686.69819999994,311927.30060000013,15824.790300000019,193015.29459999985,370006.86309999967,18522.3514,226740.78800000012,241327.47229999967,27892.509799999974,278867.7079000005,258942.12540000022,29244.826999999994,253828.11919999996,505790.2226000006,46625.81120000002,376841.7807999993,508844.96840000007,54806.92040000009,410066.4344999996,302460.5038999998,22326.975300000035,261064.9075000002,288586.6613000003,16396.295599999994,129316.94819999993,113160.62239999993,6251.6498,49430.35839999996
482,2019-09-30,50110550,274151.8070999997,8927.256799999996,173160.51960000006,344596.70590000023,9825.677099999992,190491.7367999998,240904.56470000022,30691.963600000006,223483.5201000003,274151.8070999997,8927.256799999996,173160.51960000006,530094.3232999997,48564.87859999997,332879.8448000006,537611.8077000001,54253.5284,333213.5935999996,387729.4925999997,50966.5848,245294.56220000013,375351.2756000002,15153.823100000005,159370.66779999988,187131.65029999983,10734.557000000019,116087.14280000006,282857.3401000001,10109.3973,156941.16240000006,335524.19719999994,11818.806699999996,184136.006,240245.40029999966,20453.629200000032,251582.6515999997,270248.5965999997,31504.459599999976,254248.15189999988,516490.5693,48088.09260000003,374917.3032999995,515730.44849999994,46999.56549999998,407976.3137,306427.5957000001,21838.392200000013,255738.3542999999,270279.0927,16773.868700000006,125902.29999999992,105981.85739999982,6398.7295,48126.13089999998
483,2019-10-31,50110550,274991.83739999967,30915.07650000001,153297.88829999993,345652.58670000033,33973.03570000005,168671.73510000002,241413.0917,39403.665699999954,220781.04220000032,274991.83739999967,30915.07650000001,153297.88829999993,525402.0833,52676.97760000007,346542.7255000003,527142.0761000002,63147.1258,358441.40090000007,381140.1929,55348.4141,248909.94779999988,380735.7323000002,19305.04900000002,159981.28460000013,189816.07610000003,14235.605599999994,117474.98129999994,296652.9895999998,11499.893999999986,162172.64750000002,351888.5376999997,13468.424800000004,190179.7502999997,242892.8103000003,22752.40259999999,246179.90070000046,292202.9507,33868.5631,254276.6594999996,523312.85580000025,47351.16780000001,381423.83540000033,508280.4520000002,53452.54400000006,430734.9452999996,306963.01769999985,17846.24900000001,263383.4798000001,263597.4328999999,18672.448100000027,122913.30790000016,103361.845,7113.285900000002,46987.5850999999
484,2019-11-30,50110550,430691.3423,38045.8528,261999.17209999985,320246.2919000001,29179.23849999997,201020.68409999995,223843.31980000023,30547.48490000001,228217.11110000047,430691.3423,38045.8528,261999.17209999985,507989.2663999997,47718.90960000014,363262.1409000004,500001.9705,67176.75399999997,382417.2187000003,360333.94460000034,50170.39159999996,262078.8739000007,375543.9603999999,18299.278400000007,164345.2574999999,150076.66669999994,7132.217900000006,64013.07010000004,270842.59730000026,14438.893399999995,186640.12320000015,331153.4807999999,16677.868499999993,216302.3293000002,234916.3587999998,15478.809000000007,256390.73840000012,273595.4946000001,33067.87700000005,257764.50880000013,509141.6240000005,46646.35969999993,393578.2667,501606.10680000024,45614.36079999997,454446.8175999999,289760.8865999997,22977.9052,273590.8721000001,258825.7469,12532.89820000001,135092.77929999982,120093.4522,7349.8067,78193.75899999995
485,2019-12-31,50110550,461137.4259000001,43328.14609999996,288319.2121,342884.88279999944,33141.15880000003,221971.05190000008,227272.82229999988,34147.778500000044,248725.64550000013,461137.4259000001,43328.14609999996,288319.2121,540314.8433,56658.58610000005,373950.06960000034,533996.1974000003,64091.61849999997,392623.9167999997,367425.9490999998,49911.061100000006,273255.90120000025,417672.95439999993,12229.546100000005,155066.98900000026,166912.45620000016,4776.395400000004,60370.04919999997,291971.9568000004,16056.826399999994,205078.67499999976,356987.8979999997,18507.005599999982,238047.9686999995,244836.34739999985,21706.682100000042,283250.52860000014,279828.14309999987,28143.823799999966,279206.1073000001,537435.5175999999,53636.13189999997,411775.3967000002,556804.9956,51078.912499999984,458184.4732999998,301583.03699999966,29845.28040000001,280948.1841999999,279350.62560000014,10581.0822,138752.22790000026,129616.8597000001,6180.443700000002,80751.69019999994
486,2020-01-31,50110550,504570.9295000004,32446.34880000001,336214.9449000002,375180.44419999927,24880.420300000016,259844.64850000018,219477.33670000007,30000.3834,271627.8690999998,504570.9295000004,32446.34880000001,336214.9449000002,530545.0147000003,58730.20959999996,377869.3265999997,554999.2282000001,52200.102699999945,384957.0793000004,398641.5487000001,48947.94350000005,251112.77100000004,413098.62080000015,14731.411800000014,163498.33149999985,165084.43770000007,5733.9238999999925,63645.15029999994,328410.5943999999,18071.917799999992,241160.26910000012,401540.64539999975,21040.7481,281319.24180000066,261800.6781000001,21012.50269999999,299921.0528000001,278068.01570000034,29764.69549999995,257165.35679999983,535484.7101000003,49693.19660000006,388645.6997999997,565375.1134000007,48553.73500000004,466378.70230000006,317951.8398,28893.235499999995,297183.2040999997,288393.6542999998,7272.823999999998,142192.51990000007,133812.7672,4316.658300000003,82517.07119999992
487,2020-02-29,50110550,494733.6576,20334.1684,249210.44700000036,367865.8095000003,15608.264399999956,191400.45780000038,212759.5173,29873.474199999986,225614.95530000003,494733.6576,20334.1684,249210.44700000036,474543.4279999998,54316.45900000001,320699.06070000003,499925.8019999998,54693.65629999997,349132.6312999993,356248.6034999997,41424.51559999997,220294.7116,377906.5397,16622.67989999998,158775.36179999998,151020.81170000005,6434.820700000012,61792.114700000086,318795.5273999996,21089.1364,180611.8918999997,389784.5069,24529.72550000001,209573.8647,240216.2578,22260.561799999985,252704.8299999995,253331.85220000005,26116.348399999966,230920.4526000001,457272.7063,55149.11450000007,343442.29429999983,520332.58519999974,42710.444600000046,427472.47649999993,308122.63609999995,22734.678900000006,272605.47419999965,245320.48339999976,13379.788599999987,133063.18970000025,113827.09890000006,7783.943900000005,77689.67759999988
488,2020-03-31,50110550,579527.7194000003,28378.4327,222940.9352000004,430915.56580000033,21777.795599999976,171123.26590000006,264108.69370000024,31959.6049,209465.81270000024,579527.7194000003,28378.4327,222940.9352000004,552494.1444000006,52444.83629999999,328193.3026,593456.6434999995,61652.11729999996,331248.4316000001,430067.23539999936,46725.528499999935,223977.57640000005,474746.63850000006,23020.017799999965,140267.54090000028,189720.51409999968,8949.1651,54645.07200000001,379526.1455999997,24530.891900000013,175670.72259999995,464038.5423000001,28426.832500000048,203762.2501000002,276999.0216000003,34067.88709999996,238221.27739999964,293965.1953,31697.256899999946,231147.3592,514510.0818000004,53219.06660000004,370584.9331999995,593125.2066999995,54304.61650000008,435917.1664999996,352410.3339000001,31314.36400000002,254504.50539999988,291535.3388000002,10641.103800000006,134646.29200000007,135270.488,5984.011699999989,78620.1652
489,2020-04-30,50110550,552257.1000999998,14442.428399999983,204434.2008999998,410638.13219999993,11068.993199999995,156893.9045000001,250438.6207,24726.488900000033,187777.8456,552257.1000999998,14442.428399999983,204434.2008999998,528170.3278,43059.23979999999,302614.5592999998,551408.7895999998,59849.24539999999,309586.90240000014,410096.9129999997,44504.05829999999,214702.6035,440073.8366999999,19359.27170000002,138316.9603999999,175864.4032000001,7542.186899999995,53896.3636,370254.9116000002,20291.89349999997,151657.6336999999,452702.8007000001,23525.799700000036,175656.36999999988,253976.14659999995,27896.78760000001,220170.59330000024,290606.59220000013,26770.685699999965,226779.02900000018,503618.5884000005,44295.88870000002,338497.2414999998,551698.0113000002,48321.01130000005,414728.60189999937,340094.5770999999,24548.60859999998,250517.30199999962,272248.1237999998,16315.646500000024,120074.66240000012,126321.34659999992,9290.033100000011,70071.62379999987
490,2020-05-31,50110550,526523.1770999996,27391.38879999999,218826.331,391503.3301999999,20946.6173,168039.09279999972,245543.68499999988,26909.621300000006,222919.9731999997,526523.1770999996,27391.38879999999,218826.331,519006.96030000044,45429.543400000046,355807.4428000001,549753.9153999998,65318.6364,331642.1304000002,428840.46319999994,47518.46100000005,231506.8470999997,443827.9399000004,7825.8999,153554.4175999999,177364.63520000005,3049.7043999999987,59836.5778,360809.64839999983,17669.366400000014,155163.57779999982,441154.2791000007,20384.447599999992,179630.97670000003,251860.62560000012,25682.99320000002,253800.6021999993,285880.79320000013,28574.96639999996,249252.06679999953,510515.82839999953,54316.09680000001,362913.44160000014,590776.5742,44730.356500000016,438690.8408000002,343241.47990000044,29699.471299999994,269835.53290000017,268376.7651,11564.087800000007,129807.39520000006,124525.06100000002,6497.532499999989,75648.41050000001
491,2020-06-30,50110550,449255.04159999976,22041.88100000005,253256.41359999985,334049.57729999995,16968.717500000006,194431.63360000003,225193.88930000013,28891.72530000003,229371.70250000013,449255.04159999976,22041.88100000005,253256.41359999985,503945.4168,51042.67969999997,320256.84339999984,524966.9203999997,63654.45569999995,336537.05910000013,415451.1398999999,53206.22610000002,230246.82130000013,409084.71660000045,15267.08109999999,156534.4232,163480.38360000006,5919.360199999986,61041.5231,302672.3878,16344.420599999983,138076.30379999994,370071.08760000026,18883.503500000017,159743.80859999973,244838.42970000012,23352.31580000001,230000.33530000012,276209.9313000001,25702.654199999986,229382.70369999963,476203.6612999996,49457.63350000016,353090.9602000003,552868.6505999996,51132.70619999991,405646.2201999995,335410.2923000001,29204.08799999996,255645.75279999987,254355.89559999987,17377.057399999983,134504.92959999992,118019.47009999995,10027.572499999991,78367.52239999994
492,2020-07-31,50110550,447220.2900999997,39163.21610000001,270533.56160000013,332536.6117000002,30002.57549999997,207830.92589999997,248976.2188,33248.95099999997,261980.51120000004,447220.2900999997,39163.21610000001,270533.56160000013,522126.3779,58834.32410000003,342897.3295000005,536379.8205000005,73305.42719999998,390408.7653999997,436015.6933,48901.3703,260318.40499999985,422452.16440000024,28383.0476,156659.36209999985,168822.34639999992,11068.168900000011,61037.08729999991,304434.54729999986,12480.221699999998,168310.53659999967,372225.64090000006,14441.865099999995,195358.8115000004,241632.026,25169.33419999998,274160.08839999983,284295.91900000034,31980.11450000001,244531.3439999999,487819.07170000026,58232.97450000006,361977.2237999996,576247.3029000001,52320.0375,452725.8316000002,340573.05269999977,38062.20800000002,289592.9484000001,272368.8314,22207.28669999998,148596.4677999998,126377.35540000012,12977.28170000001,86304.6295000001
493,2020-08-31,50110550,477413.5382999994,29399.357199999984,247987.1237,354987.2036999999,22519.689800000055,190654.84020000027,268248.8316999998,26454.535199999995,235585.32599999968,477413.5382999994,29399.357199999984,247987.1237,529403.3951,54802.44320000003,302398.60520000005,580247.7474999999,68028.45069999999,338079.2923000005,438336.4111999999,54261.86059999995,224538.1477,427257.6120000003,11935.244000000012,150234.01580000034,170742.72319999983,4636.222600000009,58561.819799999954,326730.2112,12468.276500000005,179900.7377000001,399486.07459999976,14479.411999999993,208731.88180000015,236390.52900000013,22885.95220000003,286252.91260000056,295239.0645000001,27209.409100000008,238795.2262,504972.6631,54511.76430000003,333160.38440000056,581335.2543000005,60823.90829999992,420328.84150000033,371281.5693,33556.219000000056,251053.0747,282180.26900000015,18971.81209999998,135611.5807000002,130929.79710000011,10890.604299999997,78932.91290000014
494,2020-09-30,50110550,458807.60750000033,27042.294899999986,240874.9761,341152.5158999995,20796.070800000005,184749.86629999964,252520.8258000003,29739.903000000064,213743.71399999972,458807.60750000033,27042.294899999986,240874.9761,499887.3476999995,51328.53729999994,304639.84949999984,565463.1220000007,60376.051999999974,334462.8094000004,419476.18130000005,48015.48159999997,240857.2257999996,397336.0680000005,18519.84259999998,145581.84889999998,158785.33389999994,7205.191700000002,56805.37010000005,337440.3756000004,21393.37549999999,139955.1119999999,412581.1642,24746.6729,162057.78289999967,236883.56490000023,22890.61560000001,242546.31890000025,285457.1439000005,29485.430099999965,226055.1429999999,468684.4273000002,51431.95120000002,337068.5633000005,551330.7084999997,56536.87369999997,412638.04640000017,347551.1314000002,32578.544399999984,265081.2371,268074.2903000005,22860.829199999986,144159.75919999985,124384.71619999994,12922.394600000007,83707.28069999994
495,2020-10-31,50110550,475780.9109999999,21260.18459999999,246348.25359999997,353773.24130000005,16270.029699999996,189010.84929999997,268236.5746000005,26933.254399999954,253350.1286000001,475780.9109999999,21260.18459999999,246348.25359999997,534610.8408,41406.77340000003,311961.7996999997,578512.2997999996,60802.68179999994,342180.74810000014,437174.29090000025,41613.34129999997,252397.8582999996,410066.2969999993,9989.988299999992,154918.1717999998,163872.64920000016,3879.6807000000017,60377.10770000005,340820.78479999944,11029.097900000004,159006.47550000006,416714.31880000007,12720.119299999986,184143.60839999985,246502.39870000005,18609.267100000005,263467.4950999999,281799.87960000057,35335.37799999996,248041.21770000012,500517.53099999967,47793.96299999996,345831.12160000025,579224.0329999999,51189.50169999997,428428.50000000076,347110.7730000001,31315.87890000001,279782.45139999967,295658.8603000001,17399.03319999999,143540.885,137183.77590000018,10009.158799999994,83020.02280000012
496,2020-11-30,50110550,516526.5808000004,27099.55020000002,252424.2912999998,384070.2262999999,20761.74709999999,193419.8588000002,331648.21319999994,33783.105799999976,291733.5607999998,516526.5808000004,27099.55020000002,252424.2912999998,509746.5386000001,45617.41070000001,321655.6539,565003.4918000004,54406.761099999894,344883.2082000003,420881.943,39033.41599999996,249121.38189999995,402129.81650000025,10145.842500000012,152489.93859999988,160701.0342000002,3934.5062,59430.187299999954,345327.4436999997,17359.22860000001,151598.7013000002,422224.51590000046,20044.56420000004,175421.1398000001,284681.9696999998,27833.75059999994,283106.98989999946,286035.57520000014,31267.764200000045,249932.39759999968,505067.4353999996,47814.846099999944,336206.1338999995,553987.933299999,42763.4656,423071.9088000002,349705.35580000025,29181.57979999997,278131.2874000002,275253.6180999999,18348.934299999983,157043.2515999998,127715.87709999975,10252.95530000001,91203.0699999998
497,2020-12-31,50110550,589992.9195999997,36467.51480000005,249178.85249999948,438697.1028000003,27871.107999999997,191334.26649999977,371912.16430000064,43021.052099999935,268979.3782000001,589992.9195999997,36467.51480000005,249178.85249999948,562934.7552,47239.858000000066,294625.2941000001,630042.3124000003,56335.03289999991,311444.35200000025,461727.95640000096,38596.5515,225242.43979999964,425498.6749999997,6372.1102999999985,163583.18359999976,170039.80849999984,2488.703399999998,63776.218899999854,399053.4922000001,14802.253999999995,172371.63550000027,487914.2125999996,17060.992100000003,200003.9921999998,310706.57239999983,32255.54280000001,272877.72389999987,313845.26460000017,31854.73309999999,234308.34229999981,553778.8701000003,42699.10559999994,325641.9931999997,606882.083100001,45666.80159999995,416757.5584999997,379991.2738000003,35111.10770000004,260594.41490000012,309845.35999999987,22501.341200000024,148040.68969999958,143766.2171,12706.439600000007,85872.64829999981
498,2021-01-31,50110550,617508.9728000001,18413.29359999999,260386.66550000032,459157.0319999997,14154.764899999978,199694.94769999987,379274.48460000026,46506.12779999998,286760.7191,617508.9728000001,18413.29359999999,260386.66550000032,563031.2813999996,36778.253300000026,297180.0555,648978.9250000003,50079.83970000001,313509.16900000005,471457.6179999999,32040.243000000028,219857.5880000002,452627.70800000033,9184.338600000008,134889.64829999994,180881.24090000012,3587.053599999999,52607.17799999999,435755.2509000004,10065.289100000009,162935.40860000026,532788.6699000002,11672.898900000017,188859.94400000045,328201.99470000016,36577.98370000002,296419.54690000013,325988.3615000002,28562.636499999986,227976.09599999987,553997.3297999997,42453.933700000096,316244.5116,649439.0036000004,46956.56480000002,406044.4716,414780.35419999954,30269.63160000002,241394.87550000023,332257.8687000001,16858.669599999976,129620.79280000017,154165.4761999998,9611.489100000024,75038.93419999997
499,2021-02-28,50110550,517181.7223,25507.19620000002,244083.1444,384557.3668999999,19583.116700000013,187250.57310000027,350843.7175999998,36032.52310000004,262230.9056000002,517181.7223,25507.19620000002,244083.1444,495645.10970000026,32100.670099999985,282604.39670000016,561353.8472999999,52392.73450000004,298931.88960000017,412839.0860999999,32854.32430000004,204915.48790000012,383179.6313999999,12265.448300000013,128211.10930000011,153128.0702000001,4778.282200000003,49960.29029999989,354520.58360000065,14954.930500000004,165520.24690000026,433464.77209999954,17286.79619999998,192034.54969999997,321112.8054000001,26846.840699999986,272677.7536999998,274836.85249999986,26279.55270000006,220349.81259999968,472953.63009999966,43589.55580000006,310288.9430999998,547573.5919,46827.35430000009,393111.0696000008,353809.27220000006,25385.4476,235688.03170000046,281260.39940000005,14981.79810000003,129360.99709999992,130502.9842,8529.319400000015,75083.2102000001
500,2021-03-31,50110550,511089.8185,25060.43649999998,231629.39659999983,380027.65080000006,19223.229999999952,177278.79889999965,354757.10489999974,40351.51120000004,272146.75859999994,511089.8185,25060.43649999998,231629.39659999983,519297.4307999999,48445.60519999998,320986.08840000024,601458.2980999999,54015.70929999998,361332.4797999999,440641.9759000001,43137.84760000005,246339.6914,398501.88119999977,18826.197200000006,150705.45509999985,159251.22090000007,7320.576299999998,58779.683700000016,334028.2469000003,13272.273000000007,157398.0280999999,408409.2275000002,15297.545299999992,182311.78149999972,325037.50950000016,33591.27540000004,275542.6447000003,290960.58270000026,30461.778499999982,255563.1278999996,505055.84819999937,50635.17040000003,344471.0770000006,596408.1537000012,52583.20690000008,415353.49679999956,367367.0541,33340.049499999994,275517.79409999953,277149.8821000001,17562.86369999996,151213.97880000016,128595.72979999993,10144.104400000004,87318.85889999977
