base_date,emd_cd,resd_pop_cnt,work_pop_cnt,visit_pop_cnt
2020-11-30,2020-11-30,50110510,920252.4446999992,199099.96420000002,1838416.5852000148
2020-12-31,2020-12-31,50110510,1001585.514099999,187066.94550000003,1564244.501600001
2021-01-31,2021-01-31,50110510,1039713.4526000018,186055.21060000008,1505752.3555999924
2021-02-28,2021-02-28,50110510,907269.5397000049,159223.22669999994,1633203.3466999994
2021-03-31,2021-03-31,50110510,926415.6362999944,189204.99579999936,1729893.4060000065
2021-04-30,2021-04-30,50110510,844583.3940999988,192775.81800000079,1767384.8211000075
2021-05-31,2021-05-31,50110510,914138.8684000015,197018.63580000037,1830781.7004000095
2021-06-30,2021-06-30,50110510,888552.2443999988,191128.03990000024,1747517.427999988
2018-01-31,2018-01-31,50110520,21201417.52890003,1201374.1502999994,8139831.244799985
2018-02-28,2018-02-28,50110520,19410702.652899925,1067623.1155,7497323.725599985
2018-03-31,2018-03-31,50110520,19723844.443500005,1175716.098799993,7539216.794999994
2018-04-30,2018-04-30,50110520,18814322.44319998,1183148.5552000087,7081317.615100003
2018-05-31,2018-05-31,50110520,19389882.457600083,1217027.2339999927,7442981.2412000345
2018-06-30,2018-06-30,50110520,18963542.280700043,1227893.0862000056,7048402.378499995
2018-07-31,2018-07-31,50110520,19762089.915400058,1249178.450200002,7984545.381600064
2018-08-31,2018-08-31,50110520,20083125.965899996,1213875.437600008,7492782.043000044
2018-09-30,2018-09-30,50110520,18865958.93640002,1069914.7374999986,7481563.960100034
2018-10-31,2018-10-31,50110520,19405691.400799926,1224311.983900002,7105996.863299968
2018-11-30,2018-11-30,50110520,18705067.627599914,1156145.1118000026,6923442.702799954
2018-12-31,2018-12-31,50110520,20149009.809699997,1182559.1806999969,7484260.9061999945
2019-01-31,2019-01-31,50110520,20479998.175500058,1173527.2033999998,7788181.953600005
2019-02-28,2019-02-28,50110520,18526910.308499992,1000200.9186000042,7217090.743000031
2019-03-31,2019-03-31,50110520,19197861.24450006,1054766.7259999886,7083622.71900004
2019-04-30,2019-04-30,50110520,18227764.33380005,1116636.6312000041,6678957.400300028
2019-05-31,2019-05-31,50110520,18607286.583999958,1150846.5415000026,7017840.743700022
2019-06-30,2019-06-30,50110520,18148339.263199992,1110372.0900999946,6621150.094900024
2019-07-31,2019-07-31,50110520,18923617.283399962,1147666.2442000082,7519875.533300017
2019-08-31,2019-08-31,50110520,19283034.437400047,1107538.4645000058,7184229.540499972
2019-09-30,2019-09-30,50110520,18420168.6521,1083361.2240000004,6914173.603900015
2019-10-31,2019-10-31,50110520,18765766.282600086,1084862.0876000032,6825542.024000018
2019-11-30,2019-11-30,50110520,18160840.683399953,1194121.3370999976,7123785.392199941
2019-12-31,2019-12-31,50110520,18443349.601600025,1387883.4909000078,7998448.018300024
2020-01-31,2020-01-31,50110520,18124902.089600015,1347359.8899000105,8171425.21619999
2020-02-29,2020-02-29,50110520,17104746.456700053,1295909.7729000046,7438784.788999991
2020-03-31,2020-03-31,50110520,20196112.44160001,1238422.0630000003,6772998.272299993
2020-04-30,2020-04-30,50110520,19496697.735100016,1075514.2182999991,6299294.524600018
2020-05-31,2020-05-31,50110520,19665802.585600056,1093203.109500002,6714249.913400021
2020-06-30,2020-06-30,50110520,18156345.05800004,1098897.4854999948,6589311.890999992
2020-07-31,2020-07-31,50110520,18478484.560099985,1206755.5990999993,7128513.18119999
2020-08-31,2020-08-31,50110520,18854788.18630001,1146393.2529999923,6888741.534000029
2020-09-30,2020-09-30,50110520,18157437.138400055,1070923.9424999987,6531823.027000013
2020-10-31,2020-10-31,50110520,18644875.695400037,1071048.322299997,6940084.87349995
2020-11-30,2020-11-30,50110520,18966692.92429998,1120905.0382000061,6920725.067600004
2020-12-31,2020-12-31,50110520,21095960.2026,1180866.978799985,6923681.453499986
2021-01-31,2021-01-31,50110520,22171992.77070004,1135419.873200006,6858929.905799973
2021-02-28,2021-02-28,50110520,19246209.39619999,1088447.7023999922,6641487.425300003
2021-03-31,2021-03-31,50110520,19930335.791299976,1126780.0137999984,6917923.522599996
2021-04-30,2021-04-30,50110520,19000979.350999977,1132299.4024000019,6724146.499800045
2021-05-31,2021-05-31,50110520,20061075.523399975,1077524.4469000008,6676498.3285000045
2021-06-30,2021-06-30,50110520,19074188.482200082,1052737.3307999994,6603599.612100013
2018-01-31,2018-01-31,50110530,4865123.0375999855,972731.1206999999,5704396.526200031
2018-02-28,2018-02-28,50110530,4426787.414799995,873838.5200999957,5049303.573800018
2018-03-31,2018-03-31,50110530,4555364.489599987,958451.9858999982,5415021.505399999
2018-04-30,2018-04-30,50110530,4319674.151999993,976205.6620000034,5289270.866900005
2018-05-31,2018-05-31,50110530,4520812.87479999,980508.5897999966,5326387.024499994
2018-06-30,2018-06-30,50110530,4436541.560899998,905786.8213000019,5146888.002100007
2018-07-31,2018-07-31,50110530,4542847.767199969,980711.7599999948,5510659.156199994
2018-08-31,2018-08-31,50110530,4559343.557100006,1043152.0587000047,5589079.739800005
2018-09-30,2018-09-30,50110530,4450758.13419999,880285.0153000008,5403240.77159998
2018-10-31,2018-10-31,50110530,4660633.72199998,980807.291799996,5482696.334700041
2018-11-30,2018-11-30,50110530,4491802.855699984,1033177.5316000017,5306806.810600015
2018-12-31,2018-12-31,50110530,4779633.604899985,1000199.370600003,5501141.816800005
2019-01-31,2019-01-31,50110530,4704297.382399981,949742.5009000105,5694405.3840999575
2019-02-28,2019-02-28,50110530,4186427.121199988,861221.8109000014,5292479.4200999895
2019-03-31,2019-03-31,50110530,4554629.099700013,919074.7757000038,6478738.011800003
2019-04-30,2019-04-30,50110530,4465234.8750000065,1063173.645899997,7265002.752099997
2019-05-31,2019-05-31,50110530,5497483.670799981,1062645.528200002,6566393.111400011
2019-06-30,2019-06-30,50110530,5400033.0604,959031.1921000042,6148123.331099959
2019-07-31,2019-07-31,50110530,5684953.549099991,986821.7398000011,6681715.836799955
2019-08-31,2019-08-31,50110530,5771543.049399981,990807.6188999938,6483364.29470001
2019-09-30,2019-09-30,50110530,5495118.079300008,922867.5039999998,6054996.379999983
2019-10-31,2019-10-31,50110530,5588202.765399986,975801.1176000002,6234093.011300009
2019-11-30,2019-11-30,50110530,4707789.876100011,846946.9604000052,5648562.672599941
2019-12-31,2019-12-31,50110530,4493728.875000004,892402.0152000022,6388929.3677
2020-01-31,2020-01-31,50110530,4521816.511599993,859646.9085000062,6560251.858599983
2020-02-29,2020-02-29,50110530,4380140.010999998,829791.5483999987,6142548.701899998
2020-03-31,2020-03-31,50110530,5766425.7183999885,994692.6392999992,5636990.482199946
2020-04-30,2020-04-30,50110530,5603194.10990001,895026.1887000048,5435551.245800009
2020-05-31,2020-05-31,50110530,5662169.847499972,928639.974299999,5883336.448000026
2020-06-30,2020-06-30,50110530,5302812.897699981,922423.7914000048,5913155.639299947
2020-07-31,2020-07-31,50110530,5423659.155699999,1016885.9961000016,6166165.661600022
2020-08-31,2020-08-31,50110530,5527369.587999989,919205.6569999984,6091394.017399981
2020-09-30,2020-09-30,50110530,5316344.413099999,915202.9282000029,5609808.196600006
2020-10-31,2020-10-31,50110530,5420195.469300013,888676.7374999977,5940476.637899965
2020-11-30,2020-11-30,50110530,5538793.817599983,1007515.5483999995,6365177.495299998
2020-12-31,2020-12-31,50110530,6212164.204599989,1028931.4313000059,5591741.684500001
2021-01-31,2021-01-31,50110530,6454100.699900001,947087.2962000042,5567009.2174999835
2021-02-28,2021-02-28,50110530,5637849.971799995,826606.4558999997,5422339.371699959
2021-03-31,2021-03-31,50110530,5892035.33589996,962456.9511000044,6079317.229800013
2021-04-30,2021-04-30,50110530,5919515.971299996,954559.7189999992,5941289.43680007
2021-05-31,2021-05-31,50110530,6379727.188799989,915464.1826999987,5927706.186200029
2021-06-30,2021-06-30,50110530,6067484.53689999,902504.6500999979,5859246.994799981
2018-01-31,2018-01-31,50110540,37299177.433599986,4667766.76089994,18929704.730900053
2018-02-28,2018-02-28,50110540,33775992.005900145,4014406.1681999923,16673651.509100063
2018-03-31,2018-03-31,50110540,34870779.7396997,4455988.740400015,18803338.732799847
2018-04-30,2018-04-30,50110540,33834257.668400034,5373758.565900001,16802938.193699934
2018-05-31,2018-05-31,50110540,34924722.77480002,5364913.9853999885,17529982.084699966
2018-06-30,2018-06-30,50110540,34316761.42020008,5089778.860000019,16852873.37529993
2018-07-31,2018-07-31,50110540,35711813.07079983,4982974.125399994,18336820.746099897
2018-08-31,2018-08-31,50110540,36252565.1438998,4935181.691200034,17857650.768499956
2018-09-30,2018-09-30,50110540,34409797.32589997,4422238.2828000365,17481135.94310007
2018-10-31,2018-10-31,50110540,36056209.04630002,5052003.789099978,16974750.820200022
2018-11-30,2018-11-30,50110540,34681611.69579981,5025563.654399997,16779849.00580008
2018-12-31,2018-12-31,50110540,36477486.14590003,5003474.141699986,17596001.695599798
2019-01-31,2019-01-31,50110540,36747122.68099989,4555988.5237000035,19007839.08029992
2019-02-28,2019-02-28,50110540,33052138.065600008,3987152.172499961,16990789.449799985
2019-03-31,2019-03-31,50110540,34236202.9867002,4259301.267000023,18316779.464099944
2019-04-30,2019-04-30,50110540,32301947.19230008,4988005.551500027,16034192.575100023
2019-05-31,2019-05-31,50110540,32543975.601800002,5269161.099099977,16846412.138699908
2019-06-30,2019-06-30,50110540,31575062.435599953,4781984.203799968,16356164.73200001
2019-07-31,2019-07-31,50110540,32886126.54880011,4781549.904799985,18033931.78200005
2019-08-31,2019-08-31,50110540,33400815.40139995,4638422.824000019,17219177.943800136
2019-09-30,2019-09-30,50110540,31609331.291499946,4364229.32560004,16300119.829299955
2019-10-31,2019-10-31,50110540,32553496.98269994,4823325.3937000185,16662311.312400006
2019-11-30,2019-11-30,50110540,31870049.204099894,4925460.720399993,16498166.86050002
2019-12-31,2019-12-31,50110540,32894805.39169996,4695330.181300024,16715855.837599875
2020-01-31,2020-01-31,50110540,32805708.400400065,4091939.1590999938,18224456.890800007
2020-02-29,2020-02-29,50110540,31862824.88760006,3828385.148400014,16088500.70679993
2020-03-31,2020-03-31,50110540,36110497.89630025,3982953.496100029,15578989.414499983
2020-04-30,2020-04-30,50110540,34540523.01140009,3754803.9364000265,14791508.34760001
2020-05-31,2020-05-31,50110540,35071127.48319993,3750144.4523000238,15805221.122400032
2020-06-30,2020-06-30,50110540,33002120.581699844,3933382.5166000077,16211876.968699953
2020-07-31,2020-07-31,50110540,33809150.7836,4613875.797200008,17260377.84779994
2020-08-31,2020-08-31,50110540,34608645.54870001,4192608.3254999747,16263603.5281
2020-09-30,2020-09-30,50110540,33711395.250300065,3689372.5438000127,15604731.64670004
2020-10-31,2020-10-31,50110540,34863383.16679999,4061145.946999997,16846176.65800002
2020-11-30,2020-11-30,50110540,36383853.88149993,4421173.371900005,16717721.057600023
2020-12-31,2020-12-31,50110540,39690000.48380009,4349711.599399985,15236859.35959989
2021-01-31,2021-01-31,50110540,40788517.70519987,3653514.133099977,15449462.568500064
2021-02-28,2021-02-28,50110540,35718088.90900012,3395715.449400031,15500083.640499908
2021-03-31,2021-03-31,50110540,37495406.135999836,4002805.817899984,17274727.79199993
2021-04-30,2021-04-30,50110540,36107728.22409994,4554765.389700029,15965402.328300064
2021-05-31,2021-05-31,50110540,37862311.43750013,4405589.254099992,15685510.16320001
2021-06-30,2021-06-30,50110540,36014140.633299895,3918084.7527999845,15819627.931300059
2018-01-31,2018-01-31,50110550,6493972.06220003,514743.13719999767,4759852.514199991
2018-02-28,2018-02-28,50110550,5946296.100099987,459402.2158999997,4059800.237900028
2018-03-31,2018-03-31,50110550,5912029.281200013,494916.4079999987,4354752.001800035
2018-04-30,2018-04-30,50110550,5719156.905099986,458715.39239999995,4243131.436800015
2018-05-31,2018-05-31,50110550,5980774.335500007,476571.1701000038,4385412.508200003
2018-06-30,2018-06-30,50110550,5956373.2721000025,491549.82580000267,4354655.57310003
2018-07-31,2018-07-31,50110550,6250748.534199963,490880.1576000029,4394151.919899987
2018-08-31,2018-08-31,50110550,6233989.7245000275,485086.462499997,4457822.914600012
2018-09-30,2018-09-30,50110550,6010165.474700016,480056.4295000002,4497873.737000003
2018-10-31,2018-10-31,50110550,6426839.4331,499731.5146000001,4359012.682699995
2018-11-30,2018-11-30,50110550,6166677.937199989,548617.6911999991,4142097.0788999926
2018-12-31,2018-12-31,50110550,6424569.279399982,535645.7435999991,4289669.9734999975
2019-01-31,2019-01-31,50110550,6484339.682600025,486969.734900002,4447682.938299977
2019-02-28,2019-02-28,50110550,5865629.013499974,456922.25080000027,4193325.2575999917
2019-03-31,2019-03-31,50110550,6132272.002400025,517349.5040999999,4420294.300999976
2019-04-30,2019-04-30,50110550,5920534.908100018,520023.7076999997,3994467.4799000127
2019-05-31,2019-05-31,50110550,5959048.3056999855,543811.0235999995,4131544.753299985
2019-06-30,2019-06-30,50110550,5858975.031200029,544488.4632999998,4126809.94509999
2019-07-31,2019-07-31,50110550,6207814.767899989,550249.737500002,4374623.432000007
2019-08-31,2019-08-31,50110550,6256861.091599982,534543.9595000062,4232907.079199989
2019-09-30,2019-09-30,50110550,6031221.664800015,473115.15560000046,4066727.9782000026
2019-10-31,2019-10-31,50110550,6088776.733199971,563848.5634000001,4120386.789199989
2019-11-30,2019-11-30,50110550,5984301.109400004,531810.800300002,4420755.639000003
2019-12-31,2019-12-31,50110550,6366848.567199997,564430.9372999982,4644077.886900039
2020-01-31,2020-01-31,50110550,6605500.383199971,525690.3242000026,4819045.577800023
2020-02-29,2020-02-29,50110550,6078014.521999982,506790.1384999971,4112988.729699993
2020-03-31,2020-03-31,50110550,7173188.558800026,579001.8651999992,4008437.039299993
2020-04-30,2020-04-30,50110550,6816118.814799983,487485.01569999807,3739350.557300014
2020-05-31,2020-05-31,50110550,6793403.390100035,504957.19380000094,4069121.0914000114
2020-06-30,2020-06-30,50110550,6272980.9286999805,530481.2591000011,3955112.8943999903
2020-07-31,2020-07-31,50110550,6437831.470699982,619169.5218000017,4383285.58959999
2020-08-31,2020-08-31,50110550,6685124.291200017,562387.3430999982,4089236.235099992
2020-09-30,2020-09-30,50110550,6410576.4805999985,567882.0568000001,3946883.738100009
2020-10-31,2020-10-31,50110550,6664817.503500016,489837.2248000016,4161478.8469999903
2020-11-30,2020-11-30,50110550,6765198.139000001,513153.1876000031,4222807.095899981
2020-12-31,2020-12-31,50110550,7515001.608800042,541551.4647999991,4086771.4124000063
2021-01-31,2021-01-31,50110550,7862207.6587000135,476124.09430000186,4009640.8257000134
2021-02-28,2021-02-28,50110550,6745444.794499988,469541.68279999774,3856014.1277999915
2021-03-31,2021-03-31,50110550,6939622.366999977,548624.9166000009,4200515.764999994
2021-04-30,2021-04-30,50110550,6590039.430699987,564309.1731000023,4078933.9766000262
2021-05-31,2021-05-31,50110550,7032441.007599983,521266.068599997,4240330.295000014
2021-06-30,2021-06-30,50110550,6672963.505000032,540262.1557000031,3973732.7004000163
2018-01-31,2018-01-31,50110560,3046403.6922999998,371489.40569999925,3976088.373700018
2018-02-28,2018-02-28,50110560,2743074.0501999804,310996.9282999993,3465722.0508999685
2018-03-31,2018-03-31,50110560,2849926.6780999987,327656.09619999863,3803070.849300017
2018-04-30,2018-04-30,50110560,2719187.280600002,371066.7396999991,3725350.0819000006
2018-05-31,2018-05-31,50110560,2846999.273399992,403041.4176000009,3808067.8665000005
2018-06-30,2018-06-30,50110560,2791395.75560001,388601.3733000011,3655824.6546999887
2018-07-31,2018-07-31,50110560,2924412.7050999855,391353.83160000097,3876900.8242000076
2018-08-31,2018-08-31,50110560,2945583.238700015,341804.9667999973,4052990.301499999
2018-09-30,2018-09-30,50110560,2883917.7574999984,326990.96929999796,4230839.255800047
2018-10-31,2018-10-31,50110560,3170563.260899998,540802.9308000007,4009843.337100002
2018-11-30,2018-11-30,50110560,3057335.1136000184,547912.2777999964,3958891.914700024
2018-12-31,2018-12-31,50110560,3192919.617600019,556521.5416999998,4119782.2706999877
2019-01-31,2019-01-31,50110560,3183869.2323999894,524368.7403999978,4170487.6692999857
2019-02-28,2019-02-28,50110560,2832691.4407999977,447987.79280000046,3877177.611400008
2019-03-31,2019-03-31,50110560,3063230.0197,516374.41810000123,4121464.0049999766
2019-04-30,2019-04-30,50110560,2906280.178199993,551637.7344999961,3892189.9605999705
2019-05-31,2019-05-31,50110560,3016676.9999999925,550254.1365999995,4062420.703799995
2019-06-30,2019-06-30,50110560,2862737.6731999908,530041.7254000015,3839366.1999000027
2019-07-31,2019-07-31,50110560,2948208.208500009,502009.64270000265,4083563.157299978
2019-08-31,2019-08-31,50110560,3027309.3791999896,488466.5797000014,4157960.520799974
2019-09-30,2019-09-30,50110560,2932676.583500006,445398.7056000021,3850669.898900011
2019-10-31,2019-10-31,50110560,3065544.7593999933,506548.844199999,4082882.0332000027
2019-11-30,2019-11-30,50110560,3043153.3692000117,538335.2768999998,4256716.467099994
2019-12-31,2019-12-31,50110560,3154604.2927000234,550774.3407999972,4266976.0542999925
2020-01-31,2020-01-31,50110560,3103105.6408999963,532907.4693000008,4132161.2130000154
2020-02-29,2020-02-29,50110560,2950220.301499994,472298.67769999773,3404303.875599972
2020-03-31,2020-03-31,50110560,3297208.449600003,428872.5307999992,3082319.0050000106
2020-04-30,2020-04-30,50110560,3085994.7164000007,427011.9206999978,2933241.2847999837
2020-05-31,2020-05-31,50110560,3151558.963400008,423559.83669999987,3372723.502900005
2020-06-30,2020-06-30,50110560,2908791.1609000014,419316.49950000236,3580707.4501999957
2020-07-31,2020-07-31,50110560,2968537.3315999997,484266.7421000005,3876131.510300017
2020-08-31,2020-08-31,50110560,3031047.1513000126,458846.00259999844,3996807.042999975
2020-09-30,2020-09-30,50110560,2946841.3032000163,420057.36979999853,3309034.6618000017
2020-10-31,2020-10-31,50110560,3011282.64889998,447831.8899999989,3815596.9580999934
2020-11-30,2020-11-30,50110560,3033085.7811000003,461622.5507999972,4105941.9941999908
2020-12-31,2020-12-31,50110560,3343435.0059000016,474674.9322000008,3428032.6435999926
2021-01-31,2021-01-31,50110560,3480175.1418999857,407396.80270000134,3207813.711500002
2021-02-28,2021-02-28,50110560,3002506.758399993,395582.23220000154,3218438.8074000045
2021-03-31,2021-03-31,50110560,3134749.848699997,449841.9846000013,3739102.129200027
2021-04-30,2021-04-30,50110560,2975524.1301000067,474390.04230000277,3826613.9352999916
2021-05-31,2021-05-31,50110560,3176636.5004999945,463590.9006999983,3962103.8238999876
2021-06-30,2021-06-30,50110560,3061671.842899995,462925.7086000011,3937553.680800007
2018-01-31,2018-01-31,50110570,4690039.8810000215,340573.51830000035,3177612.1201999914
2018-02-28,2018-02-28,50110570,4305839.184999994,254007.22070000053,2915052.3680000287
2018-03-31,2018-03-31,50110570,4420194.447100013,275072.85429999867,3148534.212500014
2018-04-30,2018-04-30,50110570,4129941.068799987,390270.88840000157,2896896.412599994
2018-05-31,2018-05-31,50110570,4302771.217999998,374107.1010000025,2960388.625800003
2018-06-30,2018-06-30,50110570,4192452.029500017,376218.59570000164,2805862.4250000077
2018-07-31,2018-07-31,50110570,4318009.115600003,375779.8671000022,3057668.605599976
2018-08-31,2018-08-31,50110570,4430549.431299998,315115.3372999994,3038197.2115000077
2018-09-30,2018-09-30,50110570,4182193.804400014,340666.86809999985,2859525.1851000017
2018-10-31,2018-10-31,50110570,4266372.152000002,384190.7636999984,2824917.1733000046
2018-11-30,2018-11-30,50110570,4109678.5023999885,379461.97969999857,2767016.2774999677
2018-12-31,2018-12-31,50110570,4457588.558999998,401829.27819999953,2930535.2504999638
2019-01-31,2019-01-31,50110570,4593636.155999992,320207.2662999963,2960693.0982999844
2019-02-28,2019-02-28,50110570,4178735.743599989,256567.83580000032,2764293.5613999865
2019-03-31,2019-03-31,50110570,4376138.127999982,258063.2982999991,3109175.6956999875
2019-04-30,2019-04-30,50110570,4156317.830799995,364164.1524000015,2767069.4934999957
2019-05-31,2019-05-31,50110570,4243730.627000008,367562.34109999833,2864804.170800014
2019-06-30,2019-06-30,50110570,4064827.809799986,366936.3386999972,2737034.4853000096
2019-07-31,2019-07-31,50110570,4231660.6616000105,326999.1373000022,3018175.687500008
2019-08-31,2019-08-31,50110570,4262771.395900003,308393.9387999965,2948225.8459999976
2019-09-30,2019-09-30,50110570,4122102.955900002,295687.40910000016,3022443.08159999
2019-10-31,2019-10-31,50110570,4299296.680600006,380821.5018000006,3087356.246499981
2019-11-30,2019-11-30,50110570,4206313.1326999925,390420.5921000011,2922668.249699991
2019-12-31,2019-12-31,50110570,4355608.9342999915,412495.4192999998,3050450.903700008
2020-01-31,2020-01-31,50110570,4420257.448099986,322885.3000000005,3256159.679699959
2020-02-29,2020-02-29,50110570,4339157.824400001,266039.03629999846,2847242.36960001
2020-03-31,2020-03-31,50110570,4676897.043400007,287703.2437000021,2605101.0551000037
2020-04-30,2020-04-30,50110570,4377330.224699996,267778.92249999946,2535227.7111999993
2020-05-31,2020-05-31,50110570,4457316.174600002,292535.84380000073,2707336.4934000154
2020-06-30,2020-06-30,50110570,4226635.378399995,293002.8980000016,2760324.1177000306
2020-07-31,2020-07-31,50110570,4280823.456400006,415804.63349999976,2798344.2660000077
2020-08-31,2020-08-31,50110570,4299351.914599999,364285.10039999755,2792924.53719999
2020-09-30,2020-09-30,50110570,4101666.1796000144,345819.0917999996,2660412.4241999835
2020-10-31,2020-10-31,50110570,4271527.777399981,322474.1437999997,2798140.0073
2020-11-30,2020-11-30,50110570,4257909.8901999835,355550.3113999987,2909612.791299983
2020-12-31,2020-12-31,50110570,4707791.015900021,397087.514400002,2692873.431199999
2021-01-31,2021-01-31,50110570,4992030.847499977,340814.1385999979,2602548.8561000116
2021-02-28,2021-02-28,50110570,4305108.4142999975,266325.5681999989,2549948.492400007
2021-03-31,2021-03-31,50110570,4472538.855999978,282943.5612999988,2915122.4176000077
2021-04-30,2021-04-30,50110570,4217192.821400002,382236.03930000257,2697259.3516999898
2021-05-31,2021-05-31,50110570,4447017.269299981,351911.26310000016,2740249.1086000055
2021-06-30,2021-06-30,50110570,4232724.368199998,301571.9229000006,2722683.625799995
2018-01-31,2018-01-31,50110580,7445161.234900055,1595981.186900003,8375225.287599992
2018-02-28,2018-02-28,50110580,6752160.920700007,1346141.920400004,7272050.564300004
2018-03-31,2018-03-31,50110580,6895899.324700045,1484159.836699986,7685386.66599996
2018-04-30,2018-04-30,50110580,6643608.803200011,2071064.9783999922,8138011.417399977
2018-05-31,2018-05-31,50110580,6850163.218399971,2021331.7741999992,8524091.470600028
2018-06-30,2018-06-30,50110580,6759617.177500011,1945418.5459000124,8018882.663699992
2018-07-31,2018-07-31,50110580,7059470.620499999,1967909.1069999966,8916587.519899953
2018-08-31,2018-08-31,50110580,7179310.45560004,1941193.9019000044,9650117.00249997
2018-09-30,2018-09-30,50110580,6817344.744200038,1796633.192900003,8320130.037000028
2018-10-31,2018-10-31,50110580,6957230.977999941,2085025.4306999932,8439301.314300045
2018-11-30,2018-11-30,50110580,6737585.416599979,2003660.0636999991,7874253.734300005
2018-12-31,2018-12-31,50110580,7086487.02870005,1874697.7644999865,7680352.789800046
2019-01-31,2019-01-31,50110580,7015721.698500005,1698681.6695000017,8880051.525200022
2019-02-28,2019-02-28,50110580,6436673.932399984,1379312.1086999949,8799883.22319994
2019-03-31,2019-03-31,50110580,6904103.464300026,1421132.249199999,8877758.2703
2019-04-30,2019-04-30,50110580,6671393.7896000175,1990457.5025999967,8959595.950799996
2019-05-31,2019-05-31,50110580,6768657.824200011,2083900.0497999978,10418105.07180005
2019-06-30,2019-06-30,50110580,6617362.684399961,1933917.2608999927,9919409.459599968
2019-07-31,2019-07-31,50110580,6931288.2438999545,1848184.014300005,10249332.69779995
2019-08-31,2019-08-31,50110580,6936639.795599988,1826421.8782000097,10531798.030600043
2019-09-30,2019-09-30,50110580,6694897.15820003,1694914.1625999992,8735266.061900022
2019-10-31,2019-10-31,50110580,6598465.122400004,1794653.4486999959,10382329.732599989
2019-11-30,2019-11-30,50110580,6498707.049699997,1766012.8632000138,9577376.219899992
2019-12-31,2019-12-31,50110580,6809167.656899981,1728247.9497999966,9805077.056699974
2020-01-31,2020-01-31,50110580,6919141.528099995,1385043.9060000007,10812876.47670003
2020-02-29,2020-02-29,50110580,6620542.8706000345,1061203.2524999953,6159687.584699996
2020-03-31,2020-03-31,50110580,7370444.002900005,995194.7991999994,5636727.033700012
2020-04-30,2020-04-30,50110580,6950815.359700012,885501.9589000014,5573293.725599994
2020-05-31,2020-05-31,50110580,7067291.733600003,853047.3389999998,7467067.348900005
2020-06-30,2020-06-30,50110580,6749997.072000007,974319.131499998,8325533.37610007
2020-07-31,2020-07-31,50110580,7003438.442000029,1324821.141300005,9223502.965499995
2020-08-31,2020-08-31,50110580,7171760.386300025,1283414.6721000026,10205317.922800057
2020-09-30,2020-09-30,50110580,6977000.909700037,1051121.766900004,7384242.260999994
2020-10-31,2020-10-31,50110580,7141780.2145000035,1132292.027800002,8986281.087800035
2020-11-30,2020-11-30,50110580,7099969.604299989,1342242.4193000086,8158420.704700069
2020-12-31,2020-12-31,50110580,7849812.221699976,1328902.244900006,5588160.847500009
2021-01-31,2021-01-31,50110580,8085642.725800036,1033171.9624000008,5045688.513200009
2021-02-28,2021-02-28,50110580,7009093.917500001,892796.480599998,6451532.68879995
2021-03-31,2021-03-31,50110580,7294180.256299989,1081064.7574000028,7365704.999499991
2021-04-30,2021-04-30,50110580,7041666.343300043,1371686.297699997,7761794.701799942
2021-05-31,2021-05-31,50110580,7377790.200300029,1299387.135300004,8004629.518300018
2021-06-30,2021-06-30,50110580,7092865.815700021,1174391.8355000007,8045283.9099
2018-01-31,2018-01-31,50110590,4935982.992999983,703935.3180000018,4938897.022899986
2018-02-28,2018-02-28,50110590,4564512.9572000075,581624.836699997,4444064.841300013
2018-03-31,2018-03-31,50110590,4654124.366700013,707207.2323999944,4796902.769599996
2018-04-30,2018-04-30,50110590,4426399.187299985,742007.436500001,4842400.946600017
2018-05-31,2018-05-31,50110590,4546524.814799998,758835.6073999997,5035771.746799968
2018-06-30,2018-06-30,50110590,4377098.999300006,718258.436200002,4866403.489900038
2018-07-31,2018-07-31,50110590,4508373.487199999,668536.1674000021,4702043.905999996
2018-08-31,2018-08-31,50110590,4570407.617300012,529263.3449999992,4706816.390800035
2018-09-30,2018-09-30,50110590,4370428.379099993,501736.2586000007,4840930.890699983
2018-10-31,2018-10-31,50110590,4553423.594799985,627484.6878999994,4603072.533599983
2018-11-30,2018-11-30,50110590,4352977.379699985,569498.0420999964,4415540.286499997
2018-12-31,2018-12-31,50110590,4616665.357399976,589768.8430999994,4385566.505300007
2019-01-31,2019-01-31,50110590,4681675.742499995,538653.3676000028,4610362.7388000125
2019-02-28,2019-02-28,50110590,4290910.988199975,451768.7753999989,4168333.4910000074
2019-03-31,2019-03-31,50110590,4430197.29730001,507976.7315999982,4621914.46199996
2019-04-30,2019-04-30,50110590,4258485.50590001,606063.6713000003,4308229.373400023
2019-05-31,2019-05-31,50110590,4344259.541400001,646880.5184999972,4620905.906100023
2019-06-30,2019-06-30,50110590,4205295.822499999,631090.3377000019,4475987.58129999
2019-07-31,2019-07-31,50110590,4452522.840699991,645022.5155000015,4856771.182699979
2019-08-31,2019-08-31,50110590,4597602.360700023,656987.9604000004,5076612.380399984
2019-09-30,2019-09-30,50110590,4417079.07519999,580533.4305000005,4276732.867300023
2019-10-31,2019-10-31,50110590,4436195.506399989,636526.4680999996,4575539.0706000505
2019-11-30,2019-11-30,50110590,4178266.5997000183,632011.5213000017,4653897.438399978
2019-12-31,2019-12-31,50110590,4306740.005799986,581864.0167999995,4888734.6059
2020-01-31,2020-01-31,50110590,4270223.075199999,597157.1443000033,5257247.958200004
2020-02-29,2020-02-29,50110590,3969984.4642000054,553024.9129000014,3851973.682299999
