base_date,emd_cd,korean_resd,korean_work,korean_visit,long_term_frgn_resd,long_term_frgn_work,long_term_frgn_visit,short_term_frgn_visit,resident_fe_korean,resident_fe_frgn,resident_m_korean,resident_m_frgn,card_cnt_home,card_amt_home,card_cnt_out,card_amt_out,waste_cnt,waste_amt
282,2020-11-30,50110540,36383853.88149993,4421173.371900005,16717721.057600025,319161.9485000015,41756.14090000003,170433.42130000054,2386.7544999999523,25435,353,24512,249,1466.6733333333334,43013587.266666666,1037.443113772455,31058844.017964076,102816,199985150
283,2020-12-31,50110540,39690000.48380009,4349711.599399985,15236859.35959989,326256.1468000139,40672.76419999973,177388.17689999726,2889.476100000033,25388,341,24446,248,1563.032258064516,46871586.47096774,901.8322981366459,24320165.86335404,106044,220681900
284,2021-01-31,50110540,40788517.70519987,3653514.133099977,15449462.568500064,335959.13950000005,28848.69470000014,172648.98310000607,479.11479999999284,25370,334,24431,247,1512.6,46253585.8967742,867.9006211180124,22430020.88198758,101519,214562700
285,2021-02-28,50110540,35718088.90900012,3395715.4494000315,15500083.640499907,317323.77490000165,21122.73960000015,162008.30560000506,761.208499999981,25324,328,24314,249,1506.8357142857142,48514792.82142858,962.5454545454544,27078701.35664336,83034,178656200
286,2021-03-31,50110540,37495406.13599984,4002805.817899984,17274727.79199993,302867.13409999985,23579.37450000001,206377.6774,2367.852299999996,25254,332,24287,246,1473.3612903225805,43002564.2,963.279069767442,26977988.88372093,95874,198242608
287,2021-04-30,50110540,36107728.22409994,4554765.389700029,15965402.328300064,319704.4247999997,26606.63419999997,175954.47880000042,1614.6406999999697,25268,334,24287,244,1491.513333333333,43551650.78666667,991.810975609756,28151030.707317077,97899,192527200
288,2021-05-31,50110540,37862311.43750013,4405589.254099992,15685510.16320001,320084.3123999974,30577.471599999837,207648.6258999953,1584.6645999999885,25258,330,24301,245,1594.206451612903,47988916.0,987.5149700598804,28590028.850299396,112714,215882550
289,2021-06-30,50110540,36014140.63329989,3918084.752799985,15819627.93130006,309280.01469999127,32459.188599999277,171478.20699999848,1577.5813999999923,25254,322,24299,241,1596.3266666666666,45943774.46,930.69375,25297447.73125,127973,225423200
290,2018-01-31,50110550,6493972.06220003,514743.1371999977,4759852.514199992,84472.07049999994,4936.632899999996,47948.35809999987,16543.609699999943,7348,81,7057,60,331.16774193548383,10206008.81935484,246.58433734939757,7702071.1867469875,28427,71078500
291,2018-02-28,50110550,5946296.100099987,459402.21589999966,4059800.237900028,82413.70120000001,6521.587599999997,36658.60950000004,11588.171000000028,7354,83,7056,64,337.3741007194245,11468009.589928055,230.19736842105263,7353848.875,27127,68419050
292,2018-03-31,50110550,5912029.281200012,494916.40799999866,4354752.001800035,60407.331000000086,12734.5391,42256.354999999916,18513.05489999985,7338,85,7042,69,331.7483870967742,9372414.593548387,257.5542168674699,8196572.0662650615,29721,73542800
293,2018-04-30,50110550,5719156.905099986,458715.3924,4243131.436800015,77465.98540000009,3865.1505000000025,41756.71049999996,23359.423299999933,7319,94,7023,77,351.44666666666666,11056238.073333334,256.85714285714283,7865711.946428573,29402,66869550
294,2018-05-31,50110550,5980774.3355000075,476571.17010000383,4385412.508200003,75513.06469999994,5047.849699999999,49980.62119999987,33481.1927999999,7306,98,7001,337,368.9870967741937,10671037.858064516,262.12280701754383,8511639.385964911,32645,68054150
295,2018-06-30,50110550,5956373.2721000025,491549.82580000255,4354655.57310003,78000.6837,5710.938699999998,50283.341400000114,29908.154099999825,7285,97,6994,190,380.0533333333333,11006927.286666667,273.5548780487805,8553173.896341464,35688,72919400
296,2018-07-31,50110550,6250748.534199962,490880.1576000029,4394151.919899987,81500.79820000027,6728.3878999999915,48340.21280000005,45652.41829999985,7269,93,7012,143,382.3483870967742,11026101.187096776,277.19631901840495,8381873.141104295,43475,87997000
297,2018-08-31,50110550,6233989.7245000275,485086.46249999705,4457822.914600012,71084.45919999997,7924.785199999989,49182.1234,55192.00409999909,7265,89,7014,133,388.0387096774194,11311459.01935484,266.5664739884393,8043104.988439308,41888,84322600
298,2018-09-30,50110550,6010165.474700016,480056.42950000026,4497873.737000003,65788.06230000012,8338.181299999991,64997.618800000186,37914.76190000001,7278,84,7021,127,376.4066666666667,12286887.14,261.4223602484472,7923314.416149069,37621,70970500
299,2018-10-31,50110550,6426839.4331,499731.51460000005,4359012.682699995,78397.08440000044,10829.590200000019,49935.852300000144,51258.56770000037,7270,80,7007,111,340.9741935483871,9928568.587096777,258.2916666666667,7853836.833333332,34547,66964900
300,2018-11-30,50110550,6166677.937199988,548617.6911999991,4142097.0788999926,84133.44820000019,15828.249400000017,42290.75280000007,42380.35970000007,7264,77,6996,83,345.42,10198966.026666667,265.38036809815947,7933023.380368099,31734,66904150
301,2018-12-31,50110550,6424569.279399983,535645.7435999991,4289669.9734999975,90810.34520000023,11669.303600000005,47637.04209999999,39784.80280000064,7239,78,6951,77,348.11612903225813,10824903.870967742,260.1111111111111,8294835.812865498,30921,73518900
302,2019-01-31,50110550,6484339.682600025,486969.734900002,4447682.938299977,76342.96989999994,13115.691299999995,59058.11799999997,45155.31109999948,7191,78,6928,77,336.3677419354839,10588769.632258063,252.39306358381504,7825940.7919075135,30087,70912250
303,2019-02-28,50110550,5865629.013499973,456922.2508000002,4193325.2575999917,70801.12089999992,6379.848899999997,52122.417300000125,45740.515200000526,7139,78,6897,76,329.29285714285714,10449037.485714288,260.2751677852349,8167216.120805369,28980,69023300
304,2019-03-31,50110550,6132272.002400025,517349.5040999999,4420294.300999977,70214.93379999987,4062.984499999994,65264.73380000006,55182.257799999294,7135,78,6883,77,342.36129032258066,10135982.283870967,263.6,8047803.454545454,29038,67585050
305,2019-04-30,50110550,5920534.908100017,520023.7076999997,3994467.4799000127,77587.77599999994,5161.8183000000045,61140.836100000066,52752.25089999948,7134,78,6875,73,366.54,10720669.453333333,267.3888888888889,8123477.308641977,28392,62998400
306,2019-05-31,50110550,5959048.305699985,543811.0235999995,4131544.753299985,85808.78230000018,3027.4840999999988,72980.99779999997,49940.64800000064,7124,77,6857,69,364.458064516129,10797741.083870968,273.1360946745562,8644512.124260355,32062,65460900
307,2019-06-30,50110550,5858975.031200029,544488.4632999997,4126809.94509999,73399.37310000017,4249.629000000002,74375.50179999997,40690.12099999925,7110,77,6837,72,374.44666666666666,11175520.953333333,269.2469135802469,8298713.37037037,34226,68266500
308,2019-07-31,50110550,6207814.767899989,550249.737500002,4374623.432000007,84344.26329999977,7528.210599999998,78234.77990000047,50926.05289999992,7132,78,6850,70,371.0258064516129,10374654.07096774,267.8941176470588,7947565.517647059,39467,81298700
309,2019-08-31,50110550,6256861.091599982,534543.9595000062,4232907.079199988,90629.25980000016,4666.666500000004,82581.22680000005,78984.08089999987,7124,80,6827,69,386.29032258064524,11383610.316129033,279.2117647058824,8365951.576470587,39762,79567550
310,2019-09-30,50110550,6031221.664800015,473115.15560000046,4066727.9782000026,86267.37390000018,7354.614699999992,57103.29129999997,58401.39410000065,7098,83,6826,69,381.7,11493841.053333333,259.01875,7607733.71875,37519,72046850
311,2019-10-31,50110550,6088776.733199971,563848.5634000001,4120386.789199989,72789.89890000003,9053.647599999984,56424.20310000003,80081.27900000023,7076,84,6810,72,374.0322580645162,10650743.92903226,282.562874251497,8040220.850299401,33462,60155000
312,2019-11-30,50110550,5984301.109400004,531810.800300002,4420755.639000003,59531.560300000085,6747.8983000000035,65542.90210000004,45071.81830000036,7070,86,6797,68,363.38,10554938.873333333,285.36196319018404,8477486.80981595,30136,58742500
313,2019-12-31,50110550,6366848.567199998,564430.9372999982,4644077.886900038,67962.32180000009,11176.932100000002,62154.217200000036,74591.73290000143,7066,85,6788,66,364.4193548387097,10975597.148387097,271.0595238095238,8462538.589285715,28876,64189500
314,2020-01-31,50110550,6605500.383199971,525690.3242000026,4819045.577800023,58442.510100000436,4232.109099999973,55240.005499999934,61313.00370000004,7013,84,6758,65,352.57419354838714,11634542.916129032,245.88622754491016,7879113.0179640725,29949,70070100
315,2020-02-29,50110550,6078014.521999982,506790.1384999971,4112988.729699993,54700.17719999983,8891.155499999897,51058.25249999987,32405.54109999989,6989,84,6754,65,349.4620689655173,10674593.627586206,249.171052631579,7664867.835526315,27917,61990800
316,2020-03-31,50110550,7173188.558800026,579001.8651999992,4008437.0392999933,64373.98520000022,6700.3211999999085,45771.9529,2956.389399999964,6971,82,6740,65,382.3225806451613,11225045.58064516,253.00632911392404,7222124.778481012,29934,63840650
317,2020-04-30,50110550,6816118.814799982,487485.0156999981,3739350.557300014,60961.69260000058,4255.585399999949,56333.58119999989,1402.391500000005,6970,87,6727,67,382.82666666666665,11097169.12,265.03225806451616,7831434.2,28097,56606000
318,2020-05-31,50110550,6793403.390100035,504957.193800001,4069121.0914000114,52135.58259999995,5439.361000000013,57415.064399999974,241.8113000000002,6968,86,6703,69,408.8129032258065,12195531.122580646,286.98214285714283,9040286.63690476,32271,62806100
319,2020-06-30,50110550,6272980.928699981,530481.2591000011,3955112.894399991,39499.07050000022,6400.483800000006,58721.86879999997,108.84819999999922,6980,83,6712,67,397.63333333333327,11315333.22,278.8679245283019,8394337.327044025,29910,58721055
320,2020-07-31,50110550,6437831.470699983,619169.5218000017,4383285.58959999,33579.829000000005,6103.587599999978,64016.25229999992,177.71419999999816,6968,83,6703,65,400.3935483870968,11637374.638709676,282.91463414634154,8880803.56707317,36516,68090950
321,2020-08-31,50110550,6685124.291200018,562387.3430999982,4089236.235099992,34112.27179999999,4376.519199999993,58640.00349999997,535.5075999999964,6964,82,6691,60,439.10322580645163,12917234.858064516,289.29696969696965,8812062.781818181,35329,66153800
322,2020-09-30,50110550,6410576.4805999985,567882.0568,3946883.7381000086,26983.96009999983,5367.442699999969,56471.774399999274,1068.0408000000036,6954,81,6662,59,460.4,14246710.986666664,282.3892617449665,8640189.013422819,30342,53852800
323,2020-10-31,50110550,6664817.503500016,489837.22480000154,4161478.8469999908,40491.93469999906,2537.5593000000213,60252.961500000085,558.2010999999947,6933,80,6656,55,412.458064516129,12009417.84516129,287.5632911392405,8770689.329113925,30585,54576750
324,2020-11-30,50110550,6765198.139000001,513153.18760000315,4222807.095899981,42438.21350000001,4871.6480000000065,52404.926999999836,263.91869999999994,6942,79,6654,53,409.5866666666666,11907467.126666667,271.0125,8738277.65625,27238,53469800
325,2020-12-31,50110550,7515001.608800042,541551.464799999,4086771.4124000063,45388.972700000326,2920.4808999999977,54710.940000000046,579.4114000000006,6940,81,6646,52,435.35483870967744,13430768.612903224,245.64285714285717,6795202.62987013,26591,57201600
326,2021-01-31,50110550,7862207.658700013,476124.0943000018,4009640.8257000125,51665.24250000014,6137.2198999999755,47878.709100000466,34.84910000000017,6933,83,6646,53,425.72258064516126,13470890.425806452,233.78,6533456.7733333325,25715,55008750
327,2021-02-28,50110550,6745444.794499988,469541.6827999978,3856014.127799992,52453.34500000033,4990.635399999964,52030.70140000073,300.47789999999833,6928,84,6641,53,414.77142857142854,13705254.65,255.9275362318841,7354856.050724638,20172,43495350
328,2021-03-31,50110550,6939622.366999977,548624.9166000009,4200515.764999994,46146.62889999999,5298.029699999998,61562.446200000246,417.30590000000086,6907,84,6616,51,408.4903225806452,12057218.025806453,264.79012345679007,7764392.203703702,23787,50034650
329,2021-04-30,50110550,6590039.430699987,564309.1731000022,4078933.976600026,51190.11329999996,7846.842299999993,51818.004899999745,504.63830000000235,6886,83,6617,51,417.22666666666674,13270921.293333333,271.0584415584416,7954217.7532467535,25571,51074200
330,2021-05-31,50110550,7032441.007599982,521266.06859999703,4240330.295000014,55822.5626999999,5951.613399999908,59095.468700000274,220.70000000000192,6895,86,6630,52,433.5806451612903,13013626.651612906,273.45283018867923,8286994.402515722,29938,57099250
331,2021-06-30,50110550,6672963.5050000325,540262.1557000031,3973732.7004000163,45344.502099999874,8015.744200000034,51590.999500000566,140.90100000000058,6886,87,6627,51,436.0866666666666,12890161.033333333,255.0194805194805,7404381.188311689,32306,59222300
332,2018-01-31,50110560,3046403.6923,371489.4056999993,3976088.373700018,92340.72790000039,3649.819099999999,64156.211900000075,107137.67519999898,4188,94,4500,128,173.16774193548386,5812794.135483871,148.86875,4408640.2375,16603,39820100
333,2018-02-28,50110560,2743074.0501999804,310996.9282999993,3465722.050899968,77297.97810000002,2544.9944,56527.633199999815,91596.42570000043,4199,97,4497,128,176.2086330935252,6608885.762589928,137.65562913907286,4228386.258278145,15629,36785950
334,2018-03-31,50110560,2849926.6780999987,327656.09619999863,3803070.8493000166,71936.13939999994,5538.321300000001,56907.71130000004,125505.0684999993,4195,95,4480,121,175.72258064516132,5997912.083870968,159.3910256410256,4924265.743589744,17161,40787200
335,2018-04-30,50110560,2719187.280600002,371066.73969999905,3725350.0819000006,59176.23840000004,7051.740899999998,64930.953600000175,146261.7197999977,4183,97,4473,131,184.6266666666667,6211535.006666668,163.1161290322581,4766186.722580645,16835,37846950
336,2018-05-31,50110560,2846999.273399992,403041.4176000009,3808067.8665000005,59410.28420000001,4063.8428999999987,77488.17459999984,179287.45990000016,4166,103,4451,151,202.75324675324677,6663416.636363638,165.7090909090909,5420764.090909091,19169,38050900
337,2018-06-30,50110560,2791395.75560001,388601.3733000011,3655824.6546999887,57143.4053,4375.134900000002,83235.8289999999,196149.6725999991,4157,112,4444,154,205.97333333333333,6781457.633333334,166.4774193548387,5120308.916129032,21206,41411150
338,2018-07-31,50110560,2924412.705099985,391353.83160000097,3876900.824200008,67216.57679999969,2544.2901,75900.1779000002,174912.88019999952,4131,112,4436,158,206.87741935483868,6966309.929032258,167.52469135802468,4969227.728395062,26313,51910050
339,2018-08-31,50110560,2945583.238700015,341804.9667999973,4052990.3014999987,58506.511599999874,12041.242799999987,87236.48999999998,194848.54509999813,4095,111,4415,162,212.72258064516132,6925611.638709677,177.5625,5523826.99375,25227,48277350
340,2018-09-30,50110560,2883917.757499998,326990.969299998,4230839.255800047,70854.71829999996,2384.5152000000007,95270.91420000028,185981.85240000108,4079,108,4405,154,216.4933333333333,7936526.7,165.23870967741937,4920600.548387097,23226,42080450
341,2018-10-31,50110560,3170563.2608999982,540802.9308000007,4009843.337100002,99698.0731000003,4051.107500000005,84129.38739999999,314002.7256999963,4055,108,4393,159,196.1354838709677,6752093.438709677,169.01910828025478,4919780.522292994,21586,40283000
342,2018-11-30,50110560,3057335.113600018,547912.2777999964,3958891.914700024,87227.19180000003,3073.0747,83314.41630000038,217829.5312999984,4031,113,4376,157,192.86666666666667,6642445.86,158.33121019108282,4725663.1974522285,20066,39478300
343,2018-12-31,50110560,3192919.6176000186,556521.5416999997,4119782.270699988,81326.55810000036,6975.759099999993,83407.03370000009,187610.7195000031,4023,110,4374,155,192.05806451612904,6593238.167741937,169.84313725490196,5244859.274509803,19183,43280150
344,2019-01-31,50110560,3183869.2323999894,524368.7403999978,4170487.6692999857,89592.41889999989,5978.842699999997,85779.21959999997,193334.12950000013,4018,117,4376,165,185.73548387096776,6284219.541935484,160.61728395061732,4815068.444444444,18552,40432400
345,2019-02-28,50110560,2832691.4407999977,447987.79280000046,3877177.611400008,85657.55920000019,10512.891900000015,96710.86119999998,199326.394299998,3994,114,4351,159,189.5642857142857,6487408.171428571,164.16083916083915,5174045.671328671,18214,40530650
346,2019-03-31,50110560,3063230.0197,516374.4181000012,4121464.004999977,92737.62300000039,4766.553100000008,90817.08800000028,207756.24330000216,3991,108,4328,159,192.58064516129036,6237610.696774192,172.03267973856208,5118174.705882353,19154,40510300
347,2019-04-30,50110560,2906280.178199993,551637.7344999961,3892189.9605999705,90646.99569999971,5522.146799999998,87979.89040000043,300534.4491000033,3971,112,4293,169,199.42,6227575.6866666665,167.39743589743588,5171330.141025641,18667,38799550
348,2019-05-31,50110560,3016676.9999999925,550254.1365999995,4062420.703799995,87293.20510000008,3244.6427999999987,102118.49449999971,282860.20629999635,3966,107,4288,168,209.30967741935487,6491871.09032258,168.8527607361963,4989383.368098158,19882,39018000
349,2019-06-30,50110560,2862737.6731999908,530041.7254000015,3839366.1999000027,78546.71700000006,6391.470600000009,114512.05879999939,244808.9899000019,3957,105,4282,166,216.69333333333333,6665403.84,166.70967741935485,5450292.393548387,22246,43205150
350,2019-07-31,50110560,2948208.2085000086,502009.6427000026,4083563.157299978,93291.02660000039,7036.483000000002,111702.55930000047,245390.67650000105,3953,101,4275,162,214.74838709677417,6937567.761290322,170.48447204968946,4931913.801242236,25165,48782500
351,2019-08-31,50110560,3027309.3791999896,488466.5797000014,4157960.520799974,91873.73140000003,6832.1009999999915,103841.80580000016,290964.41209999914,3937,101,4259,165,227.18064516129036,7303672.806451612,172.68711656441718,5134428.251533742,24765,46484250
352,2019-09-30,50110560,2932676.5835000062,445398.7056000021,3850669.898900011,76096.39429999987,4166.0412000000015,98822.09460000016,197608.0621000037,3946,97,4268,159,218.0733333333333,7782168.72,154.7987012987013,4364524.512987013,21979,40115250
353,2019-10-31,50110560,3065544.7593999933,506548.844199999,4082882.0332000023,83434.92189999993,9216.967699999985,96927.26110000053,277759.7544000022,3933,99,4253,156,217.32258064516128,6617581.4,174.97560975609755,5141959.939024392,19399,34224250
354,2019-11-30,50110560,3043153.3692000117,538335.2768999998,4256716.4670999935,78259.07719999993,5172.466199999995,105219.92160000034,212768.50740000184,3924,105,4258,162,209.22666666666663,6590986.986666666,163.42073170731706,4706427.384146341,18375,35060900
355,2019-12-31,50110560,3154604.292700024,550774.3407999972,4266976.0542999925,62261.13269999986,5280.0879,92158.46299999996,203030.17120000115,3920,99,4254,160,201.3483870967742,6668007.477419355,173.48427672955975,5283988.704402517,17166,35540150
356,2020-01-31,50110560,3103105.6408999963,532907.4693000008,4132161.2130000163,56956.87759999983,6862.098599999998,94439.53160000179,173494.84720000232,3912,103,4229,158,206.85714285714286,7014278.2792207785,150.19760479041915,4629325.275449102,15603,33954800
357,2020-02-29,50110560,2950220.3014999935,472298.67769999773,3404303.875599972,57914.76419999996,10950.912899999994,82107.60950000116,56557.638900000115,3901,107,4215,160,193.86206896551724,6293705.979310345,148.91836734693874,4271579.816326532,14806,31296400
358,2020-03-31,50110560,3297208.449600003,428872.5307999992,3082319.0050000106,75942.1266999987,10274.226700000028,63233.77359999989,6602.462100000073,3882,109,4193,162,197.5161290322581,5873113.225806451,149.21052631578948,4675873.453947368,15696,31831100
359,2020-04-30,50110560,3085994.7164000007,427011.9206999978,2933241.2847999837,72441.39510000082,10556.4188,71211.46030000037,2657.798000000015,3893,108,4216,160,199.96,6425080.466666668,145.125,4149480.513157895,15209,29979550
360,2020-05-31,50110560,3151558.963400008,423559.8366999999,3372723.502900005,79546.75000000052,6372.987099999991,81255.61970000029,232.43439999999958,3897,109,4203,153,222.85806451612905,7226929.3806451615,165.6037735849057,4948117.547169811,18126,35372900
361,2020-06-30,50110560,2908791.1609000014,419316.4995000024,3580707.450199996,66389.64680000018,5055.458499999997,91717.60719999977,219.08799999999968,3882,108,4185,152,215.74666666666667,6565223.153333332,165.66447368421052,5053692.296052632,18461,37503450
362,2020-07-31,50110560,2968537.3316,484266.74210000044,3876131.510300017,68705.38779999987,8822.016699999982,105060.24040000043,508.856899999993,3884,107,4190,154,222.18709677419358,6815258.348387098,155.12738853503188,4485907.955414013,20887,39410400
363,2020-08-31,50110560,3031047.1513000126,458846.00259999844,3996807.042999975,62870.21319999994,5097.764699999991,99228.04100000043,271.0384999999988,3880,107,4188,152,239.94838709677413,7674544.3806451615,168.7924528301887,5058359.48427673,19954,38042250
364,2020-09-30,50110560,2946841.3032000163,420057.36979999853,3309034.6618000017,66292.15639999943,4693.530300000009,76742.95010000013,503.32979999999657,3904,109,4174,158,249.52,8785722.873333333,161.40136054421768,4491832.142857143,17484,30701050
365,2020-10-31,50110560,3011282.64889998,447831.8899999989,3815596.958099994,74439.33859999951,7134.110399999935,81252.11420000112,718.1605999999921,3894,109,4183,152,224.24516129032256,7261207.193548388,155.4076433121019,4699921.25477707,16851,30367250
366,2020-11-30,50110560,3033085.7811000007,461622.5507999972,4105941.994199991,86704.14200000023,7963.8210000000145,72007.88809999972,426.0836999999994,3875,105,4177,151,226.68666666666667,7319512.42,158.40397350993376,4780619.377483443,15278,30242650
367,2020-12-31,50110560,3343435.005900002,474674.9322000008,3428032.6435999926,91413.32700000117,3930.9613999999933,75067.91500000122,753.3537999999976,3856,114,4149,156,231.32258064516128,7590298.354838708,139.04137931034484,3863024.6827586205,15019,31214650
368,2021-01-31,50110560,3480175.1418999857,407396.80270000134,3207813.711500002,101676.21550000088,3056.646700000006,56463.40590000119,358.3419999999929,3823,110,4126,154,236.03225806451616,7614681.374193547,137.54609929078018,3670906.70212766,12959,28184650
369,2021-02-28,50110560,3002506.758399993,395582.23220000154,3218438.8074000045,81163.06259999827,4554.9704000000265,62030.581400001756,142.35299999999896,3821,108,4126,151,229.85714285714286,7905299.978571429,137.47407407407408,3971042.4222222217,12085,26655750
370,2021-03-31,50110560,3134749.8486999967,449841.9846000013,3739102.129200027,76060.40420000003,6080.327600000012,74008.74120000012,244.63140000000215,3818,109,4123,151,229.5032258064516,7666365.941935483,145.33121019108282,4073333.146496815,11799,24801600
371,2021-04-30,50110560,2975524.1301000067,474390.0423000028,3826613.935299992,71866.16329999978,4562.807799999994,69679.84350000008,586.6716999999967,3822,103,4101,145,224.7933333333333,7490886.86,147.91666666666666,4030908.4038461535,11627,23157600
372,2021-05-31,50110560,3176636.5004999945,463590.9006999983,3962103.823899988,74845.81310000065,6642.177999999954,72362.68249999911,466.26000000000334,3829,106,4114,145,229.78064516129032,7328447.161290322,147.43037974683546,4297936.3987341765,12852,24945700
373,2021-06-30,50110560,3061671.842899995,462925.7086000011,3937553.6808000067,64147.135300000176,4313.181899999978,80752.88040000113,805.297000000005,3825,105,4114,145,231.36666666666667,7185162.346666668,143.05517241379312,3995075.248275862,12943,24066500
374,2018-01-31,50110570,4690039.8810000215,340573.51830000035,3177612.120199992,38272.52119999999,3066.9540999999977,36771.15430000003,10829.488300000054,3775,48,4026,38,150.9205298013245,5294618.238410596,124.45394736842104,3849458.0855263164,14853,40712250
375,2018-02-28,50110570,4305839.184999994,254007.2207000005,2915052.3680000287,23781.64469999997,702.0606999999999,34731.00560000001,9970.810300000032,3761,48,3991,36,152.43703703703702,5744709.37037037,119.25735294117645,3841791.838235294,14064,37374350
376,2018-03-31,50110570,4420194.4471000135,275072.8542999987,3148534.212500014,21955.568399999996,4012.3304,31534.36660000002,14113.707699999932,3753,47,3989,38,149.05228758169937,4998347.470588235,126.50967741935484,4094218.419354839,16047,42821400
377,2018-04-30,50110570,4129941.068799987,390270.88840000157,2896896.412599994,20255.9345,2034.8213,37174.25220000002,15759.645500000037,3738,44,3979,40,166.01398601398603,5578813.454545454,124.80392156862743,4169553.333333334,15785,39343900
378,2018-05-31,50110570,4302771.2179999985,374107.1010000025,2960388.6258000033,25329.76499999996,3152.674599999997,34204.31499999995,15144.832500000082,3730,44,3972,42,170.3986928104575,5542951.0,128.3540372670807,4653678.416149069,17283,39819000
379,2018-06-30,50110570,4192452.029500017,376218.5957000016,2805862.425000008,28433.949,2966.8593,30365.43449999999,13954.15719999995,3709,43,3944,41,174.34931506849315,5676388.205479452,140.2097902097902,4398403.79020979,18322,40188250
380,2018-07-31,50110570,4318009.115600003,375779.8671000022,3057668.605599976,21697.04940000001,2233.128499999999,40887.34379999994,23671.927099999877,3697,45,3919,42,177.18421052631575,6019172.605263158,132.4871794871795,4331305.192307692,22707,48926550
381,2018-08-31,50110570,4430549.431299998,315115.33729999943,3038197.211500008,30242.5268,1796.1843000000006,35629.176000000065,19556.714000000182,3686,46,3909,40,179.30666666666667,5599174.346666667,135.8343949044586,4276261.445859873,21494,46123400
382,2018-09-30,50110570,4182193.8044000138,340666.86809999985,2859525.1851000017,25312.08180000001,1749.2795000000006,39330.06890000003,18785.76410000012,3684,42,3898,39,178.23648648648648,6335047.939189189,128.51298701298705,4263559.590909091,20276,41854350
383,2018-10-31,50110570,4266372.152000002,384190.76369999844,2824917.173300005,28919.5271,2022.1862,34687.535500000144,28288.251399999972,3692,45,3884,40,160.76129032258063,4993653.548387097,131.71241830065358,4120248.065359477,18475,38562750
384,2018-11-30,50110570,4109678.502399989,379461.9796999985,2767016.277499968,37991.83739999995,429.245,31590.855,21550.814599999907,3681,43,3881,40,154.56375838926175,4876814.832214765,136.26712328767124,4120546.609589041,16845,38430500
385,2018-12-31,50110570,4457588.5589999985,401829.27819999953,2930535.2504999638,38802.00019999996,339.83919999999995,31132.896299999917,21564.88849999981,3647,44,3880,39,156.11688311688312,5097319.441558441,132.2628205128205,4496157.096153846,16158,41677600
386,2019-01-31,50110570,4593636.155999992,320207.2662999963,2960693.0982999844,34484.8547,0.0,45212.92419999999,18320.66420000014,3634,45,3845,39,156.21935483870968,5100269.24516129,132.96153846153842,4279352.897435897,15773,39537950
387,2019-02-28,50110570,4178735.7435999885,256567.83580000032,2764293.561399986,27560.37810000003,4524.048099999995,33362.00450000003,24880.93690000023,3617,46,3810,39,154.17142857142858,5226377.35,124.17123287671231,4055050.568493151,15265,38227350
388,2019-03-31,50110570,4376138.127999982,258063.2982999991,3109175.6956999875,30610.679800000024,2061.5493999999994,44666.33060000002,25879.131199999956,3609,48,3805,38,159.51612903225808,4899125.748387096,136.40397350993376,4261296.735099338,15436,37816350
389,2019-04-30,50110570,4156317.830799995,364164.1524000015,2767069.493499996,30802.29669999997,1851.2802000000013,36282.39759999991,22073.582400000083,3600,53,3796,39,166.91333333333333,4932060.16,132.04054054054058,4321534.47972973,15302,35929200
390,2019-05-31,50110570,4243730.627000008,367562.3410999983,2864804.170800014,29192.987100000013,2279.528799999999,43412.691099999836,29085.87680000018,3575,51,3785,37,167.10322580645158,5178206.825806452,135.98648648648648,4419649.885135135,16825,35526250
391,2019-06-30,50110570,4064827.8097999864,366936.33869999717,2737034.4853000096,26614.83560000006,781.9000000000003,52339.609800000166,26174.793199999847,3558,50,3780,35,166.3,5021946.293333333,130.03311258278146,4147104.5496688737,18183,37244900
392,2019-07-31,50110570,4231660.6616000105,326999.1373000022,3018175.687500008,33895.955500000004,1440.9596000000006,48622.34490000005,33231.505099999915,3562,50,3772,35,170.46451612903226,5290245.896774193,134.98113207547172,4145094.3522012583,20411,41799350
393,2019-08-31,50110570,4262771.395900003,308393.9387999965,2948225.8459999976,33356.038499999944,1024.5683999999994,51106.25949999999,33044.428299999534,3554,52,3767,33,185.43870967741933,5869029.90967742,141.0062893081761,4687550.264150944,21097,42579500
394,2019-09-30,50110570,4122102.955900002,295687.40910000016,3022443.08159999,37582.48350000003,2455.2621000000017,47819.300100000095,27948.360700000067,3552,54,3755,37,172.85234899328862,5884634.590604028,135.24137931034485,4189733.751724138,19488,38817250
395,2019-10-31,50110570,4299296.680600006,380821.5018000006,3087356.2464999813,38411.166300000026,2355.639800000001,43737.18299999989,31775.340999999902,3537,54,3757,40,171.3741935483871,5125266.458064516,137.6625,4591785.55,17876,35074400
396,2019-11-30,50110570,4206313.1326999925,390420.5921000011,2922668.249699991,36391.60830000003,3614.4600000000014,51641.010300000045,30404.651400000235,3519,52,3731,43,164.76666666666668,4951475.226666667,135.65359477124184,4398043.117647058,16803,35593650
397,2019-12-31,50110570,4355608.9342999915,412495.4192999998,3050450.903700008,47575.190400000036,1392.9557000000002,49999.99650000002,28457.70660000003,3511,49,3714,41,169.8645161290323,5168542.464516128,148.07236842105263,4782556.052631578,16518,38401950
398,2020-01-31,50110570,4420257.448099987,322885.3000000005,3256159.679699959,47015.00059999955,1317.871500000001,48853.0531999997,27678.28400000033,3516,51,3745,41,168.98709677419356,6068893.761290322,127.24050632911393,4127922.088607595,16978,39746300
