base_date,emd_cd,fe_resid_reg_pop,fe_foreign_pop,m_resid_reg_pop,m_foreign_pop
607,2019-08-31,50110580,7555,181,7683,78
608,2019-09-30,50110580,7537,180,7659,78
609,2019-10-31,50110580,7507,182,7617,81
610,2019-11-30,50110580,7491,179,7593,80
611,2019-12-31,50110580,7494,177,7580,77
612,2020-01-31,50110580,7486,178,7565,80
613,2020-02-29,50110580,7479,174,7572,79
614,2020-03-31,50110580,7468,171,7569,81
615,2020-04-30,50110580,7441,168,7569,80
616,2020-05-31,50110580,7431,159,7561,77
617,2020-06-30,50110580,7409,160,7561,74
618,2020-07-31,50110580,7409,151,7552,76
619,2020-08-31,50110580,7385,150,7540,73
620,2020-09-30,50110580,7364,149,7488,74
621,2020-10-31,50110580,7358,144,7462,71
622,2020-11-30,50110580,7339,146,7453,72
623,2020-12-31,50110580,7340,147,7458,69
624,2021-01-31,50110580,7312,142,7437,66
625,2021-02-28,50110580,7265,142,7437,67
626,2021-03-31,50110580,7200,137,7426,67
627,2021-04-30,50110580,7199,138,7426,68
628,2021-05-31,50110580,7170,134,7423,69
629,2021-06-30,50110580,7166,132,7409,65
630,2018-01-31,50110590,4715,82,5085,146
631,2018-02-28,50110590,4724,82,5090,142
632,2018-03-31,50110590,4711,81,5072,141
633,2018-04-30,50110590,4718,86,5070,143
634,2018-05-31,50110590,4730,90,5070,148
635,2018-06-30,50110590,4723,96,5059,153
636,2018-07-31,50110590,4725,98,5050,160
637,2018-08-31,50110590,4718,101,5038,163
638,2018-09-30,50110590,4704,99,5025,164
639,2018-10-31,50110590,4694,96,5008,155
640,2018-11-30,50110590,4676,95,4982,153
641,2018-12-31,50110590,4659,95,4951,152
642,2019-01-31,50110590,4610,100,4896,154
643,2019-02-28,50110590,4590,107,4867,149
644,2019-03-31,50110590,4592,108,4864,147
645,2019-04-30,50110590,4596,102,4867,152
646,2019-05-31,50110590,4566,104,4853,150
647,2019-06-30,50110590,4564,104,4853,155
648,2019-07-31,50110590,4557,103,4851,157
649,2019-08-31,50110590,4552,102,4828,158
650,2019-09-30,50110590,4561,102,4819,161
651,2019-10-31,50110590,4563,102,4796,159
652,2019-11-30,50110590,4559,97,4776,155
653,2019-12-31,50110590,4537,97,4774,163
654,2020-01-31,50110590,4509,102,4721,164
655,2020-02-29,50110590,4504,104,4705,169
656,2020-03-31,50110590,4508,102,4694,161
657,2020-04-30,50110590,4490,97,4680,153
658,2020-05-31,50110590,4486,96,4678,149
659,2020-06-30,50110590,4480,97,4670,149
660,2020-07-31,50110590,4477,97,4659,147
661,2020-08-31,50110590,4468,92,4648,148
662,2020-09-30,50110590,4464,88,4637,147
663,2020-10-31,50110590,4463,92,4647,147
664,2020-11-30,50110590,4455,91,4646,145
665,2020-12-31,50110590,4450,89,4641,145
666,2021-01-31,50110590,4432,88,4610,149
667,2021-02-28,50110590,4407,85,4577,146
668,2021-03-31,50110590,4390,87,4527,144
669,2021-04-30,50110590,4384,86,4538,140
670,2021-05-31,50110590,4380,88,4520,139
671,2021-06-30,50110590,4371,89,4512,138
672,2018-01-31,50110600,12583,146,12572,215
673,2018-02-28,50110600,12546,146,12517,220
674,2018-03-31,50110600,12595,146,12508,217
675,2018-04-30,50110600,12571,145,12498,216
676,2018-05-31,50110600,12561,146,12522,222
677,2018-06-30,50110600,12556,151,12535,223
678,2018-07-31,50110600,12553,158,12520,228
679,2018-08-31,50110600,12521,166,12489,228
680,2018-09-30,50110600,12516,172,12497,225
681,2018-10-31,50110600,12497,174,12468,227
682,2018-11-30,50110600,12506,179,12454,230
683,2018-12-31,50110600,12527,178,12458,228
684,2019-01-31,50110600,12514,176,12429,229
685,2019-02-28,50110600,12493,180,12413,229
686,2019-03-31,50110600,12491,186,12427,236
687,2019-04-30,50110600,12468,189,12417,236
688,2019-05-31,50110600,12498,195,12444,231
689,2019-06-30,50110600,12483,190,12464,232
690,2019-07-31,50110600,12488,188,12471,232
691,2019-08-31,50110600,12477,188,12429,227
692,2019-09-30,50110600,12444,192,12428,229
693,2019-10-31,50110600,12446,195,12424,238
694,2019-11-30,50110600,12447,195,12447,234
695,2019-12-31,50110600,12442,190,12413,226
696,2020-01-31,50110600,12442,191,12408,227
697,2020-02-29,50110600,12418,190,12383,222
698,2020-03-31,50110600,12392,184,12351,215
699,2020-04-30,50110600,12415,186,12341,211
700,2020-05-31,50110600,12395,185,12314,207
701,2020-06-30,50110600,12388,186,12282,208
702,2020-07-31,50110600,12392,187,12285,205
703,2020-08-31,50110600,12365,183,12270,206
704,2020-09-30,50110600,12339,182,12241,207
705,2020-10-31,50110600,12332,178,12214,198
706,2020-11-30,50110600,12327,176,12174,193
707,2020-12-31,50110600,12306,172,12150,191
708,2021-01-31,50110600,12287,171,12148,193
709,2021-02-28,50110600,12280,171,12154,186
710,2021-03-31,50110600,12287,165,12135,178
711,2021-04-30,50110600,12268,162,12112,174
712,2021-05-31,50110600,12230,161,12073,175
713,2021-06-30,50110600,12238,161,12062,169
714,2018-01-31,50110610,11819,158,12016,87
715,2018-02-28,50110610,11939,161,12126,87
716,2018-03-31,50110610,11969,161,12138,87
717,2018-04-30,50110610,11986,161,12157,88
718,2018-05-31,50110610,12027,156,12181,91
719,2018-06-30,50110610,12073,154,12233,86
720,2018-07-31,50110610,12148,153,12316,89
721,2018-08-31,50110610,12188,158,12373,89
722,2018-09-30,50110610,12226,160,12396,88
723,2018-10-31,50110610,12318,165,12455,92
724,2018-11-30,50110610,12386,169,12517,85
725,2018-12-31,50110610,12386,167,12511,89
726,2019-01-31,50110610,12451,170,12576,85
727,2019-02-28,50110610,12465,166,12578,86
728,2019-03-31,50110610,12504,167,12604,87
729,2019-04-30,50110610,12526,165,12634,90
730,2019-05-31,50110610,12534,162,12676,87
731,2019-06-30,50110610,12600,159,12732,89
732,2019-07-31,50110610,12632,156,12766,92
733,2019-08-31,50110610,12639,160,12808,96
734,2019-09-30,50110610,12649,162,12812,97
735,2019-10-31,50110610,12694,163,12850,94
736,2019-11-30,50110610,12734,165,12877,97
737,2019-12-31,50110610,12769,162,12933,101
738,2020-01-31,50110610,12764,160,12948,100
739,2020-02-29,50110610,12767,161,12962,99
740,2020-03-31,50110610,12807,160,12949,97
741,2020-04-30,50110610,12791,157,12935,97
742,2020-05-31,50110610,12798,157,12945,93
743,2020-06-30,50110610,12795,158,12929,94
744,2020-07-31,50110610,12812,153,12933,94
745,2020-08-31,50110610,12837,151,12957,94
746,2020-09-30,50110610,12818,153,12961,90
747,2020-10-31,50110610,12831,155,12946,88
748,2020-11-30,50110610,12832,150,12933,87
749,2020-12-31,50110610,12863,152,12974,90
750,2021-01-31,50110610,12882,150,12962,85
751,2021-02-28,50110610,12891,149,12961,83
752,2021-03-31,50110610,12837,148,12933,76
753,2021-04-30,50110610,12829,147,12938,79
754,2021-05-31,50110610,12853,147,12950,78
755,2021-06-30,50110610,12850,142,12947,82
756,2018-01-31,50110620,1838,39,2089,37
757,2018-02-28,50110620,1859,40,2101,37
758,2018-03-31,50110620,1868,39,2111,34
759,2018-04-30,50110620,1866,40,2116,35
760,2018-05-31,50110620,1865,39,2114,38
761,2018-06-30,50110620,1871,40,2103,40
762,2018-07-31,50110620,1893,44,2110,39
763,2018-08-31,50110620,1904,45,2112,40
764,2018-09-30,50110620,1918,45,2123,41
765,2018-10-31,50110620,1927,47,2133,39
766,2018-11-30,50110620,2020,47,2258,40
767,2018-12-31,50110620,2304,51,2538,43
768,2019-01-31,50110620,2383,51,2614,45
769,2019-02-28,50110620,2434,54,2660,43
770,2019-03-31,50110620,2467,56,2692,42
771,2019-04-30,50110620,2482,56,2699,46
772,2019-05-31,50110620,2489,57,2715,45
773,2019-06-30,50110620,2503,55,2722,42
774,2019-07-31,50110620,2497,51,2712,43
775,2019-08-31,50110620,2502,50,2714,40
776,2019-09-30,50110620,2510,51,2726,41
777,2019-10-31,50110620,2504,53,2726,42
778,2019-11-30,50110620,2521,51,2734,41
779,2019-12-31,50110620,2530,51,2740,42
780,2020-01-31,50110620,2534,51,2738,43
781,2020-02-29,50110620,2526,51,2739,45
782,2020-03-31,50110620,2511,49,2747,46
783,2020-04-30,50110620,2522,46,2750,46
784,2020-05-31,50110620,2506,45,2742,44
785,2020-06-30,50110620,2510,47,2754,43
786,2020-07-31,50110620,2524,45,2754,41
787,2020-08-31,50110620,2533,47,2741,40
788,2020-09-30,50110620,2514,47,2727,40
789,2020-10-31,50110620,2518,46,2727,39
790,2020-11-30,50110620,2515,46,2724,35
791,2020-12-31,50110620,2538,49,2747,38
792,2021-01-31,50110620,2535,47,2752,38
793,2021-02-28,50110620,2545,45,2762,37
794,2021-03-31,50110620,2527,45,2754,36
795,2021-04-30,50110620,2527,46,2744,36
796,2021-05-31,50110620,2524,46,2731,36
797,2021-06-30,50110620,2525,48,2721,33
798,2018-01-31,50110630,15343,507,15129,488
799,2018-02-28,50110630,15607,496,15386,484
800,2018-03-31,50110630,15822,550,15638,541
801,2018-04-30,50110630,16033,532,15783,533
802,2018-05-31,50110630,16113,533,15913,538
803,2018-06-30,50110630,16234,535,16038,534
804,2018-07-31,50110630,16387,533,16196,533
805,2018-08-31,50110630,16458,518,16305,530
806,2018-09-30,50110630,16514,629,16372,588
807,2018-10-31,50110630,16563,624,16418,606
808,2018-11-30,50110630,16603,630,16484,608
809,2018-12-31,50110630,16624,615,16475,607
810,2019-01-31,50110630,16726,607,16621,600
811,2019-02-28,50110630,16828,593,16665,581
812,2019-03-31,50110630,16872,657,16694,649
813,2019-04-30,50110630,16931,643,16756,633
814,2019-05-31,50110630,16976,634,16823,626
815,2019-06-30,50110630,17023,625,16865,620
816,2019-07-31,50110630,17066,610,16971,629
817,2019-08-31,50110630,17129,601,17066,631
818,2019-09-30,50110630,17210,631,17147,649
819,2019-10-31,50110630,17329,622,17263,640
820,2019-11-30,50110630,17417,631,17310,639
821,2019-12-31,50110630,17454,603,17352,615
822,2020-01-31,50110630,17514,601,17365,617
823,2020-02-29,50110630,17556,583,17399,603
824,2020-03-31,50110630,17604,563,17404,596
825,2020-04-30,50110630,17658,512,17486,571
826,2020-05-31,50110630,17725,506,17556,563
827,2020-06-30,50110630,17821,501,17639,560
828,2020-07-31,50110630,17830,491,17681,552
829,2020-08-31,50110630,18048,472,17889,545
830,2020-09-30,50110630,18375,548,18215,570
831,2020-10-31,50110630,18491,528,18285,565
832,2020-11-30,50110630,18579,530,18333,565
833,2020-12-31,50110630,18649,513,18421,554
834,2021-01-31,50110630,18824,499,18592,546
835,2021-02-28,50110630,19068,474,18768,539
836,2021-03-31,50110630,19228,481,18844,548
837,2021-04-30,50110630,19287,479,18889,558
838,2021-05-31,50110630,19344,476,18899,566
839,2021-06-30,50110630,19397,471,18962,566
840,2018-01-31,50110640,6747,112,6889,81
841,2018-02-28,50110640,6797,109,6932,83
842,2018-03-31,50110640,6842,109,6993,82
843,2018-04-30,50110640,6884,109,7048,82
844,2018-05-31,50110640,6908,108,7086,90
845,2018-06-30,50110640,7012,113,7205,93
846,2018-07-31,50110640,7041,115,7246,102
847,2018-08-31,50110640,7081,113,7280,113
848,2018-09-30,50110640,7111,113,7312,112
849,2018-10-31,50110640,7152,116,7363,118
850,2018-11-30,50110640,7204,119,7391,107
851,2018-12-31,50110640,7247,118,7426,115
852,2019-01-31,50110640,7298,118,7482,122
853,2019-02-28,50110640,7308,124,7511,121
854,2019-03-31,50110640,7344,127,7558,110
855,2019-04-30,50110640,7420,130,7622,110
856,2019-05-31,50110640,7480,127,7662,116
857,2019-06-30,50110640,7506,130,7685,115
858,2019-07-31,50110640,7520,129,7671,119
859,2019-08-31,50110640,7533,127,7702,125
860,2019-09-30,50110640,7555,129,7711,120
861,2019-10-31,50110640,7551,130,7736,118
862,2019-11-30,50110640,7561,131,7739,119
863,2019-12-31,50110640,7593,132,7741,122
864,2020-01-31,50110640,7627,136,7770,121
865,2020-02-29,50110640,7637,136,7788,122
866,2020-03-31,50110640,7687,129,7835,118
867,2020-04-30,50110640,7734,130,7877,118
868,2020-05-31,50110640,7784,135,7919,115
869,2020-06-30,50110640,7809,142,7921,115
870,2020-07-31,50110640,7826,137,7921,112
871,2020-08-31,50110640,7832,135,7957,114
872,2020-09-30,50110640,7802,133,7949,108
873,2020-10-31,50110640,7808,129,7949,102
874,2020-11-30,50110640,7804,125,7934,99
875,2020-12-31,50110640,7790,123,7956,97
876,2021-01-31,50110640,7758,130,7955,98
877,2021-02-28,50110640,7780,130,7972,97
878,2021-03-31,50110640,7767,126,7999,94
879,2021-04-30,50110640,7788,124,8002,93
880,2021-05-31,50110640,7805,130,7995,90
881,2021-06-30,50110640,7779,127,7969,89
882,2018-01-31,50110650,21018,926,20591,703
883,2018-02-28,50110650,20951,925,20537,719
884,2018-03-31,50110650,20950,931,20484,739
885,2018-04-30,50110650,20964,934,20463,754
886,2018-05-31,50110650,20979,942,20479,763
887,2018-06-30,50110650,20947,944,20462,761
888,2018-07-31,50110650,21033,952,20429,769
889,2018-08-31,50110650,21064,946,20446,785
890,2018-09-30,50110650,21064,942,20429,784
891,2018-10-31,50110650,21070,959,20378,792
892,2018-11-30,50110650,21059,970,20384,807
893,2018-12-31,50110650,21045,983,20352,837
894,2019-01-31,50110650,21078,994,20340,905
895,2019-02-28,50110650,21030,1005,20332,928
896,2019-03-31,50110650,21030,1058,20398,946
897,2019-04-30,50110650,21043,1039,20416,939
898,2019-05-31,50110650,21068,1041,20435,936
899,2019-06-30,50110650,21058,1053,20421,950
900,2019-07-31,50110650,21110,1095,20403,1018
901,2019-08-31,50110650,21120,1118,20402,1045
902,2019-09-30,50110650,21139,1125,20383,1046
903,2019-10-31,50110650,21110,1131,20355,1066
904,2019-11-30,50110650,21104,1129,20370,1079
905,2019-12-31,50110650,21137,1133,20376,1062
906,2020-01-31,50110650,21129,1154,20358,1070
907,2020-02-29,50110650,21157,1169,20329,1080
908,2020-03-31,50110650,21145,1154,20290,1059
909,2020-04-30,50110650,21177,1128,20323,1023
910,2020-05-31,50110650,21212,1115,20316,1014
911,2020-06-30,50110650,21244,1105,20416,1007
912,2020-07-31,50110650,21269,1113,20475,1003
913,2020-08-31,50110650,21233,1092,20445,986
914,2020-09-30,50110650,21250,1104,20464,982
915,2020-10-31,50110650,21284,1101,20512,961
916,2020-11-30,50110650,21314,1092,20487,953
917,2020-12-31,50110650,21391,1071,20519,935
918,2021-01-31,50110650,21402,1061,20506,930
919,2021-02-28,50110650,21416,1054,20510,928
920,2021-03-31,50110650,21414,1043,20535,909
921,2021-04-30,50110650,21415,1040,20534,894
922,2021-05-31,50110650,21412,1025,20541,886
923,2021-06-30,50110650,21385,1010,20525,865
924,2018-01-31,50110660,27083,768,26286,821
925,2018-02-28,50110660,27091,798,26278,866
926,2018-03-31,50110660,27092,805,26225,878
927,2018-04-30,50110660,27109,829,26259,941
928,2018-05-31,50110660,27186,898,26286,1075
929,2018-06-30,50110660,27234,915,26334,1097
930,2018-07-31,50110660,27247,929,26333,1109
931,2018-08-31,50110660,27292,923,26363,1117
932,2018-09-30,50110660,27324,920,26395,1120
933,2018-10-31,50110660,27362,973,26473,1200
934,2018-11-30,50110660,27410,997,26492,1200
935,2018-12-31,50110660,27451,1011,26551,1210
936,2019-01-31,50110660,27468,1022,26493,1230
937,2019-02-28,50110660,27397,1032,26462,1215
938,2019-03-31,50110660,27373,1071,26445,1216
939,2019-04-30,50110660,27349,1119,26423,1385
940,2019-05-31,50110660,27351,1120,26454,1394
941,2019-06-30,50110660,27356,1117,26444,1393
942,2019-07-31,50110660,27366,1092,26464,1346
943,2019-08-31,50110660,27444,1068,26509,1312
944,2019-09-30,50110660,27439,1090,26514,1373
945,2019-10-31,50110660,27517,1085,26578,1347
946,2019-11-30,50110660,27603,1085,26620,1324
947,2019-12-31,50110660,27594,1094,26628,1295
948,2020-01-31,50110660,27558,1102,26590,1298
949,2020-02-29,50110660,27601,1106,26643,1286
950,2020-03-31,50110660,27573,1082,26620,1271
951,2020-04-30,50110660,27588,1078,26666,1253
952,2020-05-31,50110660,27599,1068,26710,1238
953,2020-06-30,50110660,27634,1058,26711,1232
954,2020-07-31,50110660,27659,1054,26749,1218
955,2020-08-31,50110660,27739,1034,26778,1195
956,2020-09-30,50110660,27748,1027,26750,1159
957,2020-10-31,50110660,27889,1008,26850,1153
958,2020-11-30,50110660,27968,999,26927,1139
959,2020-12-31,50110660,28068,975,27019,1128
960,2021-01-31,50110660,28073,960,27033,1117
961,2021-02-28,50110660,28103,943,27043,1114
962,2021-03-31,50110660,28074,950,27009,1122
963,2021-04-30,50110660,28166,955,27056,1135
964,2021-05-31,50110660,28200,934,27126,1135
965,2021-06-30,50110660,28241,937,27144,1151
966,2018-01-31,50110670,10345,157,10483,120
967,2018-02-28,50110670,10350,155,10520,117
968,2018-03-31,50110670,10401,156,10591,116
969,2018-04-30,50110670,10400,158,10641,119
970,2018-05-31,50110670,10412,158,10659,126
971,2018-06-30,50110670,10455,160,10690,131
972,2018-07-31,50110670,10493,161,10739,130
973,2018-08-31,50110670,10561,156,10806,132
974,2018-09-30,50110670,10590,158,10825,130
975,2018-10-31,50110670,10605,160,10835,129
976,2018-11-30,50110670,10615,166,10823,125
977,2018-12-31,50110670,10620,169,10825,127
978,2019-01-31,50110670,10601,171,10842,128
979,2019-02-28,50110670,10608,171,10849,127
980,2019-03-31,50110670,10621,174,10853,130
981,2019-04-30,50110670,10639,169,10856,130
982,2019-05-31,50110670,10664,169,10864,129
983,2019-06-30,50110670,10692,163,10879,129
984,2019-07-31,50110670,10725,166,10904,128
985,2019-08-31,50110670,10752,169,10911,127
986,2019-09-30,50110670,10754,171,10906,124
987,2019-10-31,50110670,10767,178,10927,123
988,2019-11-30,50110670,10777,179,10943,121
989,2019-12-31,50110670,10799,182,11002,125
990,2020-01-31,50110670,10784,186,10958,130
991,2020-02-29,50110670,10814,183,10943,126
992,2020-03-31,50110670,10831,184,10942,119
993,2020-04-30,50110670,10841,185,10964,120
994,2020-05-31,50110670,10876,185,10990,116
995,2020-06-30,50110670,10866,186,10996,116
996,2020-07-31,50110670,10913,181,11023,116
997,2020-08-31,50110670,10903,183,11024,114
998,2020-09-30,50110670,10910,183,11031,119
999,2020-10-31,50110670,10917,183,11040,115
1000,2020-11-30,50110670,10957,182,11057,117
1001,2020-12-31,50110670,10996,182,11059,116
1002,2021-01-31,50110670,11013,179,11078,113
1003,2021-02-28,50110670,10997,176,11061,111
1004,2021-03-31,50110670,10976,177,11027,110
1005,2021-04-30,50110670,10961,173,11021,98
1006,2021-05-31,50110670,10986,176,11045,100
1007,2021-06-30,50110670,11025,176,11061,98
1008,2018-01-31,50110680,2016,71,2152,66
1009,2018-02-28,50110680,2019,72,2158,67
1010,2018-03-31,50110680,2060,74,2198,70
1011,2018-04-30,50110680,2067,72,2224,67
1012,2018-05-31,50110680,2077,72,2243,67
1013,2018-06-30,50110680,2093,73,2261,74
1014,2018-07-31,50110680,2109,75,2286,69
1015,2018-08-31,50110680,2134,73,2310,73
1016,2018-09-30,50110680,2160,77,2325,76
1017,2018-10-31,50110680,2156,80,2308,76
1018,2018-11-30,50110680,2158,82,2311,78
1019,2018-12-31,50110680,2171,81,2324,78
1020,2019-01-31,50110680,2183,83,2341,76
1021,2019-02-28,50110680,2188,83,2331,77
1022,2019-03-31,50110680,2200,84,2337,77
1023,2019-04-30,50110680,2212,84,2339,80
1024,2019-05-31,50110680,2219,86,2350,82
1025,2019-06-30,50110680,2217,85,2339,83
1026,2019-07-31,50110680,2216,86,2353,82
1027,2019-08-31,50110680,2214,87,2362,88
1028,2019-09-30,50110680,2199,88,2346,87
1029,2019-10-31,50110680,2212,90,2360,87
1030,2019-11-30,50110680,2190,93,2357,91
1031,2019-12-31,50110680,2195,100,2374,95
1032,2020-01-31,50110680,2205,102,2368,95
1033,2020-02-29,50110680,2193,103,2360,90
1034,2020-03-31,50110680,2193,102,2367,90
1035,2020-04-30,50110680,2204,102,2372,89
1036,2020-05-31,50110680,2209,99,2374,85
1037,2020-06-30,50110680,2216,102,2386,85
1038,2020-07-31,50110680,2219,95,2378,88
1039,2020-08-31,50110680,2214,98,2366,87
1040,2020-09-30,50110680,2213,99,2378,86
1041,2020-10-31,50110680,2219,97,2377,87
1042,2020-11-30,50110680,2198,100,2375,85
1043,2020-12-31,50110680,2186,93,2386,81
1044,2021-01-31,50110680,2186,90,2378,86
1045,2021-02-28,50110680,2184,84,2370,85
1046,2021-03-31,50110680,2192,82,2371,85
1047,2021-04-30,50110680,2196,81,2372,83
1048,2021-05-31,50110680,2176,75,2358,83
1049,2021-06-30,50110680,2164,74,2356,81
1050,2018-01-31,50110690,1424,55,1602,43
1051,2018-02-28,50110690,1422,58,1611,43
1052,2018-03-31,50110690,1438,55,1614,43
1053,2018-04-30,50110690,1438,56,1596,43
1054,2018-05-31,50110690,1432,66,1586,47
1055,2018-06-30,50110690,1443,65,1593,49
1056,2018-07-31,50110690,1459,67,1606,69
1057,2018-08-31,50110690,1464,62,1615,69
1058,2018-09-30,50110690,1464,61,1615,73
1059,2018-10-31,50110690,1468,64,1633,88
1060,2018-11-30,50110690,1466,61,1639,99
1061,2018-12-31,50110690,1459,60,1642,96
1062,2019-01-31,50110690,1452,59,1624,96
1063,2019-02-28,50110690,1453,59,1636,92
1064,2019-03-31,50110690,1461,60,1645,107
1065,2019-04-30,50110690,1466,60,1647,106
1066,2019-05-31,50110690,1471,58,1646,104
1067,2019-06-30,50110690,1477,65,1649,107
1068,2019-07-31,50110690,1474,61,1646,96
1069,2019-08-31,50110690,1485,60,1665,93
1070,2019-09-30,50110690,1485,60,1666,85
1071,2019-10-31,50110690,1504,62,1676,73
1072,2019-11-30,50110690,1505,63,1671,68
1073,2019-12-31,50110690,1513,60,1673,68
1074,2020-01-31,50110690,1517,61,1685,67
1075,2020-02-29,50110690,1524,62,1697,68
1076,2020-03-31,50110690,1514,60,1688,65
1077,2020-04-30,50110690,1519,61,1691,65
1078,2020-05-31,50110690,1527,60,1685,61
1079,2020-06-30,50110690,1528,60,1702,62
1080,2020-07-31,50110690,1542,60,1704,58
1081,2020-08-31,50110690,1529,59,1705,57
1082,2020-09-30,50110690,1531,59,1706,59
1083,2020-10-31,50110690,1539,55,1705,56
1084,2020-11-30,50110690,1539,54,1716,56
1085,2020-12-31,50110690,1548,53,1714,52
1086,2021-01-31,50110690,1546,48,1724,52
1087,2021-02-28,50110690,1545,48,1719,50
1088,2021-03-31,50110690,1551,47,1719,50
1089,2021-04-30,50110690,1557,48,1726,50
1090,2021-05-31,50110690,1567,45,1724,49
1091,2021-06-30,50110690,1583,47,1730,43
1092,2018-01-31,50130250,10725,677,10360,841
1093,2018-02-28,50130250,10746,676,10381,827
1094,2018-03-31,50130250,10782,675,10389,824
1095,2018-04-30,50130250,10807,681,10406,826
1096,2018-05-31,50130250,10840,684,10452,840
1097,2018-06-30,50130250,10810,657,10437,868
1098,2018-07-31,50130250,10827,648,10453,866
1099,2018-08-31,50130250,10929,772,10530,956
1100,2018-09-30,50130250,10919,763,10525,950
1101,2018-10-31,50130250,10902,767,10511,951
1102,2018-11-30,50130250,10901,769,10491,958
1103,2018-12-31,50130250,10896,767,10468,963
1104,2019-01-31,50130250,10884,770,10453,976
1105,2019-02-28,50130250,10883,771,10466,964
1106,2019-03-31,50130250,10909,771,10479,956
1107,2019-04-30,50130250,10941,768,10484,962
1108,2019-05-31,50130250,10949,762,10466,959
1109,2019-06-30,50130250,10898,711,10436,919
1110,2019-07-31,50130250,10892,694,10440,918
1111,2019-08-31,50130250,10965,806,10443,1007
1112,2019-09-30,50130250,10942,792,10437,991
1113,2019-10-31,50130250,10939,789,10409,995
1114,2019-11-30,50130250,10941,789,10426,995
1115,2019-12-31,50130250,10942,780,10392,991
1116,2020-01-31,50130250,10932,791,10422,993
1117,2020-02-29,50130250,10912,789,10417,994
1118,2020-03-31,50130250,10914,786,10424,982
1119,2020-04-30,50130250,10899,782,10414,983
1120,2020-05-31,50130250,10919,773,10397,964
1121,2020-06-30,50130250,10909,735,10389,937
1122,2020-07-31,50130250,10926,717,10402,914
1123,2020-08-31,50130250,11010,779,10421,952
1124,2020-09-30,50130250,11075,783,10453,952
1125,2020-10-31,50130250,11121,774,10495,946
1126,2020-11-30,50130250,11187,769,10533,939
1127,2020-12-31,50130250,11206,764,10555,926
1128,2021-01-31,50130250,11219,769,10597,918
1129,2021-02-28,50130250,11296,774,10651,922
1130,2021-03-31,50130250,11255,772,10628,915
1131,2021-04-30,50130250,11237,773,10622,909
1132,2021-05-31,50130250,11260,768,10659,910
1133,2021-06-30,50130250,11272,708,10687,863
1134,2018-01-31,50130253,9306,200,9806,428
1135,2018-02-28,50130253,9321,205,9821,430
1136,2018-03-31,50130253,9341,204,9837,424
1137,2018-04-30,50130253,9353,205,9850,428
1138,2018-05-31,50130253,9374,201,9878,437
1139,2018-06-30,50130253,9388,208,9862,472
1140,2018-07-31,50130253,9353,210,9837,490
1141,2018-08-31,50130253,9348,211,9825,493
1142,2018-09-30,50130253,9343,219,9807,505
1143,2018-10-31,50130253,9324,226,9775,506
1144,2018-11-30,50130253,9320,227,9774,501
1145,2018-12-31,50130253,9287,233,9751,507
1146,2019-01-31,50130253,9274,250,9758,511
1147,2019-02-28,50130253,9257,252,9763,510
1148,2019-03-31,50130253,9250,253,9785,509
1149,2019-04-30,50130253,9268,258,9818,512
1150,2019-05-31,50130253,9286,262,9840,508
1151,2019-06-30,50130253,9278,265,9847,525
1152,2019-07-31,50130253,9265,273,9833,527
1153,2019-08-31,50130253,9281,274,9828,525
1154,2019-09-30,50130253,9255,279,9794,532
1155,2019-10-31,50130253,9222,281,9768,530
1156,2019-11-30,50130253,9198,282,9738,533
1157,2019-12-31,50130253,9166,275,9739,527
1158,2020-01-31,50130253,9138,272,9726,526
1159,2020-02-29,50130253,9138,272,9716,526
1160,2020-03-31,50130253,9132,274,9692,517
1161,2020-04-30,50130253,9125,267,9688,504
1162,2020-05-31,50130253,9098,262,9660,495
1163,2020-06-30,50130253,9092,260,9662,492
1164,2020-07-31,50130253,9096,257,9666,486
1165,2020-08-31,50130253,9088,251,9664,486
1166,2020-09-30,50130253,9073,243,9661,486
1167,2020-10-31,50130253,9078,238,9666,477
1168,2020-11-30,50130253,9073,239,9684,476
1169,2020-12-31,50130253,9068,235,9698,468
1170,2021-01-31,50130253,9067,233,9689,463
1171,2021-02-28,50130253,9064,230,9687,456
1172,2021-03-31,50130253,9038,228,9666,452
1173,2021-04-30,50130253,9044,221,9685,440
1174,2021-05-31,50130253,9040,216,9662,438
1175,2021-06-30,50130253,9049,210,9668,427
1176,2018-01-31,50130259,7332,560,8006,1015
1177,2018-02-28,50130259,7356,557,8029,1003
1178,2018-03-31,50130259,7368,548,8044,991
1179,2018-04-30,50130259,7376,553,8070,995
1180,2018-05-31,50130259,7383,553,8083,1005
1181,2018-06-30,50130259,7413,566,8082,1072
1182,2018-07-31,50130259,7404,572,8087,1087
1183,2018-08-31,50130259,7413,583,8082,1117
1184,2018-09-30,50130259,7425,589,8094,1142
1185,2018-10-31,50130259,7430,591,8129,1144
1186,2018-11-30,50130259,7418,595,8101,1137
1187,2018-12-31,50130259,7367,601,8083,1129
1188,2019-01-31,50130259,7357,607,8075,1123
1189,2019-02-28,50130259,7355,612,8109,1117
1190,2019-03-31,50130259,7369,614,8126,1092
1191,2019-04-30,50130259,7385,612,8119,1112
1192,2019-05-31,50130259,7379,615,8105,1138
1193,2019-06-30,50130259,7381,615,8118,1152
1194,2019-07-31,50130259,7414,610,8131,1172
1195,2019-08-31,50130259,7434,613,8163,1159
1196,2019-09-30,50130259,7442,605,8164,1185
1197,2019-10-31,50130259,7440,607,8166,1175
1198,2019-11-30,50130259,7451,609,8153,1201
