base_date,emd_cd,korean_resd_f0,korean_work_f0,korean_visit_f0,korean_resd_f10,korean_work_f10,korean_visit_f10,korean_resd_f20,korean_work_f20,korean_visit_f20,korean_resd_f30,korean_work_f30,korean_visit_f30,korean_resd_f40,korean_work_f40,korean_visit_f40,korean_resd_f50,korean_work_f50,korean_visit_f50,korean_resd_f60,korean_work_f60,korean_visit_f60,korean_resd_f70,korean_work_f70,korean_visit_f70,korean_resd_f80,korean_work_f80,korean_visit_f80,korean_resd_m0,korean_work_m0,korean_visit_m0,korean_resd_m10,korean_work_m10,korean_visit_m10,korean_resd_m20,korean_work_m20,korean_visit_m20,korean_resd_m30,korean_work_m30,korean_visit_m30,korean_resd_m40,korean_work_m40,korean_visit_m40,korean_resd_m50,korean_work_m50,korean_visit_m50,korean_resd_m60,korean_work_m60,korean_visit_m60,korean_resd_m70,korean_work_m70,korean_visit_m70,korean_resd_m80,korean_work_m80,korean_visit_m80,long_term_frgn_resd,long_term_frgn_work,long_term_frgn_visit,short_term_frgn_visit,resident_fe_korean,resident_fe_frgn,resident_m_korean,resident_m_frgn,card_cnt_home,card_amt_home,card_cnt_out,card_amt_out,waste_cnt,waste_amt
334,2018-03-31,50110560,91906.09860000004,6329.177699999995,136372.00729999988,117259.50449999994,6936.345000000002,149956.24049999984,115587.23500000012,27442.46160000001,243680.3755999998,91906.09860000004,6329.177699999995,136372.00729999988,250903.2234000002,31492.292100000013,340242.4672999998,226869.99489999987,45194.96660000002,376753.32469999936,217113.3499000001,17516.394899999992,230732.04939999987,127489.02020000023,6976.314500000002,112917.3296000002,88409.47029999994,5237.2320999999965,82359.45210000008,108698.74189999996,3852.9007999999976,116989.15530000006,164421.56270000007,4504.391900000001,137284.897,149821.4565000001,16944.57259999998,231726.7279,146689.59369999994,32313.9046,279779.3048000009,277103.98779999994,32292.810999999965,381357.7183000005,297797.4011000002,40133.230000000076,367913.5544999996,182173.15060000008,12322.667000000005,227603.8497000001,88648.84270000008,12119.12320000003,90857.22569999992,38081.544899999986,4619.498,34681.499500000034,71936.13939999994,5538.321300000001,56907.71130000004,125505.0684999993,4195,95,4480,121,175.72258064516132,5997912.083870968,159.3910256410256,4924265.743589744,17161,40787200
335,2018-04-30,50110560,83940.90680000011,21162.462600000028,116741.53319999989,107097.01880000003,23230.911,128475.38819999993,114552.29369999988,30459.537200000013,235442.47320000012,83940.90680000011,21162.462600000028,116741.53319999989,236500.12089999978,32700.76560000002,332811.93300000037,223893.55669999972,45934.441900000056,375276.1334999996,207700.57780000023,19136.971800000025,219587.74979999987,124102.24469999991,5496.7921000000015,121705.98589999993,86060.85239999995,4126.530999999998,86513.87070000006,101108.2286000001,3580.353500000004,124692.61229999988,152939.88290000006,4228.419300000006,146338.9892999999,146263.1843000001,16490.032399999996,229012.36850000016,151195.71949999995,35761.61900000001,277539.4018999998,263443.47950000013,40754.90290000007,373911.8146000001,280314.9914,38200.395199999984,366999.9821999994,167988.4989999999,13175.539700000014,211630.2821,84903.58890000005,7818.429299999998,89340.47760000004,36472.66859999997,2983.499499999999,34109.640499999994,59176.23840000004,7051.740899999998,64930.953600000175,146261.7197999977,4183,97,4473,131,184.6266666666667,6211535.006666668,163.1161290322581,4766186.722580645,16835,37846950
336,2018-05-31,50110560,92705.55730000004,17974.313199999975,139625.16470000005,118279.50379999992,19747.767400000008,154000.35810000025,112344.3321,35332.207100000065,248548.9207999997,92705.55730000004,17974.313199999975,139625.16470000005,248322.37870000012,33250.50750000001,347085.6831999996,231629.9556000001,51897.45249999992,367116.23999999993,223563.2238,21275.04340000003,222969.7453,128052.95399999994,8447.634600000003,105790.6747,88800.5405,6086.46570000001,76794.17349999999,109682.95569999996,4830.454400000004,128745.06119999998,165910.31790000002,5647.242000000004,151316.61229999983,140535.4985999999,19467.280199999994,230800.57189999995,158080.21930000008,39410.184600000015,275412.6127999996,289448.9961999999,33578.90920000002,397244.23000000045,289936.28200000024,44804.12939999998,364477.7539000002,169192.0878999997,24290.576599999986,207392.9843000004,88750.98079999995,7695.968500000001,93000.54489999996,38125.42169999998,2942.308700000004,35516.678900000006,59410.28420000001,4063.8428999999987,77488.17459999984,179287.45990000016,4166,103,4451,151,202.75324675324677,6663416.636363638,165.7090909090909,5420764.090909091,19169,38050900
337,2018-06-30,50110560,82212.76580000001,15303.382199999995,136881.6398000001,104892.14920000016,16771.4608,151086.35240000006,110243.94329999993,35588.1318,258580.8180999996,82212.76580000001,15303.382199999995,136881.6398000001,245329.7694000001,39703.48989999997,316227.2678999998,235614.73790000015,51043.95789999997,335646.9954,229210.3346000002,12930.769900000014,200811.13019999984,115603.73069999994,14067.483500000017,106273.56579999972,80167.41129999996,10559.61349999999,77035.28800000003,115520.2726000001,6248.512599999996,125430.36059999994,174740.0528000001,7305.081500000001,147324.17439999967,150487.00739999994,19315.98520000002,231182.7647999999,161275.71099999984,39389.8383,264702.0884000002,282038.18369999994,35320.033700000015,370364.2138000001,276082.03350000037,38346.39200000012,353745.83420000016,158922.69280000016,14975.500399999995,204342.37839999987,83562.5917,5777.6298000000015,89493.09640000021,35896.607499999984,2204.8976000000007,34175.93899999995,57143.4053,4375.134900000002,83235.8289999999,196149.6725999991,4157,112,4444,154,205.97333333333333,6781457.633333334,166.4774193548387,5120308.916129032,21206,41411150
338,2018-07-31,50110560,84137.86579999997,11603.345999999981,176323.5155000003,107348.3128999999,12716.473500000002,195838.11570000008,114286.2791,37267.71999999997,278675.30130000005,84137.86579999997,11603.345999999981,176323.5155000003,239994.7311999999,40362.84090000003,331199.05130000005,251766.11129999981,52329.75960000007,337904.05450000014,232251.7516,16229.7856,206060.97599999985,151505.13830000002,10881.198299999982,118863.2019,105063.8646999999,7859.86940000001,86433.9116000001,122985.2171000001,6625.039600000006,146924.17250000025,186031.7893999998,7766.3063,173178.04779999965,146852.10539999988,18318.811100000006,259571.86180000025,163326.89029999994,38367.95850000003,263427.4812999998,281458.83510000014,36743.64820000002,378048.37100000016,280229.3795999997,39383.63520000004,354929.9639000001,173253.50090000007,18482.642299999974,206988.75039999952,88623.21369999982,7773.5538000000015,88784.60530000002,38070.53629999999,2958.6437999999976,33919.83130000004,67216.57679999969,2544.2901,75900.1779000002,174912.88019999952,4131,112,4436,158,206.87741935483868,6966309.929032258,167.52469135802468,4969227.728395062,26313,51910050
339,2018-08-31,50110560,91135.38779999997,10555.379199999994,163247.48500000004,116276.18319999994,11572.212600000004,180778.11559999984,116503.23600000015,33277.1277,297400.9980999999,91135.38779999997,10555.379199999994,163247.48500000004,227648.86600000013,41567.41800000001,361498.5897999993,248710.33909999984,43580.53960000002,359233.6153999999,237640.84419999996,12584.610000000002,215829.0418999999,165699.41949999993,3109.4386999999983,128644.27590000015,114907.13529999992,2334.306400000001,93283.43380000007,128823.35609999992,4757.022800000002,147956.9643999998,194862.76509999981,5561.393499999997,174413.6638999999,138358.19540000008,17699.05600000002,293981.9476,153488.47320000018,37883.829899999975,282268.18959999987,272297.94329999987,37319.02040000003,395830.9108999998,288981.8652000001,37215.732700000015,358483.94629999937,166882.50109999982,14351.0315,213727.8143000002,95202.5032,6108.422199999997,87075.01770000008,40896.84959999998,2333.0161000000007,33255.715400000016,58506.511599999874,12041.242799999987,87236.48999999998,194848.54509999813,4095,111,4415,162,212.72258064516132,6925611.638709677,177.5625,5523826.99375,25227,48277350
340,2018-09-30,50110560,83433.1914999999,6658.569399999993,167767.55000000016,106449.24410000008,7297.335900000005,185206.56369999988,110324.6992,22983.94440000001,287533.9045000003,83433.1914999999,6658.569399999993,167767.55000000016,220350.207,44168.10250000002,380020.03490000014,242576.94380000012,47551.90990000001,388428.56370000006,229525.1698,17764.54330000004,231647.04480000032,159090.73340000032,4603.965899999998,120411.60760000006,110324.2257000001,3456.2711999999988,86958.38739999996,121617.9861,2690.8518,134453.24380000014,183963.6690999998,3150.0898000000025,157815.48289999994,135568.40820000006,19189.19009999998,272414.4579000001,160452.2471,39050.80329999997,311171.80110000016,276421.7681000001,29345.614900000026,432155.2967000005,295319.78870000003,44470.32749999999,387713.5162999999,166465.30020000009,10512.75029999998,251082.18729999984,93934.50810000012,3697.089300000005,99288.59520000008,40352.1485,1407.2604000000006,37929.0187,70854.71829999996,2384.5152000000007,95270.91420000028,185981.85240000108,4079,108,4405,154,216.4933333333333,7936526.7,165.23870967741937,4920600.548387097,23226,42080450
341,2018-10-31,50110560,92307.57850000012,16379.760399999992,151992.6632999999,117771.73710000011,17986.866300000005,167554.6485000003,121969.58269999975,44309.67439999994,236642.81989999948,92307.57850000012,16379.760399999992,151992.6632999999,253801.96780000025,77587.2972000001,343384.3816,263419.9033000002,94408.36880000004,366416.16600000014,232619.4777000002,24300.373000000014,237065.04389999984,163807.2762,11995.677300000005,135428.13769999993,113594.9941999999,9005.349100000007,97984.57050000023,120940.23300000002,5918.570600000003,127696.65060000008,182938.4746,6931.815499999998,149880.92370000007,161184.95779999992,33232.391400000015,246630.5476000001,190432.8852,47489.8901000001,297077.33049999987,323612.6609,46376.08500000002,407505.5766999996,325266.6789000001,40780.71680000002,405427.4965999993,179471.88329999993,17779.386499999997,253397.24910000048,104403.08569999998,7842.474100000002,99411.04900000004,44849.21359999998,2988.7857000000045,37945.71849999997,99698.0731000003,4051.107500000005,84129.38739999999,314002.7256999963,4055,108,4393,159,196.1354838709677,6752093.438709677,169.01910828025478,4919780.522292994,21586,40283000
342,2018-11-30,50110560,85535.95829999994,20413.959300000017,153249.45459999994,109132.08480000008,22418.670000000024,168760.2926,111925.19100000004,36395.43819999997,249179.75460000036,85535.95829999994,20413.959300000017,153249.45459999994,247674.75599999985,76171.88660000004,328575.7231,256786.7116,86326.9109999999,342849.0899999997,233729.06059999985,26705.016,216822.76139999987,163231.7803000002,9069.254399999983,128524.2293,113195.90619999992,6698.112499999997,93127.6858,120925.73810000002,8976.03329999999,131290.04110000006,182916.54729999983,10579.879599999998,154197.3254000001,151274.82450000005,34068.70999999996,261803.9610999997,159736.1843,48881.50489999996,291996.57489999983,307421.5572999998,52511.10939999999,411980.65229999984,316806.7548000004,45225.5184,405976.50650000037,181026.70459999988,20593.79839999998,242545.9316999997,101535.33180000004,6534.601700000001,101913.69339999984,43617.29010000004,2501.0747,38914.73440000002,87227.19180000003,3073.0747,83314.41630000038,217829.5312999984,4031,113,4376,157,192.86666666666667,6642445.86,158.33121019108282,4725663.1974522285,20066,39478300
343,2018-12-31,50110560,97653.14780000006,24314.51229999999,181554.23400000008,124591.94630000008,26650.78110000001,200628.2025,111332.3021,34159.27539999993,267536.7541,97653.14780000006,24314.51229999999,181554.23400000008,267409.14000000025,77868.18419999999,337068.13069999986,274994.26839999994,87601.62460000008,346064.1243,259572.9168999999,23157.86670000001,204180.29579999976,155944.8115999999,6891.258099999992,120754.1424999998,108142.6339,5110.494900000006,88807.3971000001,127690.31939999992,10816.447599999989,156003.7796999998,193148.89439999996,12658.207,183495.2046999999,157811.28250000012,31104.963600000006,272228.85929999984,165171.6801999998,45077.58860000002,293290.2174,325264.2661000001,50372.79269999999,404395.7368999993,323527.33730000013,50864.95370000005,418399.9392000003,195575.60409999988,19046.544199999997,245838.7037,101346.88100000002,7530.024299999986,103824.16729999988,43536.33660000004,2873.1442999999977,39663.317099999986,81326.55810000036,6975.759099999993,83407.03370000009,187610.7195000031,4023,110,4374,155,192.05806451612904,6593238.167741937,169.84313725490196,5244859.274509803,19183,43280150
344,2019-01-31,50110560,97757.83659999992,10984.578000000014,181937.5909,124725.51580000005,12069.902599999989,201951.05390000012,117893.9751000002,38238.48399999998,275347.8659999997,97757.83659999992,10984.578000000014,181937.5909,257046.1517999997,69440.86189999999,347887.1301000001,270566.27420000045,96608.1144,350776.5210000004,272748.20900000003,21802.112900000004,218038.21260000046,144815.34219999975,5013.6091000000015,128097.03350000006,100424.71000000002,3642.371700000003,93297.11690000008,123846.20859999994,10916.4474,159480.60259999995,187334.1551999999,12889.539400000005,188170.14290000012,161049.3964,33796.50419999999,281184.97040000017,169955.0650000001,42302.22949999998,284770.7370999999,313945.7421000003,44909.1597,396706.1324999998,333006.9936999999,51483.95949999997,425151.7055999999,196063.10959999997,24221.47810000002,250318.93199999997,112953.7839,9561.5678,104993.1451000002,48522.40029999998,3660.2693000000068,40092.61999999998,89592.41889999989,5978.842699999997,85779.21959999997,193334.12950000013,4018,117,4376,165,185.73548387096776,6284219.541935484,160.61728395061732,4815068.444444444,18552,40432400
345,2019-02-28,50110560,90611.99280000004,3845.4633000000017,175054.58880000006,115608.40359999995,4214.5511,194504.9897999997,110883.6008999999,31215.338799999987,270322.9890000003,90611.99280000004,3845.4633000000017,175054.58880000006,231025.60579999996,57516.35030000006,326591.9870999997,237709.23269999988,80549.91350000021,321655.7897999996,237766.7579000001,20899.271200000007,203327.2250000002,114577.30209999994,11225.025900000011,123688.37179999994,79455.6176,8104.717100000011,89897.86270000004,114659.51759999998,12436.689500000011,153108.2487999998,173438.0426000002,14577.095399999967,180669.98590000012,142862.10559999998,32357.414299999986,262697.8086999997,152627.75009999998,37345.86690000002,266528.72260000004,285732.8182999997,39052.15960000002,355060.83619999985,287566.411,39372.32699999996,378418.3162,167105.3465,20404.85030000002,219501.2056000001,106157.4828,4542.174099999995,92042.10600000004,45602.861500000035,1738.2044000000012,35173.0996,85657.55920000019,10512.891900000015,96710.86119999998,199326.394299998,3994,114,4351,159,189.5642857142857,6487408.171428571,164.16083916083915,5174045.671328671,18214,40530650
346,2019-03-31,50110560,94753.79679999997,4852.878899999997,167408.93970000008,120892.77549999995,5321.779100000005,184509.2292000001,120421.17059999998,28960.1945,263508.0018,94753.79679999997,4852.878899999997,167408.93970000008,250858.5118000003,66680.11400000003,345398.12909999985,261974.58710000003,88369.01600000002,372917.3174999993,248617.10819999996,26498.90189999995,245612.4290999998,138040.49549999987,15752.082799999995,139228.35980000006,95726.57459999996,11825.343400000007,100414.4178999999,103072.02650000002,13118.538599999993,133967.37399999998,155910.3960999999,15367.2041,157430.81599999985,156872.4986,32289.397899999967,239663.41950000034,171797.7799999999,44883.870999999905,300315.5866000001,308432.85849999986,46448.80570000002,383862.7560999996,317266.40440000035,55957.826900000095,425181.2299,203034.92290000003,18733.981200000017,262687.2956000003,110208.47429999996,7074.8025000000125,105684.47240000012,47343.0764,2699.1691000000005,40359.12669999998,92737.62300000039,4766.553100000008,90817.08800000028,207756.24330000216,3991,108,4328,159,192.58064516129036,6237610.696774192,172.03267973856208,5118174.705882353,19154,40510300
347,2019-04-30,50110560,87490.82699999999,22881.19340000001,134940.15830000013,111626.22680000012,25082.006099999984,148676.39449999982,123240.43120000018,29566.972199999986,237290.69829999984,87490.82699999999,22881.19340000001,134940.15830000013,240424.4011,65308.30740000004,332073.9749000001,247841.2937000003,85568.13470000001,351965.4963000007,236666.8836999999,26692.477099999996,232600.1646,120051.5395999999,19603.803500000024,139879.57419999992,83251.82030000004,14501.591299999984,100139.68779999996,101682.22010000008,4683.5418999999965,123846.0636000001,153808.12430000026,5475.488699999995,145521.88979999998,150321.25939999998,27160.79489999996,245054.48759999985,167146.50649999976,45868.912599999974,299390.98549999966,294821.52069999994,53042.42950000004,363609.5605000001,300875.3990999997,48579.30600000001,423528.14160000073,191163.39139999996,27181.15210000001,245380.15320000003,102542.2698,12689.182900000014,97424.1048999999,44049.84849999994,4840.8300000000045,37195.07280000004,90646.99569999971,5522.146799999998,87979.89040000043,300534.4491000033,3971,112,4293,169,199.42,6227575.6866666665,167.39743589743588,5171330.141025641,18667,38799550
348,2019-05-31,50110560,92445.4631000001,25359.957199999986,154954.52920000005,117947.65779999994,27832.407700000032,171060.14779999983,125289.65080000016,32572.66880000001,245490.06120000003,92445.4631000001,25359.957199999986,154954.52920000005,251924.67189999964,72640.14339999991,345109.71469999955,265560.96919999976,85166.96330000005,357646.1235000008,242656.9391,34576.62099999996,223398.2115000001,133346.8469,8226.298200000003,141142.95,92471.68239999977,6175.614999999998,101669.88469999992,110189.18129999988,4732.073100000001,130076.45460000006,166676.05709999983,5532.225400000002,152810.62209999983,155963.6232,29522.66260000003,251065.7098999998,176949.28009999986,44398.101700000065,310771.0994999994,278018.85479999986,54247.7148,409452.4304999998,301798.6557000002,54412.71619999993,427777.9609,202989.6575,22751.993300000035,253887.25920000012,103890.8535,4894.608599999998,101945.5496000001,44629.16939999998,1873.7075000000011,38934.721799999985,87293.20510000008,3244.6427999999987,102118.49449999971,282860.20629999635,3966,107,4288,168,209.30967741935487,6491871.09032258,168.8527607361963,4989383.368098158,19882,39018000
349,2019-06-30,50110560,90835.9809000001,18606.732299999974,138483.40620000014,115894.18209999989,20408.896800000017,153001.56659999987,115778.97049999988,29463.21929999998,250575.5718,90835.9809000001,18606.732299999974,138483.40620000014,241682.0299,69602.40200000009,330106.8638000001,252850.99780000004,83518.29949999996,332344.5495000003,223367.72789999985,35060.9981,220347.00009999983,132784.4688,12813.135400000017,122941.42359999988,92081.6917,9044.257800000009,89647.2961,107069.82249999997,3204.601599999998,124594.32809999993,161957.60009999992,3746.4716,146509.21309999982,139400.91099999993,30290.474500000048,235586.1887,171796.03059999994,43352.979899999984,281896.12970000034,272325.07820000016,55709.6217,379436.00410000025,272355.52980000025,51458.2418,423076.92510000017,197626.47470000022,20726.472300000038,240134.97999999984,94056.57779999996,9220.764700000003,95879.84740000004,40404.586400000015,3512.783000000001,36628.4051,78546.71700000006,6391.470600000009,114512.05879999939,244808.9899000019,3957,105,4282,166,216.69333333333333,6665403.84,166.70967741935485,5450292.393548387,22246,43205150
350,2019-07-31,50110560,98422.26209999998,13702.143199999995,170915.08859999984,125573.23250000007,15016.6128,189791.842,118287.56260000015,26139.721599999943,285694.22050000005,98422.26209999998,13702.143199999995,170915.08859999984,242741.08400000012,67481.35019999994,357009.33000000095,268064.3342999997,77648.32159999991,344925.8406999994,231580.5218999996,32656.785999999986,210200.27839999995,137994.97749999992,4061.5583999999976,137231.58219999983,95695.00910000008,3049.077200000001,99104.7819,109130.42390000004,6447.500299999992,152292.52220000018,165074.54099999994,7537.714800000006,179768.38679999983,147141.97409999993,32028.174100000026,271467.77900000045,165222.41110000006,39978.83989999993,279195.4474000002,289684.41189999995,51490.5092,374147.83110000094,275060.31269999995,52713.07840000008,410302.6914,198749.1208999999,21617.921099999974,239616.64640000038,96728.69999999997,11847.148300000004,94737.30760000016,41552.4709,4518.696400000002,36188.7592,93291.02660000039,7036.483000000002,111702.55930000047,245390.67650000105,3953,101,4275,162,214.74838709677417,6937567.761290322,170.48447204968946,4931913.801242236,25165,48782500
351,2019-08-31,50110560,103058.50849999994,9112.03840000001,171176.9556999999,131488.4413000001,10008.63439999999,190148.32660000035,118038.59300000012,31469.242200000048,291137.1184000001,103058.50849999994,9112.03840000001,171176.9556999999,243998.4549000002,63965.77090000009,369598.33000000037,267763.4788999997,88720.38300000007,354889.2216000001,227530.7954,29864.576099999995,223487.0759000001,151541.70080000025,8125.415800000007,126333.69419999998,105089.21920000008,5329.465400000001,92594.4028,118608.12380000006,7867.182100000014,147134.3509999999,179410.84399999978,9259.249699999997,173427.43610000008,154502.27490000002,31088.344899999967,267242.6436000003,163339.78189999994,44673.13199999993,291604.2814999997,285199.4307999998,43678.17749999993,387320.77309999993,283164.4244999999,52250.386099999974,409216.66849999974,193151.51010000013,21555.008700000024,248743.4178000002,103475.59749999996,4774.434199999995,99656.12009999981,44450.78450000004,1819.2155999999973,38067.756799999974,91873.73140000003,6832.1009999999915,103841.80580000016,290964.41209999914,3937,101,4259,165,227.18064516129036,7303672.806451612,172.68711656441718,5134428.251533742,24765,46484250
352,2019-09-30,50110560,94409.40060000015,8166.865899999996,153136.26990000028,120453.37349999994,8981.1651,168910.89670000007,110868.22579999993,28215.218599999997,238573.88540000012,94409.40060000015,8166.865899999996,153136.26990000028,255625.2872999998,54977.109299999924,322306.8565,262685.929,76759.34120000011,348456.1980999997,225867.91659999968,35041.192899999995,222087.5949999998,147326.1768,9242.289499999997,130697.96469999994,102165.89119999993,6938.337000000001,94184.21640000009,105137.88540000004,5742.556099999994,124049.83079999998,159035.28619999986,6713.572099999998,145818.42580000006,137515.60179999992,24187.58109999999,230571.8084999999,168928.36960000018,38784.67109999996,269694.3896000003,279351.2365000001,41311.58600000004,357525.5031999996,278542.41459999967,48693.48839999992,401234.0685,197238.58720000013,21653.992400000032,249556.42750000022,96669.8410000001,2508.7524000000008,99955.96339999973,41527.186000000016,960.3774000000003,38155.93129999998,76096.39429999987,4166.0412000000015,98822.09460000016,197608.0621000037,3946,97,4268,159,218.0733333333333,7782168.72,154.7987012987013,4364524.512987013,21979,40115250
353,2019-10-31,50110560,101780.77619999988,20195.526000000027,149470.23119999995,129858.23150000008,22132.916099999995,165023.22480000035,106687.30050000004,37243.76169999997,237502.38990000004,101780.77619999988,20195.526000000027,149470.23119999995,267346.2110999998,59452.97129999999,356459.92379999976,281057.375,82655.2070999999,389885.14880000055,222557.53530000016,27942.51350000001,251210.77899999983,162296.94250000006,8394.637800000002,144199.5040000001,112547.62749999986,6301.991200000009,105037.91839999992,112632.63229999988,6403.214900000003,127117.25939999992,170372.1048,7588.116000000018,149269.5946999998,137311.6933999999,29690.74299999998,224955.66150000028,171667.07990000013,43072.22129999998,288941.89519999985,279607.35620000004,42843.08859999999,380380.87800000096,294227.5095999999,45756.36740000001,439991.6975999996,209699.04119999977,23033.95350000001,267931.5186000004,100899.4452,5747.812000000001,110529.4326,43344.12880000004,2200.3240000000005,42187.4301,83434.92189999993,9216.967699999985,96927.26110000053,277759.7544000022,3933,99,4253,156,217.32258064516128,6617581.4,174.97560975609755,5141959.939024392,19399,34224250
354,2019-11-30,50110560,140745.15540000005,27506.65070000002,223931.938,138359.64469999998,21070.578100000006,171888.57720000012,100617.86700000004,32157.81860000009,248326.84209999983,140745.15540000005,27506.65070000002,223931.938,255721.84429999988,67776.33010000004,354996.72530000034,287636.58090000023,85504.80979999994,385005.6087999995,208763.41350000005,34562.68649999996,248452.49660000025,153071.9062,20073.2359,144070.9325000004,69726.70459999995,7828.294599999994,56044.06649999994,119779.56160000006,9860.281900000002,136179.1573000001,170879.25890000016,11364.904900000014,157933.08009999982,128537.35969999994,26737.83460000004,254105.18350000025,171774.72600000017,40130.64680000002,299423.5176,276693.02530000044,41218.95240000002,408500.2494000003,300265.6510000002,47763.30349999993,457647.1493000001,209190.4980999998,21478.38259999999,271208.22549999994,96992.5827,8786.504799999995,117247.28010000008,57713.42240000001,4978.3501,67642.72739999997,78259.07719999993,5172.466199999995,105219.92160000034,212768.50740000184,3924,105,4258,162,209.22666666666663,6590986.986666666,163.42073170731706,4706427.384146341,18375,35060900
355,2019-12-31,50110560,148103.21649999983,38524.3066,235477.6388999997,145592.99269999986,29482.225400000014,181388.3056000001,107972.10509999994,31286.360700000016,260192.33989999985,148103.21649999983,38524.3066,235477.6388999997,255836.9156999997,65297.12579999992,360471.65410000045,299350.73209999985,77975.52200000003,369547.86960000056,212886.3024,30451.423800000015,234500.4419999998,159583.7356,11058.0317,141574.56360000017,72692.94720000005,4300.1776000000045,55028.25379999996,121853.51170000006,6816.016000000005,151813.88890000017,173837.98300000018,7932.594899999996,176491.43859999996,141060.85000000006,30556.798200000016,261244.0482000004,172156.9395999999,43217.065900000016,293729.10540000023,292804.3523,51464.41140000008,402531.07489999995,307442.9005999998,58777.199199999974,456363.138,218532.3834,15200.492999999993,269582.7509999996,102420.51049999996,8373.65530000001,107831.34960000005,60943.19849999997,4804.892199999996,62234.81270000003,62261.13269999986,5280.0879,92158.46299999996,203030.17120000115,3920,99,4254,160,201.3483870967742,6668007.477419355,173.48427672955975,5283988.704402517,17166,35540150
356,2020-01-31,50110560,134235.9996999999,31159.652099999985,237863.4404000001,131960.81189999994,23847.065100000047,183991.38770000005,104733.38249999992,25874.833799999986,249440.90439999977,134235.9996999999,31159.652099999985,237863.4404000001,258023.0508000002,61397.849199999924,357105.0913000001,285657.8154999998,82672.64799999997,373196.9426000003,220750.53930000012,27823.76049999993,229812.81369999997,151579.52100000007,20393.895600000018,118148.78789999992,69046.89829999994,7922.533400000006,46009.89410000003,119516.73030000008,7563.6684999999925,151415.4274999999,170504.29880000002,8782.569699999984,176913.95000000007,147612.83680000005,31686.824799999984,244832.3095,164329.8442999999,40862.20869999994,271086.11709999986,297531.00510000024,45811.28039999994,385730.8081,310021.25879999954,55487.15910000005,435133.0566999998,233490.90769999995,21187.39190000001,258691.55410000004,95129.78299999992,11322.400800000007,110283.68459999988,56605.00130000003,6430.483799999994,63201.44460000002,56956.87759999983,6862.098599999998,94439.53160000179,173494.84720000232,3912,103,4229,158,206.85714285714286,7014278.2792207785,150.19760479041915,4629325.275449102,15603,33954800
357,2020-02-29,50110560,135844.62599999984,23500.405900000023,154552.10770000002,133542.17360000015,18037.022799999977,118866.9374999999,95650.44280000003,23806.036800000038,190538.2659999999,135844.62599999984,23500.405900000023,154552.10770000002,245085.9753000002,52964.883,291583.0801999998,266331.4137,70871.06939999996,296311.0422999994,214926.70379999984,21031.274099999995,201997.2739,135802.6333,16235.455799999992,114208.28809999985,61860.27409999995,6282.902599999997,44426.54449999999,122249.63919999995,10084.496799999997,110113.75200000004,174403.10600000015,11623.33309999998,128189.40959999984,136332.6544,29598.09969999997,216506.4113,156451.1107999999,37131.63519999996,234620.89860000013,274592.1710999997,44621.41609999999,325397.11899999954,297046.9254000003,55633.25160000002,394421.7994999999,218964.9451,14529.000699999995,228556.24749999985,90610.32219999992,8406.244399999985,100226.6839,53915.79229999997,4736.296800000006,57799.35299999996,57914.76419999996,10950.912899999994,82107.60950000116,56557.638900000115,3901,107,4215,160,193.86206896551724,6293705.979310345,148.91836734693874,4271579.816326532,14806,31296400
358,2020-03-31,50110560,161065.65459999983,11004.740799999996,133814.5889000001,158335.72809999983,8437.274899999993,102924.70430000011,93608.6127000002,29758.90629999999,159125.38509999984,161065.65459999983,11004.740799999996,133814.5889000001,272540.3352999998,49790.40619999996,274075.4329,293830.99329999986,72498.4877999999,281756.50270000054,235843.6317000001,19373.565,184594.0912000001,160975.19589999993,2657.4597999999983,108880.9745,73326.77960000008,1037.902900000001,42404.48870000007,129436.80989999992,11081.625799999983,93933.7647,184656.4268000001,12784.703200000002,109009.36230000012,152984.5314,27840.98589999999,184628.667,185432.86650000015,34979.468599999986,214077.9514,297388.1582000001,34697.829500000036,309247.1392999998,348153.9296999997,46438.12279999998,346025.6123999998,249169.34140000012,25844.722299999976,200438.35229999988,93755.22460000012,10618.1126,99714.8318,55787.09959999999,6022.0670999999875,58311.17230000003,75942.1266999987,10274.226700000028,63233.77359999989,6602.462100000073,3882,109,4193,162,197.5161290322581,5873113.225806451,149.21052631578948,4675873.453947368,15696,31831100
359,2020-04-30,50110560,147653.7531,13963.040099999991,125705.24930000011,145151.14669999992,10751.500000000016,96451.85220000011,91592.04810000004,26211.99850000002,152056.0311999999,147653.7531,13963.040099999991,125705.24930000011,253138.20459999997,54174.108900000065,253157.26490000024,283918.97530000005,68425.38360000004,264519.00489999965,218318.12699999983,23526.65429999999,178054.78030000013,158852.76099999985,4197.075899999996,99612.53089999994,72359.97669999996,1629.4617999999994,38837.17900000007,118540.69509999994,10195.924199999998,88202.02159999976,169111.87159999993,11751.763300000002,102225.89029999982,145956.45499999993,22487.502799999966,179071.90599999996,163239.41040000028,35267.07239999998,211278.82450000008,280493.04069999984,40005.67340000007,290865.6387999998,318251.81569999986,43676.69610000007,341925.2938999996,229247.99080000012,22153.976900000016,192205.80469999966,90662.25449999997,9169.246700000016,91556.20120000008,53946.69360000002,5266.440800000001,53245.76919999999,72441.39510000082,10556.4188,71211.46030000037,2657.798000000015,3893,108,4216,160,199.96,6425080.466666668,145.125,4149480.513157895,15209,29979550
