base_date,emd_cd,use_cnt_mean,emd_amt_mean
2019-11-30,50110580,324.327044,9625007.711
2019-12-31,50110580,321.8328267,10239170.26
2020-01-31,50110580,322.04375,10451887.39
2020-02-29,50110580,305.8657718,9012390.466
2020-03-31,50110580,322.9354839,9210214.403
2020-04-30,50110580,339.705298,9566284.993
2020-05-31,50110580,359.1028037,11035086.82
2020-06-30,50110580,342.2163934,9608602.911
2020-07-31,50110580,339.8213166,9925741.361
2020-08-31,50110580,377.247619,11098234.87
2020-09-30,50110580,377.2166667,11890379.72
2020-10-31,50110580,351.9616613,10190712.14
2020-11-30,50110580,344.2427184,10367119.15
2020-12-31,50110580,344.3660131,9895650.699
2021-01-31,50110580,330.2350993,9640153.546
2021-02-28,50110580,334.0507246,10154016.8
2021-03-31,50110580,323.5063291,9802252.763
2021-04-30,50110580,334.6970684,10277176.89
2021-05-31,50110580,348.952381,10584758.72
2021-06-30,50110580,336.8741722,10019904.53
2018-01-31,50110590,183.1206349,6427583.086
2018-02-28,50110590,176.3992933,7093306.714
2018-03-31,50110590,193.9679487,6535422.404
2018-04-30,50110590,200.8,7058735.86
2018-05-31,50110590,208.1265432,7137440.102
2018-06-30,50110590,209.4222222,7122696.619
2018-07-31,50110590,215.7116564,7097270.377
2018-08-31,50110590,216.635514,7368595.692
2018-09-30,50110590,203.089172,7489929.828
2018-10-31,50110590,203.659306,7048994.647
2018-11-30,50110590,202.4222222,6943001.686
2018-12-31,50110590,206.93125,7249405.909
2019-01-31,50110590,200.2639752,7320316.45
2019-02-28,50110590,202.4097222,6937069.524
2019-03-31,50110590,205.8832808,6592651.886
2019-04-30,50110590,209.6601942,7066497.887
2019-05-31,50110590,215.8670886,7191481.472
2019-06-30,50110590,209.1423948,6627613.718
2019-07-31,50110590,216.3239875,6998203.492
2019-08-31,50110590,224.4018692,7403844.972
2019-09-30,50110590,210.3290323,7254197.79
2019-10-31,50110590,212.59375,6884212.1
2019-11-30,50110590,218.1566667,7159711.81
2019-12-31,50110590,209.5669782,7246135.486
2020-01-31,50110590,204.4018987,6960052.231
2020-02-29,50110590,194.2508361,6462656.054
2020-03-31,50110590,206.2175325,6825177.857
2020-04-30,50110590,214.3120805,6898611.617
2020-05-31,50110590,224.765625,7522743.947
2020-06-30,50110590,225.5940594,7317869.924
2020-07-31,50110590,221.2151899,7019030.544
2020-08-31,50110590,240.5664557,7694895.661
2020-09-30,50110590,244.9393939,8306675.545
2020-10-31,50110590,216.7539432,7305687.035
2020-11-30,50110590,226.6556291,7392555.404
2020-12-31,50110590,212.7687296,6983300.71
2021-01-31,50110590,218.6587031,7019931.164
2021-02-28,50110590,220.5547445,7425793.547
2021-03-31,50110590,216.5645161,6889986.674
2021-04-30,50110590,217.4768212,6735244.791
2021-05-31,50110590,222.7524116,7304444.859
2021-06-30,50110590,223.4113712,7059453.512
2018-01-31,50110600,458.3281734,14101775.48
2018-02-28,50110600,449.3172414,14817474.91
2018-03-31,50110600,468.5582822,14079860.85
2018-04-30,50110600,488.6006289,14195809.35
2018-05-31,50110600,506.063253,15367829.03
2018-06-30,50110600,517.8213166,14904497.5
2018-07-31,50110600,531.0825688,15717313.48
2018-08-31,50110600,527.7259036,15532271.34
2018-09-30,50110600,507.9085174,15986767.8
2018-10-31,50110600,498.0923077,14278839.22
2018-11-30,50110600,496.4069401,14275328.04
2018-12-31,50110600,493.6820988,15411642.8
2019-01-31,50110600,476.9755352,14227250.17
2019-02-28,50110600,469.7373737,14274052.62
2019-03-31,50110600,484.0029851,13916243.61
2019-04-30,50110600,506.5825545,14243343.79
2019-05-31,50110600,529.7883436,15542962.14
2019-06-30,50110600,536.625,14936909.42
2019-07-31,50110600,530.0903614,14975448.57
2019-08-31,50110600,559.5321101,16272270.43
2019-09-30,50110600,519.3829114,16233564.87
2019-10-31,50110600,530.4638554,14720986.55
2019-11-30,50110600,528.7350158,15510734.15
2019-12-31,50110600,524.9235474,16177780.93
2020-01-31,50110600,499.4674923,16034441.43
2020-02-29,50110600,495.627907,14869489.01
2020-03-31,50110600,531.0191083,15606236.97
2020-04-30,50110600,545.6895425,16579171.8
2020-05-31,50110600,580.25,17274181.33
2020-06-30,50110600,560.9805825,16292211.16
2020-07-31,50110600,557.9345794,16134601.24
2020-08-31,50110600,586.3869969,18171192.08
2020-09-30,50110600,593.4072848,18943114.79
2020-10-31,50110600,560.8081761,16693248.79
2020-11-30,50110600,541.0961538,16075741.63
2020-12-31,50110600,537.433121,16574529.55
2021-01-31,50110600,520.9225806,15386471.86
2021-02-28,50110600,524.0071174,17279942.32
2021-03-31,50110600,521.7610063,15567218.52
2021-04-30,50110600,528.3536977,16142123.95
2021-05-31,50110600,546.090625,16609196.69
2021-06-30,50110600,540.0419355,16072003.81
2018-01-31,50110610,398.123839,12176308.59
2018-02-28,50110610,395.9446367,13215383.6
2018-03-31,50110610,421.3527607,12631163.02
2018-04-30,50110610,446.681388,13056149.88
2018-05-31,50110610,460.6030303,13437119.79
2018-06-30,50110610,478.4735202,13500183.78
2018-07-31,50110610,479.7108434,13496940.2
2018-08-31,50110610,506.1926606,14777166.29
2018-09-30,50110610,487.2971246,14921063.55
2018-10-31,50110610,470.2787879,13400032.23
2018-11-30,50110610,482.4952381,13716634.37
2018-12-31,50110610,478.0674847,14449511.71
2019-01-31,50110610,458.5800604,13635360.32
2019-02-28,50110610,456.057047,13828176.26
2019-03-31,50110610,475.9577039,14067896.66
2019-04-30,50110610,484.925,13995822.69
2019-05-31,50110610,500.648318,14618781.43
2019-06-30,50110610,521.4,14542653.76
2019-07-31,50110610,522.0672783,14441353.13
2019-08-31,50110610,542.126506,15833774.3
2019-09-30,50110610,497.631746,14686824.39
2019-10-31,50110610,531.7835366,14568139.06
2019-11-30,50110610,518.117284,14674200.67
2019-12-31,50110610,533.2090909,15505042.96
2020-01-31,50110610,500.1017964,14699062.24
2020-02-29,50110610,525.2214765,14904765.86
2020-03-31,50110610,542.6273885,15325352.61
2020-04-30,50110610,565.6807818,15699130.46
2020-05-31,50110610,603.5090909,17488085.92
2020-06-30,50110610,579.0548387,16045146.75
2020-07-31,50110610,566.7368421,15887642.22
2020-08-31,50110610,593.587156,17264381.47
2020-09-30,50110610,604.1848185,18435152.71
2020-10-31,50110610,568.0536278,16534422.82
2020-11-30,50110610,564.0357143,16463253.17
2020-12-31,50110610,567.2857143,16364225.29
2021-01-31,50110610,537,15623461.89
2021-02-28,50110610,551.4148936,16740204.67
2021-03-31,50110610,548.4627329,15892926.61
2021-04-30,50110610,570.2269737,16481380.05
2021-05-31,50110610,581.4984326,17159663.95
2021-06-30,50110610,570.4115756,16083889.36
2018-01-31,50110620,55.6496063,1944453.972
2018-02-28,50110620,54.95217391,2079515.217
2018-03-31,50110620,56.46792453,1889760.298
2018-04-30,50110620,64.34412955,2214240.7
2018-05-31,50110620,64.76102941,2441870.941
2018-06-30,50110620,65.1124031,2271891.655
2018-07-31,50110620,66.84444444,2180635.448
2018-08-31,50110620,67.28787879,2289832.239
2018-09-30,50110620,63.08396947,2221376.996
2018-10-31,50110620,61.47565543,2132633.727
2018-11-30,50110620,64.36090226,1997602.391
2018-12-31,50110620,68.85347985,2196404.073
2019-01-31,50110620,69.87857143,2193814.075
2019-02-28,50110620,74.25514403,2354380.835
2019-03-31,50110620,79.19852941,2472803.456
2019-04-30,50110620,77.14981273,2262010.378
2019-05-31,50110620,77.01748252,2518730.762
2019-06-30,50110620,81.91519435,2434660.367
2019-07-31,50110620,82.35254237,2491792.868
2019-08-31,50110620,83.6816609,2683541.692
2019-09-30,50110620,79.89208633,2615319.392
2019-10-31,50110620,81.33559322,2408168.207
2019-11-30,50110620,80.62724014,2487375.9
2019-12-31,50110620,81.51351351,2716434.956
2020-01-31,50110620,77.68813559,2572748.183
2020-02-29,50110620,78.5198556,2427005.17
2020-03-31,50110620,84.23728814,2792376.475
2020-04-30,50110620,90.4893617,2700505.528
2020-05-31,50110620,98.69565217,3445753.672
2020-06-30,50110620,94.44368601,2909738.082
2020-07-31,50110620,92.77076412,2746719.472
2020-08-31,50110620,94.90131579,2997927.898
2020-09-30,50110620,92.6971831,3013255.926
2020-10-31,50110620,88.78787879,2716498.761
2020-11-30,50110620,91.06338028,3126090.391
2020-12-31,50110620,85.17605634,2621287.116
2021-01-31,50110620,83.22377622,2671366.762
2021-02-28,50110620,84.43181818,2858206.996
2021-03-31,50110620,86.51890034,2716160.814
2021-04-30,50110620,92.0170068,2802234.993
2021-05-31,50110620,97.14046823,3401691.796
2021-06-30,50110620,95.78368794,3082508.348
2018-01-31,50110630,559.654321,17377510.46
2018-02-28,50110630,556.9413793,18941115.17
2018-03-31,50110630,613.691358,18529382.5
2018-04-30,50110630,623.3436533,18656813.7
2018-05-31,50110630,660.4325153,20039675.96
2018-06-30,50110630,648.4192547,19518148.75
2018-07-31,50110630,671.1761194,19981407.06
2018-08-31,50110630,690.7634731,20830238.45
2018-09-30,50110630,674.2672956,21293400.73
2018-10-31,50110630,660.9143731,18973690.44
2018-11-30,50110630,661.5360502,19580866.05
2018-12-31,50110630,669.4504505,20807242.18
2019-01-31,50110630,661.2981928,20323525.26
2019-02-28,50110630,644.6835017,20131711.16
2019-03-31,50110630,690.6036036,20289572.24
2019-04-30,50110630,709.371875,19728917.06
2019-05-31,50110630,726.3262195,20931772.33
2019-06-30,50110630,731.5141066,20509898.21
2019-07-31,50110630,752.4420732,21411202.47
2019-08-31,50110630,768.0748503,22004644.01
2019-09-30,50110630,725.2911392,21555669.32
2019-10-31,50110630,757.3746224,21098845.66
2019-11-30,50110630,749.6987578,20867549.47
2019-12-31,50110630,754.5866261,22898511.34
2020-01-31,50110630,715.0644172,22333508.94
2020-02-29,50110630,705.8888889,20835102.14
2020-03-31,50110630,727.5840979,20916776.39
2020-04-30,50110630,789.2044728,22852741.56
2020-05-31,50110630,845.2950311,26079373.05
2020-06-30,50110630,813.5723473,23827399.89
2020-07-31,50110630,795.2256098,23086449.31
2020-08-31,50110630,837.9512195,24806480.84
2020-09-30,50110630,842.7532051,26411805.35
2020-10-31,50110630,805.5276074,23261723.17
2020-11-30,50110630,796.0595611,23194166.66
2020-12-31,50110630,776.603125,22757146.31
2021-01-31,50110630,748.4517134,21989362.9
2021-02-28,50110630,767.6632653,23539442.21
2021-03-31,50110630,808.3919753,23114953.07
2021-04-30,50110630,833.318328,24249581.14
2021-05-31,50110630,852.8834356,25373232.93
2021-06-30,50110630,853.6698113,24154991.06
2018-01-31,50110640,277.8626198,8962674.157
2018-02-28,50110640,273.0350877,9546214.611
2018-03-31,50110640,291.9710611,9481883.569
2018-04-30,50110640,293.0705128,8970577.728
2018-05-31,50110640,306.2953846,9750577.828
2018-06-30,50110640,308.184375,9681576.569
2018-07-31,50110640,328.74613,10342711.63
2018-08-31,50110640,331.5382263,10493110.81
2018-09-30,50110640,318.9292605,10728479.81
2018-10-31,50110640,315.6448598,9905152.754
2018-11-30,50110640,312.7202572,9487535.559
2018-12-31,50110640,325.8333333,10322937.84
2019-01-31,50110640,323.5625,10309859.97
2019-02-28,50110640,308.8793103,9932434.962
2019-03-31,50110640,327.0762195,9799160.674
2019-04-30,50110640,335.9453376,10307690.76
2019-05-31,50110640,340.2795031,10600050.47
2019-06-30,50110640,350.4126984,10604509.62
2019-07-31,50110640,354.1463415,10585397.26
2019-08-31,50110640,378.9409938,11559588.55
2019-09-30,50110640,351.7249191,11286782.62
2019-10-31,50110640,361.303125,10711789.07
2019-11-30,50110640,353.4271845,10834678.93
2019-12-31,50110640,356.4691358,11274584.02
2020-01-31,50110640,340.993808,11213490.09
2020-02-29,50110640,334.5250836,10082357.91
2020-03-31,50110640,361.6129032,11121767.47
2020-04-30,50110640,378.0531561,11445218.05
2020-05-31,50110640,396.5372671,12515693.86
2020-06-30,50110640,389.504886,11624931.63
2020-07-31,50110640,389.0791139,11730214.48
2020-08-31,50110640,402.0590062,12667768.16
2020-09-30,50110640,399.53,12782137.21
2020-10-31,50110640,376.3047619,11353565.43
2020-11-30,50110640,377.9288026,11657190.08
2020-12-31,50110640,373.1934426,11347660.53
2021-01-31,50110640,356.8705502,10648731.8
2021-02-28,50110640,364.1684588,11629938.61
2021-03-31,50110640,370.4679487,11359021.06
2021-04-30,50110640,374.2885246,11372829.84
2021-05-31,50110640,374.6044304,11499929.14
2021-06-30,50110640,369.7029703,10890488.68
2018-01-31,50110650,910.6930091,29025910.74
2018-02-28,50110650,891.3040541,30576767.89
2018-03-31,50110650,959.7484848,29264111.42
2018-04-30,50110650,967.8641975,30198181.63
2018-05-31,50110650,997.241791,31321153.27
2018-06-30,50110650,1017.006173,31130945.14
2018-07-31,50110650,1066.699387,32593857.08
2018-08-31,50110650,1055.841317,32769474.99
2018-09-30,50110650,1009.765625,32639710.33
2018-10-31,50110650,982.0568862,30358264.36
2018-11-30,50110650,992.6323988,30678531.82
2018-12-31,50110650,983.3465046,31845779.19
2019-01-31,50110650,965.4984985,30645984.23
2019-02-28,50110650,987.2354949,32096481.25
2019-03-31,50110650,996.8668639,30329984.33
2019-04-30,50110650,1025.086957,31246794.7
2019-05-31,50110650,1049.618619,31837585.33
2019-06-30,50110650,1082.600629,32431286.9
2019-07-31,50110650,1076.52994,32098801.46
2019-08-31,50110650,1141.166172,34383502.23
2019-09-30,50110650,1078.626168,33584655.54
2019-10-31,50110650,1109.443452,32957376.35
2019-11-30,50110650,1108.70625,33582156.66
2019-12-31,50110650,1102.152695,34288684.65
2020-01-31,50110650,1064.283988,33742818.37
2020-02-29,50110650,1066.784053,32008968.82
2020-03-31,50110650,1085.172956,31614454.97
2020-04-30,50110650,1147.47557,32964696.55
2020-05-31,50110650,1195.2,36474445.82
2020-06-30,50110650,1153.593651,33588855.75
2020-07-31,50110650,1158.189024,34024596.85
2020-08-31,50110650,1262.303125,37977179.66
2020-09-30,50110650,1264.654723,39404550.07
2020-10-31,50110650,1176.424149,35463296.4
2020-11-30,50110650,1180.221154,35720952.29
2020-12-31,50110650,1150.588608,34654539.44
2021-01-31,50110650,1121.289809,33212063.56
2021-02-28,50110650,1135.655052,34969200.71
2021-03-31,50110650,1150.272171,33877043.01
2021-04-30,50110650,1161.790625,34255747.58
2021-05-31,50110650,1195.287037,35798182.67
2021-06-30,50110650,1171.99359,33301551.02
2018-01-31,50110660,1192.813814,36940712.16
2018-02-28,50110660,1172.996689,39448090.55
2018-03-31,50110660,1240.628399,38073040.22
2018-04-30,50110660,1263.767584,37922272.49
2018-05-31,50110660,1317.949102,40835442.48
2018-06-30,50110660,1322.558282,39501758.24
2018-07-31,50110660,1358.859281,40396355.58
2018-08-31,50110660,1352.065089,40394689.98
2018-09-30,50110660,1332.34375,42162395.35
2018-10-31,50110660,1302.09697,38967752.59
2018-11-30,50110660,1284.813084,38091908.95
2018-12-31,50110660,1293.038922,40988279.51
2019-01-31,50110660,1250.94362,38163342.35
2019-02-28,50110660,1251.036545,39082470.76
2019-03-31,50110660,1307.376506,38701114.64
2019-04-30,50110660,1332.432099,38045435.05
2019-05-31,50110660,1373.170149,40065992.1
2019-06-30,50110660,1410.503125,40796180.63
2019-07-31,50110660,1412.2,40613618.51
2019-08-31,50110660,1472.745562,42951153.04
2019-09-30,50110660,1367.036923,41973938.97
2019-10-31,50110660,1428.868657,41745235.04
2019-11-30,50110660,1397.407407,41277194.58
2019-12-31,50110660,1399.59403,43400844.53
2020-01-31,50110660,1339.63964,41776491.77
2020-02-29,50110660,1325.367213,38806078.38
2020-03-31,50110660,1430.571429,41175497.17
2020-04-30,50110660,1478.566775,42930935.87
2020-05-31,50110660,1555,46682315.96
2020-06-30,50110660,1500.633229,43051519.56
2020-07-31,50110660,1477.554545,43422585.33
2020-08-31,50110660,1586.281346,46352258.73
2020-09-30,50110660,1589.02589,48500481.95
2020-10-31,50110660,1515.99375,44037718.54
2020-11-30,50110660,1469.257053,44122667.2
2020-12-31,50110660,1450.109718,42673132.67
2021-01-31,50110660,1397.952978,40704193.55
2021-02-28,50110660,1449.073427,43987666.87
2021-03-31,50110660,1430.64939,41611528.22
2021-04-30,50110660,1514.038217,44040238.62
2021-05-31,50110660,1517.781155,44627151.32
2021-06-30,50110660,1517.980892,43277882.19
2018-01-31,50110670,441.4545455,13242382.67
2018-02-28,50110670,429.0782918,13907820.12
2018-03-31,50110670,454.408805,13606166.14
2018-04-30,50110670,463.9392971,13568034.2
2018-05-31,50110670,474.5015291,14309500.67
2018-06-30,50110670,508.1428571,14587484.39
2018-07-31,50110670,512.6801242,14931145.75
2018-08-31,50110670,490.6366366,14311776
2018-09-30,50110670,479.6025237,14489720.02
2018-10-31,50110670,478.1646341,13707747.86
2018-11-30,50110670,474.9211356,13731402.59
2018-12-31,50110670,485.6358025,14531588.53
2019-01-31,50110670,487.9195046,14479209.85
2019-02-28,50110670,468.9756944,14269053.38
2019-03-31,50110670,481.1158537,13681447.12
2019-04-30,50110670,494.8038585,14073336.41
2019-05-31,50110670,508.1222571,14927381.37
2019-06-30,50110670,497.0981013,14084992.22
2019-07-31,50110670,516.095679,14901393.66
2019-08-31,50110670,530.6067073,15326195.04
2019-09-30,50110670,486.4746835,14929232.25
2019-10-31,50110670,506.7308869,14516277.46
2019-11-30,50110670,514.8231511,14463915.95
2019-12-31,50110670,508.2453416,15848305.59
2020-01-31,50110670,480.6677019,14678585.53
2020-02-29,50110670,480.2516779,14258297.2
2020-03-31,50110670,509.9678457,14870380.79
2020-04-30,50110670,504.7935484,14896671.92
2020-05-31,50110670,535.2289157,16157465.54
2020-06-30,50110670,522.1055901,14794138.87
2020-07-31,50110670,537.1118012,15395485.77
2020-08-31,50110670,566.570122,16515553.27
2020-09-30,50110670,588.0966667,18225189.59
2020-10-31,50110670,550.7539432,16238188.82
2020-11-30,50110670,525.3853503,15659696.97
2020-12-31,50110670,535.7170418,16186547.96
2021-01-31,50110670,532.9540984,15850817.08
2021-02-28,50110670,524.7437722,16618717.33
2021-03-31,50110670,532.9747634,15899245.08
2021-04-30,50110670,531.977492,16245787.21
2021-05-31,50110670,550.4496855,16692553.48
2021-06-30,50110670,544.514658,16270609.32
2018-01-31,50110680,75.4265233,2460852.441
2018-02-28,50110680,79.59090909,2705924.674
2018-03-31,50110680,81.7173913,2584417.996
2018-04-30,50110680,84.50588235,2721568.718
2018-05-31,50110680,89.32462687,3026285.321
2018-06-30,50110680,92.55172414,3067118.046
2018-07-31,50110680,89.50364964,2788971.734
2018-08-31,50110680,86.53448276,2767029.29
2018-09-30,50110680,89.56370656,3147132.023
2018-10-31,50110680,78.38434164,2588226.142
2018-11-30,50110680,85.71167883,2770766.562
2018-12-31,50110680,85.60350877,2991797.095
2019-01-31,50110680,81.57190635,2866505.311
2019-02-28,50110680,79.97211155,2793428.287
2019-03-31,50110680,87.29065744,3008543.955
2019-04-30,50110680,89.74021352,2894650.676
2019-05-31,50110680,90.22742475,2931996.555
2019-06-30,50110680,87.86941581,2769259.973
2019-07-31,50110680,92.09966777,2875320.967
2019-08-31,50110680,97.94576271,3185227.837
2019-09-30,50110680,93.85915493,3009600.838
2019-10-31,50110680,99.64864865,3185093.456
2019-11-30,50110680,93.25429553,2886740.729
2019-12-31,50110680,91.01320132,2937766.33
2020-01-31,50110680,94.99315068,3262519.586
2020-02-29,50110680,85.10830325,2657471.625
2020-03-31,50110680,87.37201365,2635500.683
2020-04-30,50110680,90.85416667,2721784.358
2020-05-31,50110680,100.0332226,3172102.196
2020-06-30,50110680,94.45614035,2943387.407
2020-07-31,50110680,93.13,2905848.197
2020-08-31,50110680,98.34459459,3077752.264
2020-09-30,50110680,97.30208333,3170933.51
2020-10-31,50110680,88.96666667,2737431.337
2020-11-30,50110680,93.72953737,3020446.758
2020-12-31,50110680,92.51535836,2973412.717
2021-01-31,50110680,87.61754386,2764352.653
2021-02-28,50110680,90.60153257,3030584.64
2021-03-31,50110680,90.32542373,2869478.261
2021-04-30,50110680,91.28919861,2848139.979
2021-05-31,50110680,97.13,3194492.147
2021-06-30,50110680,99.2599278,3137556.679
2018-01-31,50110690,56.86879433,2362878.918
2018-02-28,50110690,58.21487603,2594013.074
2018-03-31,50110690,57.5326087,2143729.475
2018-04-30,50110690,61.05243446,2519666.067
2018-05-31,50110690,60.0701107,2472379.557
2018-06-30,50110690,59.66909091,2090786.073
2018-07-31,50110690,64.1618705,2288853.885
2018-08-31,50110690,68.40701754,2413149.628
2018-09-30,50110690,65.07636364,2486891.673
2018-10-31,50110690,62.64338235,2422056.268
2018-11-30,50110690,68.15413534,2568955.647
2018-12-31,50110690,67.13888889,2774585.628
2019-01-31,50110690,62.61888112,2466593.759
2019-02-28,50110690,64.15748031,2453511.268
2019-03-31,50110690,69.90391459,2468206.754
2019-04-30,50110690,66.03690037,2589259.908
2019-05-31,50110690,70.64561404,2452689.049
2019-06-30,50110690,66.95,2749253.382
2019-07-31,50110690,71.83848797,2442129.656
2019-08-31,50110690,73.49477352,2893867.213
2019-09-30,50110690,68.97058824,2725561.272
2019-10-31,50110690,70.36912752,2858645.376
2019-11-30,50110690,73.30851064,2577615.688
2019-12-31,50110690,72.83848797,2694640.753
2020-01-31,50110690,68.85810811,2439683.399
2020-02-29,50110690,63.41544118,1879403.662
2020-03-31,50110690,63.1358885,1911066.411
2020-04-30,50110690,68.88172043,2189986.624
2020-05-31,50110690,73.73630137,2376185.151
2020-06-30,50110690,71.03873239,2332001.391
2020-07-31,50110690,72.60137457,2467032.935
2020-08-31,50110690,76.84013605,2561032.541
2020-09-30,50110690,77.35272727,2676811.782
2020-10-31,50110690,73.46315789,2342337.982
2020-11-30,50110690,73.51071429,2629020.707
2020-12-31,50110690,71.48056537,2417028.488
2021-01-31,50110690,70.22743682,2256346.437
2021-02-28,50110690,67.28735632,2370239.716
2021-03-31,50110690,70.2369338,2528753.533
2021-04-30,50110690,72.85869565,2517275.569
2021-05-31,50110690,75.0790378,2691391.392
2021-06-30,50110690,74.43115942,2511490.529
2018-01-31,50130250,259.6612903,9383156.884
2018-02-28,50130250,259.2382671,9687726.643
2018-03-31,50130250,280.572327,9897018.739
2018-04-30,50130250,311.4107744,10543858.61
2018-05-31,50130250,320.0521173,11320651.97
2018-06-30,50130250,293.8143322,9848385.749
2018-07-31,50130250,270.7677419,9223138.581
2018-08-31,50130250,326.7305195,11564419.52
2018-09-30,50130250,330.0067114,12480863.3
2018-10-31,50130250,308.7634069,10368031.22
2018-11-30,50130250,323.9833887,10964167.18
2018-12-31,50130250,303.8252427,10440131.1
2019-01-31,50130250,312.3868852,11181257.32
2019-02-28,50130250,316.6606498,11526702.43
2019-03-31,50130250,336.9703947,11382149.79
2019-04-30,50130250,339.585034,11200429.95
2019-05-31,50130250,359.5344262,12155542.6
2019-06-30,50130250,324.960396,10512808.71
2019-07-31,50130250,291.3227848,9390596.345
2019-08-31,50130250,352.6918239,11671521.52
2019-09-30,50130250,345.5993266,11647623.43
2019-10-31,50130250,366.3831169,11669025.37
2019-11-30,50130250,354.2913907,11338223.67
2019-12-31,50130250,332.1233766,11480138.24
2020-01-31,50130250,326.6602564,11713552.3
2020-02-29,50130250,326.013986,10918580.84
2020-03-31,50130250,341.0947712,11486340.39
2020-04-30,50130250,343.1885522,11763156.04
2020-05-31,50130250,401.1546053,13628183.84
2020-06-30,50130250,382.8163265,12669103.11
2020-07-31,50130250,362.8311258,12493723.92
2020-08-31,50130250,392.2833876,13484989.38
2020-09-30,50130250,387.5205479,13784663.57
2020-10-31,50130250,380.2598684,12996343.2
2020-11-30,50130250,369.8855219,12920957.02
2020-12-31,50130250,366.1287129,13090778.48
2021-01-31,50130250,365.4765101,12587366.01
2021-02-28,50130250,365.0971223,12700236.49
2021-03-31,50130250,377.6740506,12521893.33
2021-04-30,50130250,398.4548495,13426247.05
2021-05-31,50130250,404.9123377,14009790.45
2021-06-30,50130250,405.8197279,13725988.09
2018-01-31,50130253,164.8926174,6303015.789
2018-02-28,50130253,151.1648746,6559595.717
2018-03-31,50130253,166.7588424,6532017.92
2018-04-30,50130253,173.3388704,6741103.575
2018-05-31,50130253,173.5759494,6829224.449
2018-06-30,50130253,190.0790378,7186082.474
2018-07-31,50130253,191.8721311,7254738.062
2018-08-31,50130253,182.9462025,7177999.472
2018-09-30,50130253,176.4542484,7227251.212
2018-10-31,50130253,174.4933775,6525517.195
2018-11-30,50130253,172.4834437,6658808.444
2018-12-31,50130253,178.4575163,6838895.873
2019-01-31,50130253,173.8051948,6764684.37
2019-02-28,50130253,167.3120567,6617728.585
2019-03-31,50130253,174.5755627,6855091.09
2019-04-30,50130253,180.8774834,6708682.778
2019-05-31,50130253,187.257329,7278776.472
2019-06-30,50130253,188.6754967,7051098.447
2019-07-31,50130253,186.734375,6568166.575
2019-08-31,50130253,196.5755627,7382166.225
2019-09-30,50130253,182.9087838,7269473.314
2019-10-31,50130253,188.4824281,7076815.824
2019-11-30,50130253,184.3029316,6993647.954
2019-12-31,50130253,186.3980583,7633761.068
2020-01-31,50130253,179.3986928,7220948.801
2020-02-29,50130253,163.2961672,6445949.449
2020-03-31,50130253,168.9448052,6376515.844
2020-04-30,50130253,183.8624161,6733007.581
2020-05-31,50130253,195.1639871,7635971.746
2020-06-30,50130253,188.7707641,7155217.638
2020-07-31,50130253,197.7507987,7686534.681
2020-08-31,50130253,217.8892508,8483984.85
2020-09-30,50130253,208.7594502,8418966.302
2020-10-31,50130253,195.4368932,8246382.469
2020-11-30,50130253,199.9060403,8898482.789
2020-12-31,50130253,203.7157534,8188037.75
2021-01-31,50130253,198.2047782,8089763.42
2021-02-28,50130253,190.2945455,7992414.727
2021-03-31,50130253,193.5760518,7846868.696
2021-04-30,50130253,204.8227425,8521322.221
2021-05-31,50130253,200.8300654,7818887.5
2021-06-30,50130253,211.5463918,8310106.605
2018-01-31,50130259,133.8892734,4940034.941
2018-02-28,50130259,131.2045455,5057485.951
2018-03-31,50130259,136.6125828,4823939.225
2018-04-30,50130259,150.7464789,5123734.486
2018-05-31,50130259,143.2523659,5132642.653
2018-06-30,50130259,151.9118644,5568879.82
2018-07-31,50130259,156.2098361,5620468.164
2018-08-31,50130259,160.987013,5736585.107
2018-09-30,50130259,150.8114478,6003050.747
2018-10-31,50130259,144.0130719,5107946.454
2018-11-30,50130259,149.5847751,5043274.055
2018-12-31,50130259,160.3053691,5986551.893
2019-01-31,50130259,157,5578846.911
2019-02-28,50130259,150.3740741,5844611.13
2019-03-31,50130259,163.5467128,6084724.671
2019-04-30,50130259,169.9031142,5800118.702
2019-05-31,50130259,171.7725753,6108735.773
2019-06-30,50130259,168.8689655,5868192.466
2019-07-31,50130259,177.6107383,6155279.537
2019-08-31,50130259,181.2937294,6275925.244
2019-09-30,50130259,172.9010601,6255268.318
2019-10-31,50130259,175.0331126,6116550
2019-11-30,50130259,169.2813559,6069435.705
2019-12-31,50130259,176.4731544,6296177.366
2020-01-31,50130259,169.0099668,6445381.598
2020-02-29,50130259,160.1877256,5480872.235
2020-03-31,50130259,171.761745,5709793.826
2020-04-30,50130259,184.056338,6291798.799
2020-05-31,50130259,189.5209003,6731731.598
2020-06-30,50130259,188.3389262,6512267.084
2020-07-31,50130259,192.8613861,6624355.191
2020-08-31,50130259,211.4635762,8164339.636
2020-09-30,50130259,200.1068966,7718642.462
2020-10-31,50130259,178.3213115,6534022.098
2020-11-30,50130259,179.5457627,6799901.912
2020-12-31,50130259,178.7089041,6335406.795
2021-01-31,50130259,171.3169014,5851308.947
2021-02-28,50130259,177.7132075,7010158.008
2021-03-31,50130259,181.1471572,6555489.813
2021-04-30,50130259,182.2441472,6520565.699
2021-05-31,50130259,186.7227723,6927457.432
2021-06-30,50130259,194.5390071,6769671.77
2018-01-31,50130310,115.7482759,4390783.021
2018-02-28,50130310,118.7376426,4569543.274
2018-03-31,50130310,135.3219178,4755261.349
