base_date,emd_cd,pop_cnt
2020-07-31,2020-07-31,50110560,4360398.252400017
2020-08-31,2020-08-31,50110560,4455653.045599974
2020-09-30,2020-09-30,50110560,3729092.0316000003
2020-10-31,2020-10-31,50110560,4263428.848099993
2020-11-30,2020-11-30,50110560,4567564.544999988
2020-12-31,2020-12-31,50110560,3902707.5757999932
2021-01-31,2021-01-31,50110560,3615210.5142000034
2021-02-28,2021-02-28,50110560,3614021.039600006
2021-03-31,2021-03-31,50110560,4188944.1138000283
2021-04-30,2021-04-30,50110560,4301003.977599994
2021-05-31,2021-05-31,50110560,4425694.724599986
2021-06-30,2021-06-30,50110560,4400479.389400008
2018-01-31,2018-01-31,50110570,3518185.638499992
2018-02-28,2018-02-28,50110570,3169059.588700029
2018-03-31,2018-03-31,50110570,3423607.0668000127
2018-04-30,2018-04-30,50110570,3287167.3009999953
2018-05-31,2018-05-31,50110570,3334495.7268000054
2018-06-30,2018-06-30,50110570,3182081.0207000095
2018-07-31,2018-07-31,50110570,3433448.4726999784
2018-08-31,2018-08-31,50110570,3353312.548800007
2018-09-30,2018-09-30,50110570,3200192.053200002
2018-10-31,2018-10-31,50110570,3209107.9370000027
2018-11-30,2018-11-30,50110570,3146478.2571999663
2018-12-31,2018-12-31,50110570,3332364.5286999634
2019-01-31,2019-01-31,50110570,3280900.3645999804
2019-02-28,2019-02-28,50110570,3020861.397199987
2019-03-31,2019-03-31,50110570,3367238.9939999864
2019-04-30,2019-04-30,50110570,3131233.645899997
2019-05-31,2019-05-31,50110570,3232366.5119000124
2019-06-30,2019-06-30,50110570,3103970.824000007
2019-07-31,2019-07-31,50110570,3345174.8248000103
2019-08-31,2019-08-31,50110570,3256619.784799994
2019-09-30,2019-09-30,50110570,3318130.49069999
2019-10-31,2019-10-31,50110570,3468177.7482999815
2019-11-30,2019-11-30,50110570,3313088.841799992
2019-12-31,2019-12-31,50110570,3462946.323000008
2020-01-31,2020-01-31,50110570,3579044.979699959
2020-02-29,2020-02-29,50110570,3113281.4059000085
2020-03-31,2020-03-31,50110570,2892804.2988000056
2020-04-30,2020-04-30,50110570,2803006.6336999987
2020-05-31,2020-05-31,50110570,2999872.3372000162
2020-06-30,2020-06-30,50110570,3053327.015700032
2020-07-31,2020-07-31,50110570,3214148.8995000077
2020-08-31,2020-08-31,50110570,3157209.6375999874
2020-09-30,2020-09-30,50110570,3006231.515999983
2020-10-31,2020-10-31,50110570,3120614.1511
2020-11-30,2020-11-30,50110570,3265163.1026999815
2020-12-31,2020-12-31,50110570,3089960.945600001
2021-01-31,2021-01-31,50110570,2943362.9947000095
2021-02-28,2021-02-28,50110570,2816274.0606000056
2021-03-31,2021-03-31,50110570,3198065.9789000065
2021-04-30,2021-04-30,50110570,3079495.3909999924
2021-05-31,2021-05-31,50110570,3092160.3717000056
2021-06-30,2021-06-30,50110570,3024255.5486999955
2018-01-31,2018-01-31,50110580,9971206.474499995
2018-02-28,2018-02-28,50110580,8618192.48470001
2018-03-31,2018-03-31,50110580,9169546.502699945
2018-04-30,2018-04-30,50110580,10209076.39579997
2018-05-31,2018-05-31,50110580,10545423.244800027
2018-06-30,2018-06-30,50110580,9964301.209600005
2018-07-31,2018-07-31,50110580,10884496.62689995
2018-08-31,2018-08-31,50110580,11591310.904399974
2018-09-30,2018-09-30,50110580,10116763.229900032
2018-10-31,2018-10-31,50110580,10524326.745000038
2018-11-30,2018-11-30,50110580,9877913.798000004
2018-12-31,2018-12-31,50110580,9555050.554300033
2019-01-31,2019-01-31,50110580,10578733.194700025
2019-02-28,2019-02-28,50110580,10179195.331899934
2019-03-31,2019-03-31,50110580,10298890.5195
2019-04-30,2019-04-30,50110580,10950053.453399993
2019-05-31,2019-05-31,50110580,12502005.121600047
2019-06-30,2019-06-30,50110580,11853326.72049996
2019-07-31,2019-07-31,50110580,12097516.712099956
2019-08-31,2019-08-31,50110580,12358219.908800052
2019-09-30,2019-09-30,50110580,10430180.224500021
2019-10-31,2019-10-31,50110580,12176983.181299984
2019-11-30,2019-11-30,50110580,11343389.083100006
2019-12-31,2019-12-31,50110580,11533325.00649997
2020-01-31,2020-01-31,50110580,12197920.382700032
2020-02-29,2020-02-29,50110580,7220890.837199992
2020-03-31,2020-03-31,50110580,6631921.832900011
2020-04-30,2020-04-30,50110580,6458795.684499996
2020-05-31,2020-05-31,50110580,8320114.687900005
2020-06-30,2020-06-30,50110580,9299852.507600067
2020-07-31,2020-07-31,50110580,10548324.106800001
2020-08-31,2020-08-31,50110580,11488732.594900059
2020-09-30,2020-09-30,50110580,8435364.0279
2020-10-31,2020-10-31,50110580,10118573.115600036
2020-11-30,2020-11-30,50110580,9500663.124000076
2020-12-31,2020-12-31,50110580,6917063.092400015
2021-01-31,2021-01-31,50110580,6078860.47560001
2021-02-28,2021-02-28,50110580,7344329.169399949
2021-03-31,2021-03-31,50110580,8446769.756899994
2021-04-30,2021-04-30,50110580,9133480.99949994
2021-05-31,2021-05-31,50110580,9304016.653600022
2021-06-30,2021-06-30,50110580,9219675.7454
2018-01-31,2018-01-31,50110590,5642832.340899988
2018-02-28,2018-02-28,50110590,5025689.67800001
2018-03-31,2018-03-31,50110590,5504110.00199999
2018-04-30,2018-04-30,50110590,5584408.383100018
2018-05-31,2018-05-31,50110590,5794607.354199968
2018-06-30,2018-06-30,50110590,5584661.92610004
2018-07-31,2018-07-31,50110590,5370580.073399998
2018-08-31,2018-08-31,50110590,5236079.735800033
2018-09-30,2018-09-30,50110590,5342667.149299983
2018-10-31,2018-10-31,50110590,5230557.221499982
2018-11-30,2018-11-30,50110590,4985038.328599993
2018-12-31,2018-12-31,50110590,4975335.348400006
2019-01-31,2019-01-31,50110590,5149016.106400015
2019-02-28,2019-02-28,50110590,4620102.266400007
2019-03-31,2019-03-31,50110590,5129891.193599958
2019-04-30,2019-04-30,50110590,4914293.044700024
2019-05-31,2019-05-31,50110590,5267786.42460002
2019-06-30,2019-06-30,50110590,5107077.918999992
2019-07-31,2019-07-31,50110590,5501793.698199981
2019-08-31,2019-08-31,50110590,5733600.3407999845
2019-09-30,2019-09-30,50110590,4857266.297800024
2019-10-31,2019-10-31,50110590,5212065.53870005
2019-11-30,2019-11-30,50110590,5285908.95969998
2019-12-31,2019-12-31,50110590,5470598.622699999
2020-01-31,2020-01-31,50110590,5854405.1025000075
2020-02-29,2020-02-29,50110590,4404998.5952
2020-03-31,2020-03-31,50110590,4278005.972199998
2020-04-30,2020-04-30,50110590,4070332.698100019
2020-05-31,2020-05-31,50110590,4791864.738300002
2020-06-30,2020-06-30,50110590,4983813.023100025
2020-07-31,2020-07-31,50110590,5431176.743900014
2020-08-31,2020-08-31,50110590,5596834.757999996
2020-09-30,2020-09-30,50110590,4840350.144500019
2020-10-31,2020-10-31,50110590,5271388.146599993
2020-11-30,2020-11-30,50110590,5438664.61319999
2020-12-31,2020-12-31,50110590,4852127.474099978
2021-01-31,2021-01-31,50110590,4549075.416100003
2021-02-28,2021-02-28,50110590,4517249.105000022
2021-03-31,2021-03-31,50110590,5176291.180600048
2021-04-30,2021-04-30,50110590,5297163.727399999
2021-05-31,2021-05-31,50110590,5542439.60060004
2021-06-30,2021-06-30,50110590,5577236.101300024
2018-01-31,2018-01-31,50110600,7933222.281799988
2018-02-28,2018-02-28,50110600,6674262.976799956
2018-03-31,2018-03-31,50110600,8163426.559400046
2018-04-30,2018-04-30,50110600,7752492.986999971
2018-05-31,2018-05-31,50110600,7884976.002599988
2018-06-30,2018-06-30,50110600,7498587.551599974
2018-07-31,2018-07-31,50110600,8179372.6381
2018-08-31,2018-08-31,50110600,7949378.041999994
2018-09-30,2018-09-30,50110600,7935168.477799997
2018-10-31,2018-10-31,50110600,8167213.272400002
2018-11-30,2018-11-30,50110600,7835971.180099996
2018-12-31,2018-12-31,50110600,7868521.929200001
2019-01-31,2019-01-31,50110600,7660774.829199991
2019-02-28,2019-02-28,50110600,6880080.70959996
2019-03-31,2019-03-31,50110600,8276328.846500019
2019-04-30,2019-04-30,50110600,8034960.729000025
2019-05-31,2019-05-31,50110600,8033692.70619999
2019-06-30,2019-06-30,50110600,7753975.8847
2019-07-31,2019-07-31,50110600,8211883.108999956
2019-08-31,2019-08-31,50110600,7860152.5023000175
2019-09-30,2019-09-30,50110600,7878357.774300024
2019-10-31,2019-10-31,50110600,7927514.350500004
2019-11-30,2019-11-30,50110600,8209251.25379999
2019-12-31,2019-12-31,50110600,9949904.03919997
2020-01-31,2020-01-31,50110600,9748663.966600066
2020-02-29,2020-02-29,50110600,8774333.51989999
2020-03-31,2020-03-31,50110600,7180110.024199973
2020-04-30,2020-04-30,50110600,6683971.976800007
2020-05-31,2020-05-31,50110600,7078120.8644000245
2020-06-30,2020-06-30,50110600,7619818.915700027
2020-07-31,2020-07-31,50110600,8464508.986
2020-08-31,2020-08-31,50110600,7720841.329800044
2020-09-30,2020-09-30,50110600,7512405.102799963
2020-10-31,2020-10-31,50110600,8089999.522999974
2020-11-30,2020-11-30,50110600,7975432.632400004
2020-12-31,2020-12-31,50110600,7721083.337200048
2021-01-31,2021-01-31,50110600,7243567.912799981
2021-02-28,2021-02-28,50110600,6851776.136999979
2021-03-31,2021-03-31,50110600,8146379.276899958
2021-04-30,2021-04-30,50110600,8052289.08449999
2021-05-31,2021-05-31,50110600,7663856.229900017
2021-06-30,2021-06-30,50110600,7849902.721800009
2018-01-31,2018-01-31,50110610,4197739.322400012
2018-02-28,2018-02-28,50110610,3844915.4617999922
2018-03-31,2018-03-31,50110610,3963245.3612000006
2018-04-30,2018-04-30,50110610,3955367.3199000033
2018-05-31,2018-05-31,50110610,4110645.3511999995
2018-06-30,2018-06-30,50110610,3959788.702100022
2018-07-31,2018-07-31,50110610,4524808.787599993
2018-08-31,2018-08-31,50110610,4352553.840299995
2018-09-30,2018-09-30,50110610,3825835.314199964
2018-10-31,2018-10-31,50110610,3720514.4826000077
2018-11-30,2018-11-30,50110610,3709845.9106999873
2018-12-31,2018-12-31,50110610,3929810.607499976
2019-01-31,2019-01-31,50110610,4219129.14190003
2019-02-28,2019-02-28,50110610,3709217.9724999825
2019-03-31,2019-03-31,50110610,3842790.832200002
2019-04-30,2019-04-30,50110610,3705060.121900007
2019-05-31,2019-05-31,50110610,3931999.383099995
2019-06-30,2019-06-30,50110610,3649177.2473999877
2019-07-31,2019-07-31,50110610,4249172.047299986
2019-08-31,2019-08-31,50110610,4154667.4214
2019-09-30,2019-09-30,50110610,3602306.487900003
2019-10-31,2019-10-31,50110610,3647830.629099997
2019-11-30,2019-11-30,50110610,3287086.723799998
2019-12-31,2019-12-31,50110610,5047524.185900018
2020-01-31,2020-01-31,50110610,4918793.41119998
2020-02-29,2020-02-29,50110610,5124987.1569999885
2020-03-31,2020-03-31,50110610,3759726.615600001
2020-04-30,2020-04-30,50110610,3412217.735900008
2020-05-31,2020-05-31,50110610,3747153.1300000073
2020-06-30,2020-06-30,50110610,3654599.873100023
2020-07-31,2020-07-31,50110610,4120127.668499996
2020-08-31,2020-08-31,50110610,4314031.8936999915
2020-09-30,2020-09-30,50110610,3781301.876999987
2020-10-31,2020-10-31,50110610,4035862.6911000065
2020-11-30,2020-11-30,50110610,3973692.2076999824
2020-12-31,2020-12-31,50110610,3983778.481900004
2021-01-31,2021-01-31,50110610,3974650.5873999973
2021-02-28,2021-02-28,50110610,3770708.7699000025
2021-03-31,2021-03-31,50110610,4049552.5414000126
2021-04-30,2021-04-30,50110610,3862019.451199989
2021-05-31,2021-05-31,50110610,4068499.495000006
2021-06-30,2021-06-30,50110610,4012373.886700017
2018-01-31,2018-01-31,50110620,3062296.408999995
2018-02-28,2018-02-28,50110620,2326046.619399999
2018-03-31,2018-03-31,50110620,3673049.809400013
2018-04-30,2018-04-30,50110620,4380624.406300022
2018-05-31,2018-05-31,50110620,4352887.619899968
2018-06-30,2018-06-30,50110620,3747271.7896000044
2018-07-31,2018-07-31,50110620,3771911.37099999
2018-08-31,2018-08-31,50110620,3809577.2328000013
2018-09-30,2018-09-30,50110620,3618569.7010000157
2018-10-31,2018-10-31,50110620,4068832.224500007
2018-11-30,2018-11-30,50110620,3717400.6215000004
2018-12-31,2018-12-31,50110620,3483312.3452999974
2019-01-31,2019-01-31,50110620,3201179.789999998
2019-02-28,2019-02-28,50110620,2650490.305800004
2019-03-31,2019-03-31,50110620,3776742.2933999896
2019-04-30,2019-04-30,50110620,4289439.290700017
2019-05-31,2019-05-31,50110620,4411484.165800034
2019-06-30,2019-06-30,50110620,3768792.567999998
2019-07-31,2019-07-31,50110620,3849361.396700007
2019-08-31,2019-08-31,50110620,4332529.528700013
2019-09-30,2019-09-30,50110620,3575405.6741999923
2019-10-31,2019-10-31,50110620,4310359.874100018
2019-11-30,2019-11-30,50110620,3904823.463500016
2019-12-31,2019-12-31,50110620,3813859.9369000047
2020-01-31,2020-01-31,50110620,3561149.7026999965
2020-02-29,2020-02-29,50110620,2551416.702200007
2020-03-31,2020-03-31,50110620,2587138.4093000027
2020-04-30,2020-04-30,50110620,2671885.211899997
2020-05-31,2020-05-31,50110620,3158720.0155999972
2020-06-30,2020-06-30,50110620,3541232.0247999914
2020-07-31,2020-07-31,50110620,4020749.1996999867
2020-08-31,2020-08-31,50110620,4211101.67929998
2020-09-30,2020-09-30,50110620,3316494.03750002
2020-10-31,2020-10-31,50110620,3809739.140800018
2020-11-30,2020-11-30,50110620,3852734.7828000006
2020-12-31,2020-12-31,50110620,2969705.578699983
2021-01-31,2021-01-31,50110620,2561884.3218999878
2021-02-28,2021-02-28,50110620,2653930.693900011
2021-03-31,2021-03-31,50110620,3411104.3887000224
2021-04-30,2021-04-30,50110620,3888950.1030999976
2021-05-31,2021-05-31,50110620,3759814.5247999826
2021-06-30,2021-06-30,50110620,3732275.4700000095
2018-01-31,2018-01-31,50110630,11436100.632899994
2018-02-28,2018-02-28,50110630,9868381.615600001
2018-03-31,2018-03-31,50110630,17631633.650400102
2018-04-30,2018-04-30,50110630,15323134.571699955
2018-05-31,2018-05-31,50110630,15276210.241600031
2018-06-30,2018-06-30,50110630,14080614.646399934
2018-07-31,2018-07-31,50110630,13425063.062999997
2018-08-31,2018-08-31,50110630,13795330.26720002
2018-09-30,2018-09-30,50110630,14622044.405600108
2018-10-31,2018-10-31,50110630,14806221.347700037
2018-11-30,2018-11-30,50110630,14285847.838499904
2018-12-31,2018-12-31,50110630,12589821.660799969
2019-01-31,2019-01-31,50110630,11725251.639999982
2019-02-28,2019-02-28,50110630,10171712.691300059
2019-03-31,2019-03-31,50110630,17108694.48040004
2019-04-30,2019-04-30,50110630,14769258.142300002
2019-05-31,2019-05-31,50110630,14972490.806700043
2019-06-30,2019-06-30,50110630,13863751.821399972
2019-07-31,2019-07-31,50110630,13614728.805699991
2019-08-31,2019-08-31,50110630,13581153.86140005
2019-09-30,2019-09-30,50110630,14674852.796099981
2019-10-31,2019-10-31,50110630,14386622.503099935
2019-11-30,2019-11-30,50110630,14456140.130500063
2019-12-31,2019-12-31,50110630,13735751.590100084
2020-01-31,2020-01-31,50110630,12090852.43080006
2020-02-29,2020-02-29,50110630,10997065.49539999
2020-03-31,2020-03-31,50110630,10889424.028299939
2020-04-30,2020-04-30,50110630,10052920.41820003
2020-05-31,2020-05-31,50110630,10910075.745500013
2020-06-30,2020-06-30,50110630,12938023.104099931
2020-07-31,2020-07-31,50110630,13868100.938299935
2020-08-31,2020-08-31,50110630,12243967.147
2020-09-30,2020-09-30,50110630,12498150.753900008
2020-10-31,2020-10-31,50110630,13399219.061999997
2020-11-30,2020-11-30,50110630,13966433.204099989
2020-12-31,2020-12-31,50110630,11985136.822200041
2021-01-31,2021-01-31,50110630,10535883.596099973
2021-02-28,2021-02-28,50110630,10346281.188700043
2021-03-31,2021-03-31,50110630,16039127.54169997
2021-04-30,2021-04-30,50110630,13433250.376800004
2021-05-31,2021-05-31,50110630,12086614.457499994
2021-06-30,2021-06-30,50110630,13264713.801200062
2018-01-31,2018-01-31,50110640,9935978.704600023
2018-02-28,2018-02-28,50110640,8702439.045400055
2018-03-31,2018-03-31,50110640,9799380.367500061
2018-04-30,2018-04-30,50110640,9211209.435899975
2018-05-31,2018-05-31,50110640,9187951.696499992
2018-06-30,2018-06-30,50110640,8732962.818599984
2018-07-31,2018-07-31,50110640,9801707.495199937
2018-08-31,2018-08-31,50110640,9683261.412300032
2018-09-30,2018-09-30,50110640,8557417.467799995
2018-10-31,2018-10-31,50110640,8952027.230199996
2018-11-30,2018-11-30,50110640,9007342.448500011
2018-12-31,2018-12-31,50110640,9474569.902400045
2019-01-31,2019-01-31,50110640,9920261.916600056
2019-02-28,2019-02-28,50110640,9274387.68120006
2019-03-31,2019-03-31,50110640,10156887.55040009
2019-04-30,2019-04-30,50110640,9432024.102500038
2019-05-31,2019-05-31,50110640,9770664.894299991
2019-06-30,2019-06-30,50110640,8752466.372800015
2019-07-31,2019-07-31,50110640,9549348.61819999
2019-08-31,2019-08-31,50110640,9524535.879100014
2019-09-30,2019-09-30,50110640,8779416.264899975
2019-10-31,2019-10-31,50110640,9778088.503799962
2019-11-30,2019-11-30,50110640,10030270.847299926
2019-12-31,2019-12-31,50110640,10436752.090700096
2020-01-31,2020-01-31,50110640,10327452.536700016
2020-02-29,2020-02-29,50110640,8988173.072600026
2020-03-31,2020-03-31,50110640,8374225.705399997
2020-04-30,2020-04-30,50110640,8182632.658900016
2020-05-31,2020-05-31,50110640,8590475.95820003
2020-06-30,2020-06-30,50110640,8515324.546499979
2020-07-31,2020-07-31,50110640,8636449.982300024
2020-08-31,2020-08-31,50110640,8908982.308599979
2020-09-30,2020-09-30,50110640,8325131.861700016
2020-10-31,2020-10-31,50110640,9119917.649900008
2020-11-30,2020-11-30,50110640,9434028.647200007
2020-12-31,2020-12-31,50110640,8846738.207300013
2021-01-31,2021-01-31,50110640,8536405.440599987
2021-02-28,2021-02-28,50110640,8173540.274899983
2021-03-31,2021-03-31,50110640,9144549.507800054
2021-04-30,2021-04-30,50110640,9105519.874999959
2021-05-31,2021-05-31,50110640,9120234.064699957
2021-06-30,2021-06-30,50110640,8904569.305900035
2018-01-31,2018-01-31,50110650,20577729.708599973
2018-02-28,2018-02-28,50110650,17228017.16860001
2018-03-31,2018-03-31,50110650,20118588.70410005
2018-04-30,2018-04-30,50110650,19743276.874500044
2018-05-31,2018-05-31,50110650,19790564.636799894
2018-06-30,2018-06-30,50110650,18773326.112600047
2018-07-31,2018-07-31,50110650,20146309.210400023
2018-08-31,2018-08-31,50110650,19841322.616500113
2018-09-30,2018-09-30,50110650,18619649.016399913
2018-10-31,2018-10-31,50110650,20158760.376800016
2018-11-30,2018-11-30,50110650,19750373.04359992
2018-12-31,2018-12-31,50110650,19930335.14160006
2019-01-31,2019-01-31,50110650,20307662.948500082
2019-02-28,2019-02-28,50110650,17574676.95599999
2019-03-31,2019-03-31,50110650,20143450.860300057
2019-04-30,2019-04-30,50110650,19470348.527700022
2019-05-31,2019-05-31,50110650,19675777.530000005
2019-06-30,2019-06-30,50110650,18664597.66440003
2019-07-31,2019-07-31,50110650,19996013.837200023
2019-08-31,2019-08-31,50110650,19497097.50759994
2019-09-30,2019-09-30,50110650,17947964.613600027
2019-10-31,2019-10-31,50110650,19494124.80439999
2019-11-30,2019-11-30,50110650,19878639.532799944
2019-12-31,2019-12-31,50110650,20251563.423299894
2020-01-31,2020-01-31,50110650,19634213.48849996
2020-02-29,2020-02-29,50110650,15843366.102299998
2020-03-31,2020-03-31,50110650,15338783.502199903
2020-04-30,2020-04-30,50110650,14554850.314900069
2020-05-31,2020-05-31,50110650,15852759.3603
2020-06-30,2020-06-30,50110650,16489887.37330003
2020-07-31,2020-07-31,50110650,17777425.88490008
2020-08-31,2020-08-31,50110650,17805300.799399912
2020-09-30,2020-09-30,50110650,15536665.365700081
2020-10-31,2020-10-31,50110650,17483791.547200117
2020-11-30,2020-11-30,50110650,18788554.079699967
2020-12-31,2020-12-31,50110650,16349545.108200043
2021-01-31,2021-01-31,50110650,15235649.442000017
2021-02-28,2021-02-28,50110650,15592322.032500023
2021-03-31,2021-03-31,50110650,18211149.001699954
2021-04-30,2021-04-30,50110650,18197938.368400037
2021-05-31,2021-05-31,50110650,17931126.850800015
2021-06-30,2021-06-30,50110650,17788097.954899997
2018-01-31,2018-01-31,50110660,18862131.628200047
2018-02-28,2018-02-28,50110660,15851217.638900049
2018-03-31,2018-03-31,50110660,19871835.5458
2018-04-30,2018-04-30,50110660,19320907.377499934
2018-05-31,2018-05-31,50110660,19798992.200400077
2018-06-30,2018-06-30,50110660,18501364.358000107
2018-07-31,2018-07-31,50110660,19440321.50189987
2018-08-31,2018-08-31,50110660,19967854.06250003
2018-09-30,2018-09-30,50110660,18935435.0122
2018-10-31,2018-10-31,50110660,19542163.778700024
2018-11-30,2018-11-30,50110660,19059182.107399948
2018-12-31,2018-12-31,50110660,18777046.076699965
2019-01-31,2019-01-31,50110660,18712251.990200017
2019-02-28,2019-02-28,50110660,16739315.26630007
2019-03-31,2019-03-31,50110660,20299070.864199944
2019-04-30,2019-04-30,50110660,19539823.226799984
2019-05-31,2019-05-31,50110660,19995252.817300007
2019-06-30,2019-06-30,50110660,18803134.057499982
2019-07-31,2019-07-31,50110660,19440062.398500044
2019-08-31,2019-08-31,50110660,19494246.33809998
2019-09-30,2019-09-30,50110660,18392204.966300003
2019-10-31,2019-10-31,50110660,19616510.267600015
2019-11-30,2019-11-30,50110660,19704443.036099933
2019-12-31,2019-12-31,50110660,19859807.243299972
2020-01-31,2020-01-31,50110660,19044370.000700027
2020-02-29,2020-02-29,50110660,15983600.634599961
2020-03-31,2020-03-31,50110660,16094797.314799998
2020-04-30,2020-04-30,50110660,15446647.389500014
2020-05-31,2020-05-31,50110660,16726315.783200013
2020-06-30,2020-06-30,50110660,17761971.25470008
2020-07-31,2020-07-31,50110660,19014617.586399846
2020-08-31,2020-08-31,50110660,18390750.672399964
2020-09-30,2020-09-30,50110660,16944849.758000057
2020-10-31,2020-10-31,50110660,18616330.88210001
2020-11-30,2020-11-30,50110660,19467591.493000142
2020-12-31,2020-12-31,50110660,17163592.468600027
2021-01-31,2021-01-31,50110660,16036808.640999964
2021-02-28,2021-02-28,50110660,15678616.147200119
2021-03-31,2021-03-31,50110660,18767269.938900027
2021-04-30,2021-04-30,50110660,18557786.939499993
2021-05-31,2021-05-31,50110660,18058562.927999936
2021-06-30,2021-06-30,50110660,18244385.214000072
2018-01-31,2018-01-31,50110670,3809545.712899981
2018-02-28,2018-02-28,50110670,3113112.1103000133
2018-03-31,2018-03-31,50110670,3682918.649700001
2018-04-30,2018-04-30,50110670,4032999.246599983
2018-05-31,2018-05-31,50110670,3990706.0120999883
2018-06-30,2018-06-30,50110670,3773038.9074000046
2018-07-31,2018-07-31,50110670,3820647.6186999856
2018-08-31,2018-08-31,50110670,4057679.5679999925
2018-09-30,2018-09-30,50110670,3810208.2338000056
2018-10-31,2018-10-31,50110670,3857260.69199998
2018-11-30,2018-11-30,50110670,3449795.6938000014
2018-12-31,2018-12-31,50110670,3577280.9757000054
2019-01-31,2019-01-31,50110670,3961672.5812000223
2019-02-28,2019-02-28,50110670,3591032.1669999957
2019-03-31,2019-03-31,50110670,3583920.691500026
2019-04-30,2019-04-30,50110670,3462705.884999981
2019-05-31,2019-05-31,50110670,3574369.2654999997
2019-06-30,2019-06-30,50110670,3675248.9839999774
2019-07-31,2019-07-31,50110670,3823543.0532999886
2019-08-31,2019-08-31,50110670,3752787.5077999635
2019-09-30,2019-09-30,50110670,3457424.505699981
2019-10-31,2019-10-31,50110670,3576951.1405999903
2019-11-30,2019-11-30,50110670,3369844.571699994
2019-12-31,2019-12-31,50110670,3682685.928299983
2020-01-31,2020-01-31,50110670,3877969.1726999944
2020-02-29,2020-02-29,50110670,3599145.030999996
2020-03-31,2020-03-31,50110670,3617000.5053000096
2020-04-30,2020-04-30,50110670,3393075.0501000164
2020-05-31,2020-05-31,50110670,3678408.1701000296
2020-06-30,2020-06-30,50110670,3528089.2950000125
2020-07-31,2020-07-31,50110670,3939600.936299986
2020-08-31,2020-08-31,50110670,3865115.498500005
2020-09-30,2020-09-30,50110670,3563972.6274999813
2020-10-31,2020-10-31,50110670,3787942.820200004
2020-11-30,2020-11-30,50110670,3719710.5489999787
2020-12-31,2020-12-31,50110670,3751845.2051000134
2021-01-31,2021-01-31,50110670,3659011.6138999844
2021-02-28,2021-02-28,50110670,3510791.102999997
2021-03-31,2021-03-31,50110670,3778714.837699997
2021-04-30,2021-04-30,50110670,3673231.3409999944
2021-05-31,2021-05-31,50110670,4005228.6194
2021-06-30,2021-06-30,50110670,3727117.7687999913
2018-01-31,2018-01-31,50110680,2426195.8058000035
2018-02-28,2018-02-28,50110680,2047150.4110000106
2018-03-31,2018-03-31,50110680,2349674.9239999834
2018-04-30,2018-04-30,50110680,2454614.0413000006
2018-05-31,2018-05-31,50110680,2544351.9021999845
2018-06-30,2018-06-30,50110680,2423019.0267999987
2018-07-31,2018-07-31,50110680,2768263.418300006
2018-08-31,2018-08-31,50110680,2736730.1980000217
2018-09-30,2018-09-30,50110680,2225399.0424000043
2018-10-31,2018-10-31,50110680,2386348.611999993
2018-11-30,2018-11-30,50110680,2240898.9994000015
2018-12-31,2018-12-31,50110680,2164994.096800006
2019-01-31,2019-01-31,50110680,2323961.6866000057
2019-02-28,2019-02-28,50110680,2108687.902699992
2019-03-31,2019-03-31,50110680,2328612.560800014
2019-04-30,2019-04-30,50110680,2370741.696600005
2019-05-31,2019-05-31,50110680,2511092.8572000046
2019-06-30,2019-06-30,50110680,2430930.9630000102
2019-07-31,2019-07-31,50110680,2746332.06330001
2019-08-31,2019-08-31,50110680,2793067.661000018
2019-09-30,2019-09-30,50110680,2222043.0024000145
2019-10-31,2019-10-31,50110680,2472890.4705999885
2019-11-30,2019-11-30,50110680,2334252.048999987
2019-12-31,2019-12-31,50110680,2322173.552000002
2020-01-31,2020-01-31,50110680,2381052.757300008
2020-02-29,2020-02-29,50110680,1910885.0581000163
2020-03-31,2020-03-31,50110680,1968050.126899989
2020-04-30,2020-04-30,50110680,1940689.5824000053
2020-05-31,2020-05-31,50110680,2256568.911099992
2020-06-30,2020-06-30,50110680,2292316.976999993
2020-07-31,2020-07-31,50110680,2593939.2685999917
2020-08-31,2020-08-31,50110680,2779493.1022000043
2020-09-30,2020-09-30,50110680,2171346.831899999
2020-10-31,2020-10-31,50110680,2440134.7689000024
2020-11-30,2020-11-30,50110680,2365601.0365999956
2020-12-31,2020-12-31,50110680,2086615.8021999921
2021-01-31,2021-01-31,50110680,1981410.910699996
2021-02-28,2021-02-28,50110680,2048176.1906000047
2021-03-31,2021-03-31,50110680,2314826.6182999937
2021-04-30,2021-04-30,50110680,2354022.1851000027
2021-05-31,2021-05-31,50110680,2562583.333099998
2021-06-30,2021-06-30,50110680,2630449.7348000198
2018-01-31,2018-01-31,50110690,2837494.323099991
2018-02-28,2018-02-28,50110690,2311217.315299998
2018-03-31,2018-03-31,50110690,2609787.734300007
2018-04-30,2018-04-30,50110690,2969019.6391000114
2018-05-31,2018-05-31,50110690,3071391.9106000094
2018-06-30,2018-06-30,50110690,2821994.678300007
2018-07-31,2018-07-31,50110690,2921433.915600003
2018-08-31,2018-08-31,50110690,3074936.3447000086
2018-09-30,2018-09-30,50110690,2512685.828900032
2018-10-31,2018-10-31,50110690,2755231.1528999913
2018-11-30,2018-11-30,50110690,2582506.279799993
2018-12-31,2018-12-31,50110690,2384706.9220000096
2019-01-31,2019-01-31,50110690,2692802.8364000064
2019-02-28,2019-02-28,50110690,2567459.5222999863
2019-03-31,2019-03-31,50110690,2705825.878099994
2019-04-30,2019-04-30,50110690,2934675.9184000175
2019-05-31,2019-05-31,50110690,3168779.122500015
